Token	InstrumentName	ShortName	Series	ExpiryDate	StrikePrice	OptionType	CALevel	PermittedToTrade	IssueCapital	WarningQty	FreezeQty	CreditRating	NormalMarketStatus	OddLotMarketStatus	SpotMarketStatus	AuctionMarketStatus	NormalMarketEligibility	OddLotMarketEligibility	SpotMarketEligibility	AuctionMarketEligibility	IssueRate	IssueStartDate	InterestPaymentDate	IssueMaturityDate	MarginPercentage	MinimumLotQty	LotSize	TickSize	CompanyName	ListingDate	ExpulsionDate	ReAdmissionDate	RecordDate	LowPriceRange	HighPriceRange	SecurityExpiryDate	NoDeliveryStartDate	NoDeliveryEndDate	MF	AON	ParticipantInMarketIndex	BookClsStartDate	BookClsEndDate	ExcerciseStartDate	ExcerciseEndDate	OldToken	AssetInstrument	AssetName	AssetToken	IntrinsicValue	ExtrinsicValue	ExcerciseStyle	EGM	AGM	Interest	Bonus	Rights	Dividends	ExAllowed	ExRejectionAllowed	PlAllowed	IsThisAsset	IsCorpAdjusted	LocalUpdateDatetime	DeleteFlag	Remarks	BasePrice	ExchangeCode
49723	FUTSTK	FORHEA	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				72075	0	775	5	FORTIS HEALTHCARE LIMITED					944	1153.7				2-Mon							0			0	0	0								NFO								104885	FORTIS
49724	FUTSTK	GAIL	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				2784600	0	3150	1	GAIL (INDIA) LIMITED					166.38	203.36				2-Mon							0			0	0	0								NFO								18487	GAIL
49725	FUTSTK	GLEPHA	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				77250	0	375	10	GLENMARK PHARMACEUTICALS LTD					1715.5	2096.7				2-Mon							0			0	0	0								NFO								190610	GLENMARK
49726	FUTSTK	GMRINF	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				3138750	0	6975	1	GMR AIRPORTS LIMITED					86.09	105.22				2-Mon							0			0	0	0								NFO								9565	GMRAIRPORT
49727	FUTSTK	NTPC	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				175500	0	1500	5	NTPC LIMITED					313.65	383.3				3-Mon							0			0	0	0								NFO								34845	NTPC
49728	FUTSTK	GODCON	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				185500	0	500	10	GODREJ CONSUMER PRODUCTS LTD					1003.8	1226.8				2-Mon							0			0	0	0								NFO								111530	GODREJCP
49729	FUTSTK	GODPRO	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				86625	0	275	10	GODREJ PROPERTIES LIMITED					2094.6	2560				2-Mon							0			0	0	0								NFO								232730	GODREJPROP
49730	FUTSTK	GRASIM	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				48500	0	250	10	GRASIM INDUSTRIES LIMITED					2682.9	3279.1				2-Mon							0			0	0	0								NFO								298100	GRASIM
49733	FUTSTK	NUVWEA	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				400	0	100	50	NUVAMA WEALTH MANAGEMENT					6602	8069				3-Mon							0			0	0	0								NFO								732900	NUVAMA
49734	FUTSTK	FSNECO	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				37500	0	3125	1	FSN ECOMMERCE VENTURES NYKAA					234.56	286.68				3-Mon							0			0	0	0								NFO								26038	NYKAA
49741	FUTSTK	HINAER	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				443400	0	150	10	HINDUSTAN AERONAUTICS LIMITED					4238.3	5180.1				2-Mon							0			0	0	0								NFO								470920	HAL
49742	FUTSTK	HAVIND	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				174500	0	500	10	HAVELLS INDIA LIMITED					1371	1675.6				2-Mon							0			0	0	0								NFO								152330	HAVELLS
49743	FUTSTK	HCLTEC	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				235200	0	350	10	HCL TECHNOLOGIES LIMITED					1409.1	1722.1				2-Mon							0			0	0	0								NFO								156560	HCLTECH
49744	FUTSTK	HDFAMC	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				72750	0	150	50	HDFC ASSET MANAGEMENT CO LTD					4888.5	5974.5				2-Mon							0			0	0	0								NFO								543150	HDFCAMC
49750	FUTSTK	OBEREA	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				1050	0	350	10	OBEROI REALTY LIMITED					1598.9	1954.1				3-Mon							0			0	0	0								NFO								177500	OBEROIRLTY
49759	FUTSTK	HDFBAN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				5363050	0	550	5	HDFC BANK LIMITED					909.85	1111.95				2-Mon							0			0	0	0								NFO								101090	HDFCBANK
49760	FUTSTK	HDFSTA	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				305800	0	1100	5	HDFC LIFE INSURANCE COM LTD					680.25	831.35				2-Mon							0			0	0	0								NFO								75580	HDFCLIFE
49773	FUTSTK	HERHON	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				68100	0	150	50	HERO MOTOCORP LIMITED					5008	6120				2-Mon							0			0	0	0								NFO								556400	HEROMOTOCO
49776	FUTSTK	HIMFUT	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				4005450	0	6450	1	HFCL LIMITED					67.94	83.04				2-Mon							0			0	0	0								NFO								7549	HFCL
49797	FUTSTK	ORAFIN	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				1500	0	75	50	ORACLE FINANCIAL SERVICES SOFT					7736.5	9455.5				3-Mon							0			0	0	0								NFO								859600	OFSS
49798	FUTSTK	OILIND	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				12600	0	1400	5	OIL INDIA LIMITED					397.2	485.4				3-Mon							0			0	0	0								NFO								44090	OIL
49803	FUTSTK	HINDAL	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				659400	0	700	5	HINDALCO INDUSTRIES LIMITED					783.85	957.95				2-Mon							0			0	0	0								NFO								87090	HINDALCO
49804	FUTSTK	HINPET	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				720900	0	2025	5	HINDUSTAN PETROLEUM CORP					423.35	517.35				2-Mon							0			0	0	0								NFO								47035	HINDPETRO
49805	FUTSTK	HINLEV	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				348300	0	300	10	HINDUSTAN UNILEVER LIMITED					2229.9	2725.3				2-Mon							0			0	0	0								NFO								247760	HINDUNILVR
49809	FUTSTK	HINZIN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				1335250	0	1225	5	HINDUSTAN ZINC LTD					435.4	532.1				2-Mon							0			0	0	0								NFO								48375	HINDZINC
49810	FUTSTK	HUDCO	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				1001775	0	2775	1	HOUSING URBAN DEV CO LTD HUDCO					218.53	267.09				2-Mon							0			0	0	0								NFO								24281	HUDCO
49811	FUTSTK	ONGC	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				38250	0	2250	1	OIL AND NATURAL GAS CORPORATIO					232.51	284.17				3-Mon							0			0	0	0								NFO								25814	ONGC
49812	FUTSTK	ICIBAN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				3320100	0	700	10	ICICI BANK LIMITED					1241.9	1517.7				2-Mon							0			0	0	0								NFO								137980	ICICIBANK
49813	FUTSTK	ICILOM	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				23725	0	325	10	ICICI LOMBARD GEN INSURANCE CO					1835.7	2243.5				2-Mon							0			0	0	0								NFO								203960	ICICIGI
49498	FUTSTK	JUBFOO	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				6250	0	1250	5	JUBILANT FOODWORKS LIMITED					560.25	684.7				3-Mon							0			0	0	0								NFO								62190	JUBLFOOD
49503	FUTSTK	KALJEW	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				22325	0	1175	5	KALYAN JEWELLERS INDIA LIMITED					469.3	573.5				3-Mon							0			0	0	0								NFO								52140	KALYANKJIL
49508	FUTIDX	CNXBAN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				174860	0	35	20	NIFTY BANK					52900.2	64655.8				2-Mon							0			0	0	0								NFO								5877800	NIFTY BANK
49509	FUTSTK	KAYTEC	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				200	0	100	50	KAYNES TECHNOLOGY IND LIMITED					6212	7592				3-Mon							0			0	0	0								NFO								689600	KAYNES
49510	FUTSTK	KEIIND	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				0	0	175	10	KEI INDUSTRIES LIMITED					3753.6	4587.6				3-Mon							0			0	0	0								NFO								416730	KEI
49518	FUTSTK	KFITEC	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				36000	0	500	10	KFIN TECHNOLOGIES LIMITED					1015.9	1241.5				3-Mon							0			0	0	0								NFO								112770	KFINTECH
49521	FUTIDX	NIFFIN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				195	0	65	10	NIFTY FINANCIAL SERVICES INDEX					24966.7	30514.7				2-Mon							0			0	0	0								NFO								2774070	NIFTY FINANCIAL
49522	FUTIDX	NIFSEL	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				36540	0	140	5	NIFTY MIDCAP SELECT					12230.1	14947.85				2-Mon							0			0	0	0								NFO								1358895	NIFTY MIDCAP
49523	FUTSTK	KOTMAH	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				13200	0	400	10	KOTAK MAHINDRA BANK LTD					1961	2396.6				3-Mon							0			0	0	0								NFO								217880	KOTAKBANK
49525	FUTSTK	KPITE	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				2125	0	425	10	KPIT TECHNOLOGIES LIMITED					1070.2	1308				3-Mon							0			0	0	0								NFO								118800	KPITTECH
49543	FUTIDX	NIFTY	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				1019775	0	75	10	NIFTY 50					23596.3	28839.9				2-Mon							0			0	0	0								NFO								2621810	NIFTY 50
49544	FUTIDX	NIFNEX	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				600	0	25	20	NIFTY NEXT 50					63757.8	77925.8				2-Mon							0			0	0	0								NFO								7084180	NIFTY NEXT 50
49545	FUTSTK	IIFWEA	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				24000	0	500	10	360 ONE WAM LIMITED					1019.3	1245.7				2-Mon							0			0	0	0								NFO								113250	360ONE
49548	FUTSTK	ABB	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				71875	0	125	50	ABB INDIA LIMITED					4787.5	5850.5				2-Mon							0			0	0	0								NFO								531900	ABB
49549	FUTSTK	LAULAB	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				21250	0	850	5	LAURUS LABS LIMITED					886.8	1083.8				3-Mon							0			0	0	0								NFO								98530	LAURUSLABS
49554	FUTSTK	LICHF	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				117000	0	1000	5	LIC HOUSING FINANCE LIMITED					522.15	638.15				3-Mon							0			0	0	0								NFO								58015	LICHSGFIN
49557	FUTSTK	ADICAP	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				1057100	0	3100	5	ADITYA BIRLA CAPITAL LIMITED					298.05	364.25				2-Mon							0			0	0	0								NFO								33115	ABCAPITAL
49562	FUTSTK	ADATRA	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				136350	0	675	5	ADANI ENERGY SOLUTIONS LIMITED					881.95	1077.85				2-Mon							0			0	0	0								NFO								97990	ADANIENSOL
49563	FUTSTK	ADAENT	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				156300	0	300	10	ADANI ENTERPRISES LIMITED					2297	2807.4				2-Mon							0			0	0	0								NFO								255220	ADANIENT
49566	FUTSTK	ADAGRE	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				391800	0	600	10	ADANI GREEN ENERGY LTD					1037	1267.4				2-Mon							0			0	0	0								NFO								115220	ADANIGREEN
49569	FUTSTK	ADAPOR	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				507300	0	475	10	ADANI PORT AND SPECIAL ECONO					1325.8	1620.4				2-Mon							0			0	0	0								NFO								147310	ADANIPORTS
49571	FUTSTK	ALKLAB	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				5875	0	125	50	ALKEM LABORATORIES LIMITED					5022.5	6138.5				2-Mon							0			0	0	0								NFO								558050	ALKEM
49577	FUTSTK	AMBEN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				38500	0	100	50	AMBER ENTERPRISES INDIA LTD					7104.5	8682.5				2-Mon							0			0	0	0								NFO								789350	AMBER
49580	FUTSTK	AMBCE	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				526050	0	1050	5	AMBUJA CEMENTS LTD					517.55	632.55				2-Mon							0			0	0	0								NFO								57505	AMBUJACEM
49581	FUTSTK	ANGBRO	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				138750	0	250	10	ANGEL ONE LIMITED					2258.1	2759.7				2-Mon							0			0	0	0								NFO								250890	ANGELONE
49583	FUTSTK	APLAPO	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				39550	0	350	10	APL APOLLO TUBES LIMITED					1623.6	1984.4				2-Mon							0			0	0	0								NFO								180400	APLAPOLLO
49584	FUTSTK	APOHOS	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				18625	0	125	50	APOLLO HOSPITALS ENTERPRISES L					7102	8680				2-Mon							0			0	0	0								NFO								789100	APOLLOHOSP
49585	FUTSTK	LIC	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				17500	0	700	5	LIFE INSURANCE CORP OF IND LIC					823.5	1006.5				3-Mon							0			0	0	0								NFO								91500	LICI
49586	FUTSTK	MACDEV	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				4050	0	450	10	LODHA DEVELOPERS LIMITED					1070.1	1307.9				3-Mon							0			0	0	0								NFO								118790	LODHA
49587	FUTSTK	LARTOU	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				21350	0	175	10	LARSEN AND TOUBRO LIMITED					3646.8	4457				3-Mon							0			0	0	0								NFO								405190	LT
49588	FUTSTK	ASHLEY	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				3885000	0	5000	1	ASHOK LEYLAND LTD					123	150.34				2-Mon							0			0	0	0								NFO								13667	ASHOKLEY
49589	FUTSTK	ASIPAI	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				185750	0	250	10	ASIAN PAINTS INDIA LTD					2296.6	2806.8				2-Mon							0			0	0	0								NFO								255170	ASIANPAINT
49590	FUTSTK	ASTPOL	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				140675	0	425	10	ASTRAL LIMITED					1323.9	1617.9				2-Mon							0			0	0	0								NFO								147090	ASTRAL
49591	FUTSTK	AUSMA	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				244000	0	1000	5	AU SMALL FINANCE BANK LTD					797	974.1				2-Mon							0			0	0	0								NFO								88555	AUBANK
49592	FUTSTK	LTFINA	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				4500	0	2250	1	L&T FINANCE LIMITED					244.71	299.09				3-Mon							0			0	0	0								NFO								27168	LTF
49597	FUTSTK	AURPHA	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				138050	0	550	10	AUROBINDO PHARMA LTD					1004.3	1227.3				2-Mon							0			0	0	0								NFO								111580	AUROPHARMA
49598	FUTSTK	AXIBAN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				1360625	0	625	10	AXIS BANK LIMITED					1129	1379.8				2-Mon							0			0	0	0								NFO								125440	AXISBANK
49599	FUTSTK	LTINFO	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				1350	0	150	50	LTIMINDTREE LIMITED					5193.5	6347.5				3-Mon							0			0	0	0								NFO								577050	LTIM
49600	FUTSTK	LUPIN	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				3400	0	425	10	LUPIN LIMITED					1782	2178				3-Mon							0			0	0	0								NFO								198000	LUPIN
49601	FUTSTK	MAHMAH	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				11800	0	200	10	MAHINDRA & MAHINDRA LIMITED					3211.6	3925.2				3-Mon							0			0	0	0								NFO								356840	M&M
49602	FUTSTK	BAAUTO	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				49725	0	75	50	BAJAJ AUTO LIMITED					8080	9875				2-Mon							0			0	0	0								NFO								897750	BAJAJ-AUTO
49603	FUTSTK	MANAFI	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				24000	0	3000	5	MANAPPURAM FINANCE LIMITED					251.75	307.65				3-Mon							0			0	0	0								NFO								27970	MANAPPURAM
49604	FUTSTK	MAPHA	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				2025	0	225	10	MANKIND PHARMA LIMITED					2232.8	2728.8				3-Mon							0			0	0	0								NFO								248080	MANKIND
49606	FUTSTK	MARLIM	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				1200	0	1200	5	MARICO LIMITED					659.15	805.55				3-Mon							0			0	0	0								NFO								73170	MARICO
49607	FUTSTK	MARUTI	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				1950	0	50	100	MARUTI SUZUKI INDIA LTD					14853	18153				3-Mon							0			0	0	0								NFO								1650300	MARUTI
49608	FUTSTK	MAXHEA	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				8925	0	525	10	MAX HEALTHCARE INSTITUTE LTD					1081.3	1321.5				3-Mon							0			0	0	0								NFO								120140	MAXHEALTH
49609	FUTSTK	MAZDOC	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				4800	0	200	10	MAZAGON DOCK SHIPBUILDERS LTD					2515.8	3074.8				3-Mon							0			0	0	0								NFO								279530	MAZDOCK
49611	FUTSTK	BAFINS	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				139750	0	250	10	BAJAJ FINSERV LIMITED					1927.8	2356.2				2-Mon							0			0	0	0								NFO								214200	BAJAJFINSV
49612	FUTSTK	BAJFI	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				572250	0	750	5	BAJAJ FINANCE LIMITED					959.5	1172.7				2-Mon							0			0	0	0								NFO								106610	BAJFINANCE
49613	FUTSTK	BANBAN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				3607200	0	3600	1	BANDHAN BANK LIMITED					154.77	189.17				2-Mon							0			0	0	0								NFO								17197	BANDHANBNK
49614	FUTSTK	MCX	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				1875	0	125	50	MULTI COMMODITY EXCHANGE					8327	10177				3-Mon							0			0	0	0								NFO								925200	MCX
49616	FUTSTK	BANBAR	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				1055925	0	2925	5	BANK OF BARODA					248.65	303.85				2-Mon							0			0	0	0								NFO								27625	BANKBARODA
49621	FUTSTK	BANIND	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				1294800	0	5200	1	BANK OF INDIA					126.63	154.77				2-Mon							0			0	0	0								NFO								14070	BANKINDIA
49624	FUTSTK	BHADYN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				166725	0	325	10	BHARAT DYNAMICS LIMITED					1378	1684.2				2-Mon							0			0	0	0								NFO								153110	BDL
49625	FUTSTK	BHAELE	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				4577100	0	1425	5	BHARAT ELECTRONICS LTD					373.1	456				2-Mon							0			0	0	0								NFO								41455	BEL
49626	FUTSTK	BHAFOR	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				233500	0	500	10	BHARAT FORGE LIMITED					1175.3	1436.3				2-Mon							0			0	0	0								NFO								130580	BHARATFORG
49627	FUTSTK	MAXFIN	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				800	0	400	10	MAX FINANCIAL SERVICES LIMITED					1421.6	1737.4				3-Mon							0			0	0	0								NFO								157820	MFSL
49629	FUTSTK	BHAAIR	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				3215750	0	475	10	BHARTI AIRTEL LTD					1882.5	2300.7				2-Mon							0			0	0	0								NFO								209160	BHARTIARTL
49630	FUTSTK	MOTSUM	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				116850	0	6150	1	SAMVARDHANA MOTHERSON INT LTD					97.63	119.33				3-Mon							0			0	0	0								NFO								10841	MOTHERSON
49633	FUTSTK	BHEL	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				1876875	0	2625	1	BHARAT HEAVY ELECTRICALS LTD					237.61	290.41				2-Mon							0			0	0	0								NFO								26401	BHEL
49634	FUTSTK	BIOCON	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				575000	0	2500	5	BIOCON LIMITED					343.7	420				2-Mon							0			0	0	0								NFO								38185	BIOCON
49635	FUTSTK	MPHLIM	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				275	0	275	10	MPHASIS LIMITED					2643.4	3230.8				3-Mon							0			0	0	0								NFO								293460	MPHASIS
49636	FUTSTK	MUTFIN	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				1650	0	275	10	MUTHOOT FINANCE LIMITED					2915.3	3563.1				3-Mon							0			0	0	0								NFO								323650	MUTHOOTFIN
49638	FUTSTK	BLUSTA	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				16575	0	325	10	BLUE STAR LTD					1778.4	2173.6				2-Mon							0			0	0	0								NFO								197600	BLUESTARCO
49330	FUTSTK	CDSL	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				23275	0	475	10	CENTRAL DEPOSITORY SER IND LTD					1472.4	1799.4				3-Mon							0			0	0	0								NFO								163590	CDSL
49331	FUTSTK	CROGRE	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				30600	0	850	5	CG POWER AND IND SOLUTIONS LTD					672.05	821.35				3-Mon							0			0	0	0								NFO								74670	CGPOWER
49332	FUTSTK	CHOINV	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				15625	0	625	10	CHOLAMANDALAM INVESTMENT AND F					1466.1	1791.7				3-Mon							0			0	0	0								NFO								162890	CHOLAFIN
49335	FUTSTK	CIPLA	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				8250	0	375	10	CIPLA LIMITED					1408.7	1721.7				3-Mon							0			0	0	0								NFO								156520	CIPLA
49336	FUTSTK	COALIN	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				183600	0	1350	5	COAL INDIA LIMITED					354.6	433.35				3-Mon							0			0	0	0								NFO								39395	COALINDIA
49342	FUTSTK	NIITEC	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				8250	0	375	10	COFORGE LIMITED					1648.3	2014.5				3-Mon							0			0	0	0								NFO								183140	COFORGE
49343	FUTSTK	COLPAL	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				2475	0	225	10	COLGATE-PALMOLIVE (INDIA) LTD					2060.2	2518				3-Mon							0			0	0	0								NFO								228710	COLPAL
49349	FUTSTK	CONCOR	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				38750	0	1250	5	CONTAINER CORPORATION OF INDIA					501.9	613.4				3-Mon							0			0	0	0								NFO								55765	CONCOR
49350	FUTSTK	CROGR	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				131400	0	1800	5	CROMPTON GREAVES CONS ELEC LTD					262.85	321.25				3-Mon							0			0	0	0								NFO								29205	CROMPTON
49351	FUTSTK	CUMIND	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				600	0	200	10	CUMMINS INDIA LTD					4005	4894.8				3-Mon							0			0	0	0								NFO								444620	CUMMINSIND
49352	FUTSTK	DABIND	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				22500	0	1250	5	DABUR INDIA LTD					458.2	560				3-Mon							0			0	0	0								NFO								50865	DABUR
49353	FUTSTK	ODICEM	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				975	0	325	10	DALMIA BHARAT LIMITED					1917.6	2343.6				3-Mon							0			0	0	0								NFO								212870	DALBHARAT
49354	FUTSTK	DELLIM	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				35275	0	2075	5	DELHIVERY LIMITED					433.8	530.2				3-Mon							0			0	0	0								NFO								48200	DELHIVERY
49363	FUTSTK	DIVLAB	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				1800	0	100	50	DIVIS LABORATORIES LIMITED					6079.5	7430.5				3-Mon							0			0	0	0								NFO								674900	DIVISLAB
49364	FUTSTK	DIXTEC	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				1800	0	50	100	DIXON TECHNOLOGIES INDIA LTD					14320	17502				3-Mon							0			0	0	0								NFO								1591100	DIXON
49370	FUTSTK	DLFLIM	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				27225	0	825	5	DLF LIMITED					713.3	871.8				3-Mon							0			0	0	0								NFO								79255	DLF
49372	FUTSTK	AVESUP	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				4500	0	150	10	AVENUE SUPERMARTS LTD DMART					3744	4576				3-Mon							0			0	0	0								NFO								416000	DMART
49374	FUTSTK	DRREDD	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				141250	0	625	10	DR REDDYS LABORATORIES LTD					1083.8	1324.6				3-Mon							0			0	0	0								NFO								120420	DRREDDY
49375	FUTSTK	EICMOT	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				1600	0	100	50	EICHER MOTORS LTD					6317.5	7720.5				3-Mon							0			0	0	0								NFO								701900	EICHERMOT
49383	FUTSTK	ZOMLIM	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				128525	0	2425	5	ETERNAL LIMITED					302.4	369.55				3-Mon							0			0	0	0								NFO								33595	ETERNAL
49384	FUTSTK	EXIIND	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				45000	0	1800	5	EXIDE INDUSTRIES LTD					351.3	429.3				3-Mon							0			0	0	0								NFO								39030	EXIDEIND
49391	FUTSTK	FEDBAN	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				80000	0	5000	1	FEDERAL BANK LTD					213.53	260.99				3-Mon							0			0	0	0								NFO								23726	FEDERALBNK
