Token	InstrumentName	ShortName	Series	ExpiryDate	StrikePrice	OptionType	CALevel	PermittedToTrade	IssueCapital	WarningQty	FreezeQty	CreditRating	NormalMarketStatus	OddLotMarketStatus	SpotMarketStatus	AuctionMarketStatus	NormalMarketEligibility	OddLotMarketEligibility	SpotMarketEligibility	AuctionMarketEligibility	IssueRate	IssueStartDate	InterestPaymentDate	IssueMaturityDate	MarginPercentage	MinimumLotQty	LotSize	TickSize	CompanyName	ListingDate	ExpulsionDate	ReAdmissionDate	RecordDate	LowPriceRange	HighPriceRange	SecurityExpiryDate	NoDeliveryStartDate	NoDeliveryEndDate	MF	AON	ParticipantInMarketIndex	BookClsStartDate	BookClsEndDate	ExcerciseStartDate	ExcerciseEndDate	OldToken	AssetInstrument	AssetName	AssetToken	IntrinsicValue	ExtrinsicValue	ExcerciseStyle	EGM	AGM	Interest	Bonus	Rights	Dividends	ExAllowed	ExRejectionAllowed	PlAllowed	IsThisAsset	IsCorpAdjusted	LocalUpdateDatetime	DeleteFlag	Remarks	BasePrice	ExchangeCode
50014	FUTSTK	RELIND	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				3679000	0	500	10	RELIANCE INDUSTRIES					1356	1657.2				2-Mon							0			0	0	0								NFO								150660	RELIANCE
50015	FUTSTK	RAIVIK	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				2509375	0	1375	5	RAIL VIKAS NIGAM LIMITED					290.05	354.45				2-Mon							0			0	0	0								NFO								32225	RVNL
50016	FUTSTK	SAIL	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				6533000	0	4700	1	STEEL AUTHORITY OF INDIA LTD					124.92	152.68				2-Mon							0			0	0	0								NFO								13880	SAIL
50017	FUTSTK	SHRTRA	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				40425	0	825	5	SHRIRAM FINANCE LIMITED					673.65	823.3				3-Mon							0			0	0	0								NFO								74845	SHRIRAMFIN
50030	FUTSTK	SIEMEN	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				1225	0	175	10	SIEMENS LTD					2853.1	3487.1				3-Mon							0			0	0	0								NFO								317010	SIEMENS
50031	FUTSTK	SOLIN	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				1400	0	50	100	SOLAR INDUSTRIES INDIA LIMITED					12699	15521				3-Mon							0			0	0	0								NFO								1409700	SOLARINDS
50032	FUTSTK	SONBLW	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				3675	0	1225	5	SONA BLW PRECISION FORGINGS					441.2	539.2				3-Mon							0			0	0	0								NFO								48975	SONACOMS
50033	FUTSTK	SRF	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				1600	0	200	10	SRF LIMITED					2723.3	3328.3				3-Mon							0			0	0	0								NFO								302320	SRF
50063	FUTSTK	INDHO	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				885800	0	4300	1	SAMMAAN CAPITAL LIMITED					169.33	206.95				2-Mon							0			0	0	0								NFO								18814	SAMMAANCAP
50064	FUTSTK	SBICAR	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				912000	0	800	5	SBI CARDS AND PAYMENT SERV LTD					782.1	955.9				2-Mon							0			0	0	0								NFO								86900	SBICARD
50065	FUTSTK	SBILIF	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				120750	0	375	10	SBI LIFE INSURANCE COMPANY LTD					1785.2	2181.8				2-Mon							0			0	0	0								NFO								198350	SBILIFE
50066	FUTSTK	STABAN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				1559250	0	750	5	STATE BANK OF INDIA					851.35	1040.45				2-Mon							0			0	0	0								NFO								94590	SBIN
50068	FUTSTK	SHRCEM	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				2950	0	25	500	SHREE CEMENTS LTD					25920	31680				2-Mon							0			0	0	0								NFO								2880000	SHREECEM
50069	FUTSTK	SHRTRA	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				471075	0	825	5	SHRIRAM FINANCE LIMITED					669	817.6				2-Mon							0			0	0	0								NFO								74330	SHRIRAMFIN
50076	FUTSTK	SIEMEN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				59375	0	125	10	SIEMENS LTD					2844.8	3476.8				2-Mon							0			0	0	0								NFO								316080	SIEMENS
50077	FUTSTK	SOLIN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				16800	0	75	100	SOLAR INDUSTRIES INDIA LIMITED					12679	15495				2-Mon							0			0	0	0								NFO								1408700	SOLARINDS
50078	FUTSTK	SONBLW	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				235200	0	1050	5	SONA BLW PRECISION FORGINGS					439.65	537.35				2-Mon							0			0	0	0								NFO								48850	SONACOMS
49814	FUTSTK	ICIPRU	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				191475	0	925	5	ICICI PRUDENTIAL LIFE INS CO					546.7	668.1				2-Mon							0			0	0	0								NFO								60740	ICICIPRULI
49815	FUTSTK	PAGIND	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				330	0	15	500	PAGE INDUSTRIES LTD					36335	44405				3-Mon							0			0	0	0								NFO								4037000	PAGEIND
49817	FUTSTK	IDECEL	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				286614750	0	71475	1	VODAFONE IDEA LIMITED					7.96	9.72				2-Mon							0			0	0	0								NFO								884	IDEA
49822	FUTSTK	IDFBAN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				14821450	0	9275	1	IDFC FIRST BANK LIMITED					71.97	87.97				2-Mon							0			0	0	0								NFO								7997	IDFCFIRSTB
49825	FUTSTK	INDEN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				1777500	0	3750	1	INDIAN ENERGY EXCHANGE LIMITED					130.67	159.71				2-Mon							0			0	0	0								NFO								14519	IEX
49826	FUTSTK	IIFHOL	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				262350	0	1650	5	IIFL FINANCE LIMITED					494.15	603.95				2-Mon							0			0	0	0								NFO								54905	IIFL
49827	FUTSTK	INDHOT	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				481000	0	1000	5	INDIAN HOTELS CO LTD					682.35	833.95				2-Mon							0			0	0	0								NFO								75815	INDHOTEL
49828	FUTSTK	INDIBA	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				119000	0	1000	5	INDIAN BANK					768.35	939.05				2-Mon							0			0	0	0								NFO								85370	INDIANB
49829	FUTSTK	INTAVI	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				191100	0	150	50	INTERGLOBE AVIATION LIMITED					5209	6366				2-Mon							0			0	0	0								NFO								578750	INDIGO
49830	FUTSTK	INDBA	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				849100	0	700	5	INDUSIND BANK LIMITED					729.6	891.7				2-Mon							0			0	0	0								NFO								81065	INDUSINDBK
49831	FUTSTK	RUCSOY	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				0	0	900	5	PATANJALI FOODS LIMITED					556.85	680.55				3-Mon							0			0	0	0								NFO								61815	PATANJALI
49832	FUTSTK	ONE97	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				5075	0	725	10	ONE 97 COMMUNICATIONS PAYTM					1197	1462.8				3-Mon							0			0	0	0								NFO								132990	PAYTM
49837	FUTSTK	BHAINF	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				870400	0	1700	5	INDUS TOWERS LIMITED					335.9	410.5				2-Mon							0			0	0	0								NFO								37320	INDUSTOWER
49840	FUTSTK	INFTEC	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				2263600	0	400	10	INFOSYS LTD					1342.9	1641.3				2-Mon							0			0	0	0								NFO								149210	INFY
49849	FUTSTK	INOWIN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				1125568	0	3272	1	INOX WIND LIMITED					140.82	172.12				2-Mon							0			0	0	0								NFO								15647	INOXWIND
49850	FUTSTK	INDOIL	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				2535000	0	4875	1	INDIAN OIL CORPORATION LIMITED					148.4	181.38				2-Mon							0			0	0	0								NFO								16489	IOC
49851	FUTSTK	INDRAI	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				721875	0	875	5	INDIAN RAIL CAT AND TOUR IRCTC					660.25	806.95				2-Mon							0			0	0	0								NFO								73360	IRCTC
49852	FUTSTK	INDREN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				2987700	0	3450	1	INDIAN RENEW. ENG.DEV. AGY LTD					139.28	170.23				2-Mon							0			0	0	0								NFO								15475	IREDA
49853	FUTSTK	INDR	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				2354500	0	4250	1	INDIAN RAILWAY FIN CORP LTD					112.74	137.8				2-Mon							0			0	0	0								NFO								12527	IRFC
49858	FUTSTK	ITC	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				2188800	0	1600	5	ITC LIMITED					381.4	466.1				2-Mon							0			0	0	0								NFO								42375	ITC
49859	FUTSTK	JINSP	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				196875	0	625	10	JINDAL STEEL LIMITED					975	1191.6				2-Mon							0			0	0	0								NFO								108330	JINDALSTEL
49860	FUTSTK	JIOFIN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				5593000	0	2350	5	JIO FINANCIAL SERVICES LIMITED					282.45	345.15				2-Mon							0			0	0	0								NFO								31380	JIOFIN
49861	FUTSTK	JSWENE	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				254000	0	1000	5	JSW ENERGY LIMITED					489.9	598.7				2-Mon							0			0	0	0								NFO								54430	JSWENERGY
49862	FUTSTK	JSWSTE	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				172125	0	675	10	JSW STEEL LIMITED					1099.2	1343.4				2-Mon							0			0	0	0								NFO								122130	JSWSTEEL
49863	FUTSTK	JUBFOO	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				376250	0	1250	5	JUBILANT FOODWORKS LIMITED					557	680.7				2-Mon							0			0	0	0								NFO								61885	JUBLFOOD
49866	FUTSTK	KALJEW	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				290225	0	1175	5	KALYAN JEWELLERS INDIA LIMITED					467.35	571.15				2-Mon							0			0	0	0								NFO								51925	KALYANKJIL
49867	FUTSTK	KAYTEC	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				37300	0	100	50	KAYNES TECHNOLOGY IND LIMITED					6160.5	7529.5				2-Mon							0			0	0	0								NFO								684500	KAYNES
49870	FUTSTK	KEIIND	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				35350	0	175	10	KEI INDUSTRIES LIMITED					3723	4550.2				2-Mon							0			0	0	0								NFO								413660	KEI
49871	FUTSTK	KFITEC	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				296550	0	450	10	KFIN TECHNOLOGIES LIMITED					990.6	1210.6				2-Mon							0			0	0	0								NFO								110060	KFINTECH
49872	FUTSTK	KOTMAH	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				1096000	0	400	10	KOTAK MAHINDRA BANK LTD					1947.4	2380				2-Mon							0			0	0	0								NFO								216370	KOTAKBANK
49910	FUTSTK	KPITE	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				190800	0	400	10	KPIT TECHNOLOGIES LIMITED					1060.8	1296.4				2-Mon							0			0	0	0								NFO								117860	KPITTECH
49911	FUTSTK	LAULAB	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				600100	0	850	5	LAURUS LABS LIMITED					881.35	1077.15				2-Mon							0			0	0	0								NFO								97925	LAURUSLABS
49912	FUTSTK	LICHF	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				891000	0	1000	5	LIC HOUSING FINANCE LIMITED					518.15	633.25				2-Mon							0			0	0	0								NFO								57570	LICHSGFIN
49913	FUTSTK	LIC	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				242900	0	700	5	LIFE INSURANCE CORP OF IND LIC					818.65	1000.55				2-Mon							0			0	0	0								NFO								90960	LICI
49914	FUTSTK	MACDEV	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				132300	0	450	10	LODHA DEVELOPERS LIMITED					1068.3	1305.7				2-Mon							0			0	0	0								NFO								118700	LODHA
49915	FUTSTK	LARTOU	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				497875	0	175	10	LARSEN AND TOUBRO LIMITED					3627.5	4433.5				2-Mon							0			0	0	0								NFO								403050	LT
49916	FUTSTK	LTFINA	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				861166	0	4462	1	L&T FINANCE LIMITED					244.11	298.35				2-Mon							0			0	0	0								NFO								27123	LTF
49919	FUTSTK	LTINFO	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				23850	0	150	50	LTIMINDTREE LIMITED					5165	6312				2-Mon							0			0	0	0								NFO								573850	LTIM
49920	FUTSTK	LUPIN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				99875	0	425	10	LUPIN LIMITED					1773.2	2167.2				2-Mon							0			0	0	0								NFO								197020	LUPIN
49921	FUTSTK	MAHMAH	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				441000	0	200	10	MAHINDRA & MAHINDRA LIMITED					3190.5	3899.5				2-Mon							0			0	0	0								NFO								354500	M&M
49922	FUTSTK	MANAFI	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				492000	0	3000	5	MANAPPURAM FINANCE LIMITED					251.15	306.95				2-Mon							0			0	0	0								NFO								27905	MANAPPURAM
49923	FUTSTK	MAPHA	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				39150	0	225	10	MANKIND PHARMA LIMITED					2214.4	2706.4				2-Mon							0			0	0	0								NFO								246040	MANKIND
49924	FUTSTK	MARLIM	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				45600	0	1200	5	MARICO LIMITED					659.25	805.7				2-Mon							0			0	0	0								NFO								73245	MARICO
49927	FUTSTK	MARUTI	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				57400	0	50	100	MARUTI SUZUKI INDIA LTD					14773	18055				2-Mon							0			0	0	0								NFO								1641400	MARUTI
49928	FUTSTK	MAXHEA	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				86100	0	525	10	MAX HEALTHCARE INSTITUTE LTD					1074.3	1312.9				2-Mon							0			0	0	0								NFO								119360	MAXHEALTH
49929	FUTSTK	MAZDOC	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				138075	0	175	10	MAZAGON DOCK SHIPBUILDERS LTD					2491.3	3044.9				2-Mon							0			0	0	0								NFO								276810	MAZDOCK
49930	FUTSTK	MCX	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				55625	0	125	50	MULTI COMMODITY EXCHANGE					8279	10118				2-Mon							0			0	0	0								NFO								919850	MCX
49931	FUTSTK	MAXFIN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				39200	0	400	10	MAX FINANCIAL SERVICES LIMITED					1415.3	1729.7				2-Mon							0			0	0	0								NFO								157250	MFSL
49932	FUTSTK	MOTSUM	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				2613750	0	6150	1	SAMVARDHANA MOTHERSON INT LTD					97.22	118.82				2-Mon							0			0	0	0								NFO								10802	MOTHERSON
49933	FUTSTK	MPHLIM	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				43175	0	275	10	MPHASIS LIMITED					2637	3223				2-Mon							0			0	0	0								NFO								293000	MPHASIS
49936	FUTSTK	MUTFIN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				42625	0	275	10	MUTHOOT FINANCE LIMITED					2890.3	3532.5				2-Mon							0			0	0	0								NFO								321140	MUTHOOTFIN
49937	FUTSTK	NATALU	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				1443750	0	3750	1	NATIONAL ALUMINIUM CO LTD					214.39	262.03				2-Mon							0			0	0	0								NFO								23821	NATIONALUM
49938	FUTSTK	INFEDG	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				67875	0	375	10	INFO EDGE (INDIA) LIMITED					1254.9	1533.7				2-Mon							0			0	0	0								NFO								139430	NAUKRI
49941	FUTSTK	NBCC	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				2229500	0	6500	1	NBCC (INDIA) LIMITED					107.82	131.78				2-Mon							0			0	0	0								NFO								11980	NBCC
49942	FUTSTK	NAGCON	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				702000	0	2700	1	NCC LIMITED					194.19	237.35				2-Mon							0			0	0	0								NFO								21577	NCC
49943	FUTSTK	NESIND	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				122500	0	500	10	NESTLE INDIA LIMITED					1164.4	1423				2-Mon							0			0	0	0								NFO								129370	NESTLEIND
49944	FUTSTK	NHPC	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				1280000	0	6400	1	NHPC LIMITED					78.46	95.9				2-Mon							0			0	0	0								NFO								8718	NHPC
49945	FUTSTK	NATMIN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				7485750	0	6750	1	NMDC LIMITED					69.18	84.56				2-Mon							0			0	0	0								NFO								7687	NMDC
49946	FUTSTK	NTPC	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				1401000	0	1500	5	NTPC LIMITED					311.95	381.25				2-Mon							0			0	0	0								NFO								34660	NTPC
49948	FUTSTK	NUVWEA	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				10200	0	75	50	NUVAMA WEALTH MANAGEMENT					6435	7865				2-Mon							0			0	0	0								NFO								715000	NUVAMA
49949	FUTSTK	FSNECO	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				534375	0	3125	1	FSN ECOMMERCE VENTURES NYKAA					230.92	282.24				2-Mon							0			0	0	0								NFO								25658	NYKAA
49950	FUTSTK	OBEREA	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				41650	0	350	10	OBEROI REALTY LIMITED					1586.5	1938.9				2-Mon							0			0	0	0								NFO								176270	OBEROIRLTY
49951	FUTSTK	ORAFIN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				33150	0	75	50	ORACLE FINANCIAL SERVICES SOFT					7705	9417				2-Mon							0			0	0	0								NFO								856100	OFSS
49953	FUTSTK	OILIND	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				204400	0	1400	5	OIL INDIA LIMITED					390.9	477.7				2-Mon							0			0	0	0								NFO								43430	OIL
49639	FUTSTK	BOSLIM	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				4200	0	25	500	BOSCH LIMITED					33840	41360				2-Mon							0			0	0	0								NFO								3760000	BOSCHLTD
49644	FUTSTK	BHAPET	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				616200	0	1975	5	BHARAT PETROLEUM CORPN LTD					321.75	393.25				2-Mon							0			0	0	0								NFO								35750	BPCL
49645	FUTSTK	NATALU	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				93750	0	3750	1	NATIONAL ALUMINIUM CO LTD					217.49	265.82				3-Mon							0			0	0	0								NFO								24146	NATIONALUM
49647	FUTSTK	BRIIND	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				15375	0	125	50	BRITANNIA INDUSTRIES LTD					5337.5	6523.5				2-Mon							0			0	0	0								NFO								593050	BRITANNIA
49650	FUTSTK	BSE	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				539625	0	375	10	BSE LIMITED					2224.8	2719.2				2-Mon							0			0	0	0								NFO								247200	BSE
49651	FUTSTK	COMAGE	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				58350	0	150	10	COMPUTER AGE MANAGEMENT SERV					3586.6	4383.6				2-Mon							0			0	0	0								NFO								398510	CAMS
49652	FUTSTK	CANBAN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				5825250	0	6750	1	CANARA BANK					121.01	147.91				2-Mon							0			0	0	0								NFO								13446	CANBK
49657	FUTSTK	CDSL	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				307800	0	475	10	CENTRAL DEPOSITORY SER IND LTD					1467.9	1794.1				2-Mon							0			0	0	0								NFO								163100	CDSL
49658	FUTSTK	INFEDG	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				1875	0	375	10	INFO EDGE (INDIA) LIMITED					1264.4	1545.2				3-Mon							0			0	0	0								NFO								140360	NAUKRI
49661	FUTSTK	CROGRE	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				249900	0	850	5	CG POWER AND IND SOLUTIONS LTD					667.4	815.7				2-Mon							0			0	0	0								NFO								74155	CGPOWER
49662	FUTSTK	CHOINV	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				344375	0	625	10	CHOLAMANDALAM INVESTMENT AND F					1485.9	1815.9				2-Mon							0			0	0	0								NFO								165090	CHOLAFIN
49663	FUTSTK	CIPLA	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				217125	0	375	10	CIPLA LIMITED					1401.2	1712.4				2-Mon							0			0	0	0								NFO								155680	CIPLA
49664	FUTSTK	COALIN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				1389150	0	1350	5	COAL INDIA LIMITED					352.95	431.35				2-Mon							0			0	0	0								NFO								39215	COALINDIA
49673	FUTSTK	NIITEC	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				149250	0	375	10	COFORGE LIMITED					1641.8	2006.6				2-Mon							0			0	0	0								NFO								182420	COFORGE
49674	FUTSTK	COLPAL	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				145125	0	225	10	COLGATE-PALMOLIVE (INDIA) LTD					2025.8	2475.8				2-Mon							0			0	0	0								NFO								225080	COLPAL
49675	FUTSTK	CONCOR	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				1000000	0	1250	5	CONTAINER CORPORATION OF INDIA					498.2	608.9				2-Mon							0			0	0	0								NFO								55355	CONCOR
49676	FUTSTK	CROGR	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				1515600	0	1800	5	CROMPTON GREAVES CONS ELEC LTD					261.25	319.25				2-Mon							0			0	0	0								NFO								29025	CROMPTON
49677	FUTSTK	NBCC	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				123500	0	6500	1	NBCC (INDIA) LIMITED					108.43	132.53				3-Mon							0			0	0	0								NFO								12048	NBCC
49678	FUTSTK	NESIND	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				3000	0	500	10	NESTLE INDIA LIMITED					1170.9	1431.1				3-Mon							0			0	0	0								NFO								130100	NESTLEIND
49680	FUTSTK	CUMIND	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				28800	0	200	10	CUMMINS INDIA LTD					3972	4854.6				2-Mon							0			0	0	0								NFO								441330	CUMMINSIND
49687	FUTSTK	CYILIM	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				145350	0	425	10	CYIENT LIMITED					1072.2	1310.4				2-Mon							0			0	0	0								NFO								119130	CYIENT
49688	FUTSTK	DABIND	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				440000	0	1250	5	DABUR INDIA LTD					452.75	553.35				2-Mon							0			0	0	0								NFO								50305	DABUR
49691	FUTSTK	ODICEM	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				29250	0	325	10	DALMIA BHARAT LIMITED					1911.3	2335.9				2-Mon							0			0	0	0								NFO								212360	DALBHARAT
49692	FUTSTK	DELLIM	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				230325	0	2075	5	DELHIVERY LIMITED					431.9	527.8				2-Mon							0			0	0	0								NFO								47985	DELHIVERY
49693	FUTSTK	DIVLAB	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				33700	0	100	50	DIVIS LABORATORIES LIMITED					6048.5	7392.5				2-Mon							0			0	0	0								NFO								672050	DIVISLAB
49696	FUTSTK	DIXTEC	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				72150	0	50	100	DIXON TECHNOLOGIES INDIA LTD					14231	17393				2-Mon							0			0	0	0								NFO								1581200	DIXON
49699	FUTSTK	DLFLIM	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				447975	0	825	5	DLF LIMITED					708.15	865.45				2-Mon							0			0	0	0								NFO								78680	DLF
49700	FUTSTK	AVESUP	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				112800	0	150	10	AVENUE SUPERMARTS LTD DMART					3750.6	4584				2-Mon							0			0	0	0								NFO								416730	DMART
49701	FUTSTK	NHPC	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				76800	0	6400	1	NHPC LIMITED					78.7	96.18				3-Mon							0			0	0	0								NFO								8737	NHPC
49704	FUTSTK	NATMIN	FUTURE	01/27/26	0	XX	0	0	0	0	0		0	0	0	0					0				216000	0	6750	1	NMDC LIMITED					69.33	84.73				3-Mon							0			0	0	0								NFO								7696	NMDC
49707	FUTSTK	DRREDD	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				549375	0	625	10	DR REDDYS LABORATORIES LTD					1081.7	1321.9				2-Mon							0			0	0	0								NFO								120180	DRREDDY
49711	FUTSTK	EICMOT	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				32900	0	175	50	EICHER MOTORS LTD					6277	7671				2-Mon							0			0	0	0								NFO								697400	EICHERMOT
49712	FUTSTK	ZOMLIM	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				2053975	0	2425	5	ETERNAL LIMITED					300.15	366.85				2-Mon							0			0	0	0								NFO								33350	ETERNAL
49713	FUTSTK	EXIIND	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				1112400	0	1800	5	EXIDE INDUSTRIES LTD					348.75	426.2				2-Mon							0			0	0	0								NFO								38745	EXIDEIND
49714	FUTSTK	FEDBAN	FUTURE	12/30/25	0	XX	0	0	0	0	0		0	0	0	0					0				1765000	0	5000	1	FEDERAL BANK LTD					213.07	260.41				2-Mon							0			0	0	0								NFO								23674	FEDERALBNK
