Symbol,exchange_timestamp,last_price,volume_traded,last_traded_quantity,open_interest,change_in_oi,bid_price_1,bid_qty_1,bid_price_2,bid_qty_2,bid_price_3,bid_qty_3,bid_price_4,bid_qty_4,bid_price_5,bid_qty_5,ask_price_1,ask_qty_1,ask_price_2,ask_qty_2,ask_price_3,ask_qty_3,ask_price_4,ask_qty_4,ask_price_5,ask_qty_5,total_buy_qty,total_sell_qty
MCX,2025-11-17 12:11:27.661136,9759.5,352000,125,2620250,0,9759.5,250,9767.5,125,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,64250,68250
TRENT,2025-11-17 12:11:27.971861,4406.6,298800,100,8175000,0,4406.6,400,4407.9,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47300,124400
TCS,2025-11-17 12:11:28.030296,3113.6,715400,175,24388700,0,3112.8,175,3113.8,525,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,126000,206850
RELIND,2025-11-17 12:11:28.716191,1518.6,3428500,1000,100680500,0,1518.6,1500,1518.9,500,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,346000,854000
TRENT,2025-11-17 12:11:28.718363,4406.6,298800,100,8175000,0,4406.6,400,4407.9,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47300,124400
TRENT,2025-11-17 12:11:28.721059,4406.6,299300,100,8175000,0,4406.6,100,4407.5,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46100,124600
RELIND,2025-11-17 12:11:28.723505,1518.6,3430000,1000,100680500,0,1518.3,1000,1518.8,5000,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,338500,866500
MCX,2025-11-17 12:11:28.891589,9759.5,352000,125,2620250,0,9759.0,125,9765.5,125,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,64250,69000
TCS,2025-11-17 12:11:29.257520,3113.6,715400,175,24388700,0,3112.8,175,3113.5,525,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,125825,208075
RELIND,2025-11-17 12:11:29.915067,1518.6,3430000,1000,100680500,0,1518.1,500,1518.7,2500,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,334500,867000
TRENT,2025-11-17 12:11:29.916482,4406.6,299400,100,8175000,0,4406.6,100,4407.5,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46100,124500
TRENT,2025-11-17 12:11:29.976818,4406.6,299400,100,8175000,0,4406.6,100,4407.5,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46100,124500
MCX,2025-11-17 12:11:30.426875,9759.5,352000,125,2620250,0,9759.0,125,9765.5,375,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,64000,69250
TCS,2025-11-17 12:11:30.631009,3113.6,715400,175,24388700,0,3112.8,175,3113.6,700,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,125825,208600
RELIND,2025-11-17 12:11:31.187688,1518.6,3430000,1000,100680500,0,1518.1,1000,1518.7,3000,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,337000,867000
TRENT,2025-11-17 12:11:31.189313,4406.6,299400,100,8175000,0,4406.6,300,4407.9,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46800,124300
MCX,2025-11-17 12:11:31.445512,9759.5,352000,125,2620250,0,9759.0,125,9764.0,375,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,63875,69750
TCS,2025-11-17 12:11:31.861419,3113.6,715400,175,24388700,0,3112.8,175,3113.6,700,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,125825,208775
RELIND,2025-11-17 12:11:31.957280,1518.7,3430000,500,100680500,0,1518.1,1000,1518.7,3000,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,337000,867000
TRENT,2025-11-17 12:11:32.271556,4406.6,299400,100,8175000,0,4406.6,300,4407.9,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46800,124300
RELIND,2025-11-17 12:11:32.295370,1518.7,3430500,500,100680500,0,1518.1,1500,1518.7,1500,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,341000,865000
TRENT,2025-11-17 12:11:32.296586,4406.6,299500,100,8175000,0,4406.6,200,4407.7,300,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46500,124700
MCX,2025-11-17 12:11:32.682092,9759.5,352000,125,2620250,0,9759.0,125,9764.5,125,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,64000,69375
TCS,2025-11-17 12:11:33.035555,3113.6,715400,175,24388700,0,3112.8,175,3113.6,525,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,125300,208425
RELIND,2025-11-17 12:11:33.499728,1518.7,3430500,500,100680500,0,1518.1,1000,1518.7,3500,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,340000,867500
TRENT,2025-11-17 12:11:33.664705,4406.6,299500,100,8175000,0,4406.6,200,4407.5,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46600,124700
MCX,2025-11-17 12:11:33.846474,9759.5,352000,125,2620250,0,9759.0,125,9764.0,375,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,63875,69625
TCS,2025-11-17 12:11:34.295536,3113.6,715400,175,24388700,0,3112.8,175,3113.6,525,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,126000,208425
RELIND,2025-11-17 12:11:34.730092,1518.7,3430500,500,100680500,0,1518.1,1000,1518.7,3500,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,340500,867500
TRENT,2025-11-17 12:11:34.930529,4406.6,299500,100,8175000,0,4406.6,200,4407.6,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46700,124700
MCX,2025-11-17 12:11:35.135643,9759.5,352000,125,2620250,0,9759.0,125,9764.5,375,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,63875,69500
TCS,2025-11-17 12:11:35.432650,3113.6,715400,175,24388700,0,3112.8,175,3113.7,525,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,126175,207900
MCX,2025-11-17 12:11:36.212054,9759.5,352000,125,2620250,0,9759.0,125,9764.5,125,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,63875,69125
TRENT,2025-11-17 12:11:36.469002,4406.6,299500,100,8175000,0,4406.6,200,4407.5,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46400,124900
TCS,2025-11-17 12:11:36.672416,3113.6,715400,175,24388700,0,3112.8,175,3113.7,525,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,126175,207900
MCX,2025-11-17 12:11:37.286015,9759.5,352000,125,2620250,0,9759.0,125,9764.0,250,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,63875,70000
TRENT,2025-11-17 12:11:37.295684,4406.6,299500,100,8175000,0,4406.6,200,4407.5,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46500,124800
RELIND,2025-11-17 12:11:37.297274,1518.7,3430500,500,100680500,0,1518.3,500,1518.7,500,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,342500,862500
MCX,2025-11-17 12:11:37.699133,9759.0,352000,125,2619750,0,9759.0,125,9764.0,250,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,63875,70000
TCS,2025-11-17 12:11:37.904635,3113.6,715400,175,24388700,0,3112.8,175,3113.7,525,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,126000,207900
MCX,2025-11-17 12:11:38.464448,9759.0,352250,125,2619750,0,9755.0,500,9759.0,125,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,63000,70625
RELIND,2025-11-17 12:11:38.465989,1518.7,3430500,500,100680500,0,1518.3,500,1518.7,500,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,343000,861000
TRENT,2025-11-17 12:11:38.467638,4406.6,299500,100,8175000,0,4406.6,200,4407.5,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46500,124800
TCS,2025-11-17 12:11:39.130313,3113.6,715400,175,24388700,0,3112.8,175,3113.7,525,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,126000,207725
MCX,2025-11-17 12:11:39.649281,9759.0,352250,125,2619750,0,9755.0,500,9759.0,125,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,62875,70000
RELIND,2025-11-17 12:11:39.668299,1518.7,3430500,500,100680500,0,1518.3,1500,1518.7,500,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,343500,858000
TRENT,2025-11-17 12:11:39.669617,4406.6,299500,100,8175000,0,4406.6,200,4407.6,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46700,124700
TCS,2025-11-17 12:11:40.277043,3113.6,715400,175,24388700,0,3112.8,175,3113.6,525,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,125825,207725
MCX,2025-11-17 12:11:40.899229,9759.0,352250,125,2619750,0,9755.5,125,9759.0,125,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,62875,69375
RELIND,2025-11-17 12:11:40.925915,1518.7,3430500,500,100680500,0,1518.3,1500,1518.7,500,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,344000,857500
TRENT,2025-11-17 12:11:41.178220,4406.6,299500,100,8175000,0,4406.6,200,4407.5,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47000,124900
TCS,2025-11-17 12:11:41.465408,3113.6,715400,175,24388700,0,3112.8,175,3113.6,525,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,126175,207375
MCX,2025-11-17 12:11:42.215861,9759.0,352250,125,2619750,0,9755.5,375,9759.0,125,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,63125,69750
RELIND,2025-11-17 12:11:42.284090,1518.7,3430500,500,100680500,0,1518.4,1000,1518.7,500,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,346000,856000
TRENT,2025-11-17 12:11:42.285356,4406.6,299500,100,8175000,0,4406.6,200,4407.9,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46800,124400
TCS,2025-11-17 12:11:42.665759,3113.6,715400,175,24388700,0,3112.8,175,3113.6,525,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,126175,207375
MCX,2025-11-17 12:11:43.265459,9759.0,352250,125,2619750,0,9755.5,375,9759.0,125,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,63250,69750
RELIND,2025-11-17 12:11:43.536241,1518.7,3430500,500,100680500,0,1518.4,1000,1518.7,1000,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,342500,857500
TRENT,2025-11-17 12:11:43.537659,4406.6,299600,100,8175000,0,4406.6,100,4407.9,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46800,124400
TRENT,2025-11-17 12:11:43.596248,4406.6,299600,100,8175000,0,4406.6,100,4407.9,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46800,124400
TCS,2025-11-17 12:11:43.954226,3113.6,715400,175,24388700,0,3112.8,175,3113.6,525,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,125125,207550
RELIND,2025-11-17 12:11:44.354999,1518.4,3430500,500,100680500,0,1518.4,1000,1518.7,1000,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,342500,857500
MCX,2025-11-17 12:11:44.448176,9759.0,352250,125,2619750,0,9755.5,250,9759.0,125,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,63250,69750
RELIND,2025-11-17 12:11:44.764857,1518.4,3431000,500,100680500,0,1518.2,2500,1518.7,500,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,342500,859000
TRENT,2025-11-17 12:11:44.766127,4406.6,299600,100,8175000,0,4406.6,100,4407.7,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46900,124600
TCS,2025-11-17 12:11:45.173836,3113.6,715400,175,24388700,0,3112.8,175,3113.6,875,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,126000,208250
MCX,2025-11-17 12:11:45.700463,9759.0,352250,125,2619750,0,9755.5,250,9759.0,125,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,63250,69875
RELIND,2025-11-17 12:11:45.922567,1518.4,3431000,500,100680500,0,1518.3,1500,1518.7,500,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,345500,856000
TRENT,2025-11-17 12:11:45.923831,4406.6,299600,100,8175000,0,4406.6,100,4407.7,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46600,124600
TCS,2025-11-17 12:11:46.292990,3113.6,715400,175,24388700,0,3112.8,175,3113.5,525,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,125825,208775
MCX,2025-11-17 12:11:46.664733,9759.0,352250,125,2619750,0,9755.5,250,9759.0,125,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,63000,70125
RELIND,2025-11-17 12:11:47.198974,1518.4,3431000,500,100680500,0,1518.4,500,1518.7,500,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,345000,856000
TRENT,2025-11-17 12:11:47.316760,4406.6,299600,100,8175000,0,4406.6,200,4407.4,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46600,124500
TCS,2025-11-17 12:11:47.465256,3113.6,715400,175,24388700,0,3112.8,175,3113.5,525,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,125825,208775
MCX,2025-11-17 12:11:47.699655,9759.0,352250,125,2619750,0,9755.5,250,9759.0,125,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,63000,70250
TRENT,2025-11-17 12:11:47.975877,4407.4,299600,100,8175000,0,4406.6,200,4407.4,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46600,124500
RELIND,2025-11-17 12:11:48.306775,1518.4,3431000,500,100680500,0,1518.3,1000,1518.7,500,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,344000,855500
TRENT,2025-11-17 12:11:48.545857,4407.4,299700,100,8175000,0,4406.6,200,4407.9,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47200,124200
TCS,2025-11-17 12:11:48.652971,3113.6,715400,175,24388700,0,3112.8,175,3113.5,525,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,126000,208950
MCX,2025-11-17 12:11:48.909399,9759.0,352250,125,2619750,0,9755.5,250,9759.0,125,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,63000,70375
TRENT,2025-11-17 12:11:49.725658,4407.4,299700,100,8175000,0,4406.6,200,4407.9,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47100,124200
RELIND,2025-11-17 12:11:49.726975,1518.4,3431000,500,100680500,0,1518.3,1000,1518.7,500,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,344000,856000
TCS,2025-11-17 12:11:49.882764,3113.6,715400,175,24388700,0,3112.8,175,3113.5,525,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,125650,208950
MCX,2025-11-17 12:11:49.925261,9759.0,352250,125,2619750,0,9755.5,250,9759.0,125,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,63000,70375
TRENT,2025-11-17 12:11:50.765035,4407.9,299700,100,8175000,0,4406.6,200,4407.9,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47100,124200
TRENT,2025-11-17 12:11:50.916410,4407.9,299800,100,8175000,0,4406.7,100,4408.0,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47100,123600
RELIND,2025-11-17 12:11:50.945889,1518.4,3431000,500,100680500,0,1518.3,1000,1518.7,500,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,344000,856000
TCS,2025-11-17 12:11:51.120346,3113.6,715400,175,24388700,0,3112.8,175,3113.5,525,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,125475,208950
MCX,2025-11-17 12:11:51.160042,9759.0,352250,125,2619750,0,9755.5,250,9759.0,125,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,63000,70375
MCX,2025-11-17 12:11:51.875064,9759.0,352250,125,2619750,0,9755.5,250,9759.0,125,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,63000,70375
TRENT,2025-11-17 12:11:51.965349,4406.7,299800,100,8175000,0,4406.7,100,4408.0,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47100,123600
MCX,2025-11-17 12:11:52.175172,9759.0,352375,125,2619750,0,9755.5,250,9760.5,125,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,62875,70500
TCS,2025-11-17 12:11:52.235324,3113.6,715400,175,24388700,0,3112.8,175,3113.5,525,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,125650,208775
RELIND,2025-11-17 12:11:52.240971,1518.4,3431000,500,100680500,0,1518.3,1000,1518.7,500,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,344000,856500
TCS,2025-11-17 12:11:53.279270,3113.6,715400,175,24388700,0,3112.8,175,3113.5,525,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,126000,208425
MCX,2025-11-17 12:11:53.281058,9759.0,352375,125,2619750,0,9755.5,250,9759.5,125,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,62625,71125
RELIND,2025-11-17 12:11:53.315342,1518.4,3431000,500,100680500,0,1518.3,500,1518.7,500,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,344000,856500
TRENT,2025-11-17 12:11:53.316585,4406.7,299900,100,8175000,0,4406.6,100,4408.0,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47100,123900
TCS,2025-11-17 12:11:54.485955,3113.6,715400,175,24388700,0,3112.8,175,3113.6,875,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,125650,208250
MCX,2025-11-17 12:11:54.487556,9759.0,352375,125,2619750,0,9755.5,250,9759.5,375,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,62750,70875
RELIND,2025-11-17 12:11:54.515984,1518.4,3431000,500,100680500,0,1518.3,500,1518.7,500,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,344000,856000
TRENT,2025-11-17 12:11:54.517326,4406.7,299900,100,8175000,0,4406.6,100,4408.0,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46400,124200
MCX,2025-11-17 12:11:54.663793,9755.0,352375,125,2619750,0,9755.5,250,9759.5,375,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,62750,70875
MCX,2025-11-17 12:11:55.086294,9756.5,352375,125,2619750,0,9755.5,250,9759.5,375,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,62750,70875
MCX,2025-11-17 12:11:55.505880,9756.5,353125,125,2619750,0,9751.0,250,9758.0,250,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,62250,71500
TCS,2025-11-17 12:11:55.685863,3113.6,715400,175,24388700,0,3112.8,175,3113.6,700,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,125825,207900
RELIND,2025-11-17 12:11:55.715725,1518.4,3431000,500,100680500,0,1518.3,1000,1518.7,500,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,342500,855500
TRENT,2025-11-17 12:11:55.716921,4406.7,299900,100,8175000,0,4406.6,100,4408.0,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46900,124000
MCX,2025-11-17 12:11:56.465915,9758.0,353125,125,2619750,0,9751.0,250,9758.0,250,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,62250,71500
MCX,2025-11-17 12:11:56.678539,9758.0,353250,125,2619750,0,9752.0,125,9760.0,250,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,62500,69750
TCS,2025-11-17 12:11:56.944783,3113.6,715400,175,24388700,0,3112.8,175,3113.6,700,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,126350,207725
TRENT,2025-11-17 12:11:56.946386,4406.7,299900,100,8175000,0,4406.7,100,4408.0,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47000,123900
RELIND,2025-11-17 12:11:56.947773,1518.4,3431000,500,100680500,0,1518.3,1000,1518.7,500,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,343500,855000
MCX,2025-11-17 12:11:57.937080,9758.0,353250,125,2619750,0,9754.0,125,9762.5,250,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,63125,69625
TCS,2025-11-17 12:11:58.264939,3113.6,715400,175,24388700,0,3112.8,175,3113.6,700,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,126350,207725
RELIND,2025-11-17 12:11:58.273902,1518.4,3431000,500,100680500,0,1518.3,1500,1518.7,1000,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,343500,854000
TRENT,2025-11-17 12:11:58.275138,4406.7,299900,100,8175000,0,4406.6,100,4408.0,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46700,123800
MCX,2025-11-17 12:11:59.196308,9758.0,353250,125,2619750,0,9753.0,125,9762.5,125,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,63000,69500
TCS,2025-11-17 12:11:59.284905,3113.6,715400,175,24388700,0,3112.8,175,3113.6,700,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,126350,207725
TRENT,2025-11-17 12:11:59.319413,4406.7,299900,100,8175000,0,4406.6,100,4408.0,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46900,123900
RELIND,2025-11-17 12:11:59.320638,1518.4,3431000,500,100680500,0,1518.3,2500,1518.7,1000,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,344000,856500
MCX,2025-11-17 12:12:00.321442,9758.0,353250,125,2619750,0,9751.5,125,9761.5,250,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,62875,69750
TCS,2025-11-17 12:12:00.488710,3113.6,715400,175,24388700,0,3112.8,175,3113.6,700,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,126350,208075
TRENT,2025-11-17 12:12:00.531480,4406.7,299900,100,8175000,0,4406.6,100,4407.7,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46900,124200
RELIND,2025-11-17 12:12:00.532644,1518.4,3431000,500,100680500,0,1518.3,2000,1518.7,1000,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,343000,857500
MCX,2025-11-17 12:12:01.282036,9758.0,353250,125,2619750,0,9752.5,125,9761.5,500,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,62875,70000
TRENT,2025-11-17 12:12:01.624896,4407.7,299900,100,8175000,0,4406.6,100,4407.7,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46900,124200
TCS,2025-11-17 12:12:01.680167,3113.6,715400,175,24388700,0,3112.8,175,3113.6,700,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,126175,208075
TRENT,2025-11-17 12:12:01.721656,4407.7,300000,100,8175000,0,4406.2,100,4407.7,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46700,123800
RELIND,2025-11-17 12:12:01.722806,1518.4,3431000,500,100680500,0,1518.3,1500,1518.7,1000,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,343500,858500
MCX,2025-11-17 12:12:02.496706,9758.0,353250,125,2619750,0,9751.5,125,9760.5,250,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,62625,69750
