INSTRUMENT,SYMBOL    ,EXP_DATE  ,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_VAL           ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      
FUTSTK    ,TCS       ,30/12/2025,00003115.10,00003135.60,00003102.00,00003128.80,000000002822050,     1432302602.50,           459900,             2628,             2256
FUTSTK    ,TCS       ,27/01/2026,00003125.10,00003145.50,00003109.40,00003141.00,000000000345800,      275583700.00,            88200,              504,              402
FUTIDX    ,NIFTYNXT50,25/11/2025,00069970.00,00070330.00,00069592.60,00069935.20,000000000019500,      583882330.00,             8350,              334,              273
FUTIDX    ,NIFTYNXT50,30/12/2025,00070558.20,00070769.40,00070174.80,00070424.80,000000000002325,       79186815.00,             1125,              045,              043
FUTSTK    ,ABB       ,25/11/2025,00004945.00,00004960.00,00004906.00,00004955.00,000000002960500,     1646429250.00,           333500,             2668,             2190
FUTSTK    ,ABB       ,30/12/2025,00004931.50,00004960.00,00004910.00,00004954.00,000000000436625,      526189000.00,           106625,              853,              658
FUTSTK    ,ABB       ,27/01/2026,00004956.50,00004979.50,00004936.00,00004970.50,000000000043500,       30345500.00,             6125,              049,              047
FUTSTK    ,ANGELONE  ,25/11/2025,00002729.80,00002764.00,00002715.80,00002752.60,000000002765750,     2180973900.00,           794750,             3179,             2799
FUTSTK    ,ANGELONE  ,30/12/2025,00002709.60,00002752.20,00002708.30,00002741.60,000000000335250,      353924525.00,           129500,              518,              444
FUTSTK    ,ANGELONE  ,27/01/2026,00002721.00,00002742.80,00002710.00,00002736.10,000000000035250,       59297850.00,            21750,              087,              076
FUTSTK    ,BAJAJ-AUTO,25/11/2025,00008812.00,00008860.00,00008780.00,00008832.00,000000003282000,     4224142950.00,           479400,             6392,             5487
FUTSTK    ,BAJAJ-AUTO,30/12/2025,00008851.00,00008897.00,00008805.00,00008852.50,000000000210150,      922594350.00,           104400,             1392,             1063
FUTSTK    ,BAJAJ-AUTO,27/01/2026,00008891.50,00008924.00,00008842.00,00008891.50,000000000016800,       71232750.00,             8025,              107,              107
FUTSTK    ,BOSCHLTD  ,25/11/2025,00037275.00,00037350.00,00036730.00,00037005.00,000000000232000,     1250500500.00,            33850,             1354,             1292
FUTSTK    ,BOSCHLTD  ,30/12/2025,00037355.00,00037555.00,00037000.00,00037245.00,000000000007025,      133875500.00,             3600,              144,              140
FUTSTK    ,BOSCHLTD  ,27/01/2026,00037620.00,00037620.00,00037250.00,00037405.00,000000000000800,       12156375.00,              325,              013,              013
FUTSTK    ,BSE       ,25/11/2025,00002740.00,00002840.00,00002740.00,00002834.20,000000011344500,     8668184812.50,          3079875,             8213,             7112
FUTSTK    ,BSE       ,30/12/2025,00002780.00,00002856.90,00002780.00,00002851.30,000000001030875,     1317678600.00,           465375,             1241,             1149
FUTSTK    ,BSE       ,27/01/2026,00002812.30,00002871.00,00002812.30,00002866.10,000000000098625,      172235587.50,            60375,              161,              149
FUTSTK    ,MARUTI    ,25/11/2025,00015750.00,00015775.00,00015618.00,00015700.00,000000002508450,     4200834900.00,           267900,             5358,             4555
FUTSTK    ,MARUTI    ,30/12/2025,00015823.00,00015876.00,00015727.00,00015802.00,000000000171300,      379595450.00,            24050,              481,              426
FUTSTK    ,MARUTI    ,27/01/2026,00015860.00,00015960.00,00015833.00,00015900.00,000000000011700,       28568400.00,             1800,              036,              035
FUTSTK    ,RELIANCE  ,25/11/2025,00001509.20,00001521.80,00001509.10,00001520.10,000000101679000,    12526286900.00,          8252500,            16505,            13732
FUTSTK    ,RELIANCE  ,30/12/2025,00001524.00,00001531.90,00001522.30,00001530.20,000000007572000,     1282890600.00,           840000,             1680,             1505
FUTSTK    ,RELIANCE  ,27/01/2026,00001532.50,00001540.90,00001531.80,00001539.20,000000000642500,      134425150.00,            87500,              175,              168
FUTSTK    ,TRENT     ,25/11/2025,00004354.90,00004407.50,00004340.70,00004399.90,000000008198600,     2627948700.00,           600400,             6004,             5215
FUTSTK    ,TRENT     ,30/12/2025,00004373.50,00004434.50,00004373.50,00004427.30,000000000663100,      373741330.00,            84800,              848,              726
FUTSTK    ,TRENT     ,27/01/2026,00004394.10,00004459.50,00004394.10,00004454.80,000000000092300,       48379400.00,            10900,              109,              105
FUTSTK    ,360ONE    ,25/11/2025,00001080.00,00001090.90,00001063.90,00001069.30,000000002572500,      542989300.00,           507000,             1014,              955
FUTSTK    ,360ONE    ,30/12/2025,00001089.70,00001096.00,00001071.10,00001076.50,000000000095000,      101176050.00,            94000,              188,              152
FUTSTK    ,360ONE    ,27/01/2026,00001086.80,00001086.80,00001079.00,00001083.40,000000000015000,       11376950.00,            10500,              021,              019
FUTSTK    ,GAIL      ,25/11/2025,00000183.52,00000184.58,00000182.69,00000183.79,000000079934400,     1732668966.00,          9440550,             2997,             2485
FUTSTK    ,GAIL      ,30/12/2025,00000184.68,00000185.70,00000183.85,00000185.01,000000004570650,      319210636.50,          1729350,              549,              374
FUTSTK    ,GAIL      ,27/01/2026,00000186.00,00000186.50,00000185.00,00000186.28,000000000781200,       31625401.50,           170100,              054,              054
FUTSTK    ,GLENMARK  ,25/11/2025,00001887.80,00001937.80,00001857.00,00001902.40,000000011352000,     7535990587.50,          3949125,            10531,             8005
FUTSTK    ,GLENMARK  ,30/12/2025,00001903.10,00001949.30,00001870.10,00001914.30,000000000400125,      882372712.50,           460125,             1227,             1171
FUTSTK    ,GLENMARK  ,27/01/2026,00001887.00,00001954.70,00001887.00,00001925.70,000000000028125,       39127125.00,            20250,              054,              051
FUTSTK    ,GMRAIRPORT,25/11/2025,00000097.80,00000099.45,00000094.83,00000095.99,000000223667325,     6419483588.25,         66269475,             9501,             7616
FUTSTK    ,GMRAIRPORT,30/12/2025,00000098.80,00000099.94,00000095.50,00000096.67,000000011494800,     1088728935.75,         11222775,             1609,             1451
FUTSTK    ,GMRAIRPORT,27/01/2026,00000100.00,00000100.00,00000096.15,00000097.25,000000000934650,       59177504.25,           606825,              087,              085
FUTSTK    ,GODREJCP  ,25/11/2025,00001135.80,00001154.60,00001132.30,00001151.30,000000009822500,     1439459400.00,          1259500,             2519,             2066
FUTSTK    ,GODREJCP  ,30/12/2025,00001139.50,00001159.00,00001139.00,00001156.90,000000000292500,      130088650.00,           113000,              226,              183
FUTSTK    ,GODREJCP  ,27/01/2026,00001151.30,00001163.50,00001148.00,00001162.10,000000000025500,        9828350.00,             8500,              017,              016
FUTSTK    ,GODREJPROP,25/11/2025,00002206.10,00002221.20,00002180.00,00002205.70,000000007761325,     1311348775.00,           596200,             2168,             1928
FUTSTK    ,GODREJPROP,30/12/2025,00002209.00,00002233.00,00002195.00,00002221.40,000000000212300,      286277640.00,           129250,              470,              382
FUTSTK    ,GODREJPROP,27/01/2026,00002246.90,00002246.90,00002213.60,00002235.20,000000000034650,       16532972.50,             7425,              027,              027
FUTSTK    ,GRASIM    ,25/11/2025,00002781.30,00002797.60,00002763.00,00002784.90,000000015896750,     2839903700.00,          1019750,             4079,             3437
FUTSTK    ,GRASIM    ,30/12/2025,00002794.10,00002822.50,00002782.40,00002803.20,000000000549000,      859656275.00,           306000,             1224,             1123
FUTSTK    ,GRASIM    ,27/01/2026,00002826.50,00002835.10,00002811.40,00002811.40,000000000018500,        6347025.00,             2250,              009,              009
FUTSTK    ,LAURUSLABS,25/11/2025,00000986.05,00001015.50,00000986.05,00001000.10,000000015804050,     3917884897.50,          3895550,             4583,             3465
FUTSTK    ,LAURUSLABS,30/12/2025,00001013.00,00001022.40,00001001.85,00001007.00,000000001803700,      947262312.50,           934150,             1099,              516
FUTSTK    ,LAURUSLABS,27/01/2026,00001010.00,00001026.50,00001008.00,00001012.50,000000000113900,       36315995.00,            35700,              042,              042
FUTSTK    ,LICHSGFIN ,25/11/2025,00000567.95,00000570.90,00000566.30,00000569.50,000000030522000,      739859500.00,          1301000,             1301,             1100
FUTSTK    ,LICHSGFIN ,30/12/2025,00000572.00,00000575.00,00000570.15,00000573.50,000000001399000,      175166300.00,           306000,              306,              282
FUTSTK    ,LICHSGFIN ,27/01/2026,00000576.40,00000577.00,00000574.00,00000577.00,000000000143000,       10930800.00,            19000,              019,              019
FUTSTK    ,LICI      ,25/11/2025,00000900.35,00000913.85,00000896.30,00000912.45,000000009922500,     1368681440.00,          1507800,             2154,             1824
FUTSTK    ,LICI      ,30/12/2025,00000908.00,00000919.75,00000906.20,00000918.30,000000000930300,      191108365.00,           209300,              299,              273
FUTSTK    ,LICI      ,27/01/2026,00000918.65,00000924.30,00000912.00,00000923.45,000000000095900,       19932185.00,            21700,              031,              028
FUTSTK    ,LODHA     ,25/11/2025,00001212.70,00001219.00,00001202.30,00001211.50,000000010720350,     1195197480.00,           987750,             2195,             1772
FUTSTK    ,LODHA     ,30/12/2025,00001220.60,00001227.30,00001210.30,00001219.20,000000000225450,       88212780.00,            72450,              161,              153
FUTSTK    ,LODHA     ,27/01/2026,00001221.40,00001227.00,00001220.00,00001223.40,000000000029700,        9909765.00,             8100,              018,              018
FUTSTK    ,LT        ,25/11/2025,00004015.50,00004015.50,00003975.00,00004007.40,000000012667900,     8138582235.00,          2035950,            11634,             9676
FUTSTK    ,LT        ,30/12/2025,00004028.20,00004039.80,00004003.40,00004032.60,000000001090775,      501852627.50,           124775,              713,              681
FUTSTK    ,LT        ,27/01/2026,00004052.40,00004065.60,00004028.00,00004056.10,000000000067725,       48140382.50,            11900,              068,              065
FUTSTK    ,LTF       ,25/11/2025,00000292.30,00000297.90,00000292.30,00000295.25,000000049403264,     3124555881.10,         10570478,             2369,             2155
FUTSTK    ,LTF       ,30/12/2025,00000294.10,00000299.45,00000294.10,00000297.00,000000002788750,      453448295.90,          1526004,              342,              292
FUTSTK    ,LTF       ,27/01/2026,00000299.40,00000301.00,00000297.25,00000298.70,000000000279000,       10766137.50,            36000,              016,              016
FUTSTK    ,LTIM      ,25/11/2025,00005847.00,00005861.50,00005781.00,00005831.00,000000002234100,     1366954275.00,           234600,             1564,             1400
FUTSTK    ,LTIM      ,30/12/2025,00005892.00,00005892.00,00005810.50,00005858.00,000000000036750,       78159825.00,            13350,              089,              085
FUTSTK    ,LTIM      ,27/01/2026,00005878.00,00005895.00,00005830.00,00005886.00,000000000004950,       22887750.00,             3900,              026,              025
FUTSTK    ,LUPIN     ,25/11/2025,00002066.00,00002071.70,00002038.70,00002061.80,000000010342375,     3081478692.50,          1499825,             3529,             2932
FUTSTK    ,LUPIN     ,30/12/2025,00002072.50,00002085.00,00002053.00,00002075.20,000000000284325,      265591127.50,           128350,              302,              264
FUTSTK    ,LUPIN     ,27/01/2026,00002081.00,00002094.50,00002067.00,00002089.90,000000000023375,       15035650.00,             7225,              017,              017
FUTSTK    ,SAIL      ,25/11/2025,00000144.90,00000145.00,00000141.55,00000142.08,000000175624900,      503126211.00,          3525000,              750,              681
FUTSTK    ,SAIL      ,30/12/2025,00000145.10,00000145.10,00000142.10,00000143.02,000000013296300,       18876845.00,           131600,              028,              027
FUTSTK    ,SAIL      ,27/01/2026,00000145.50,00000145.50,00000144.10,00000144.56,000000000888300,        2721300.00,            18800,              004,              004
FUTSTK    ,SAMMAANCAP,25/11/2025,00000178.84,00000180.60,00000175.08,00000176.40,000000098285100,     2031014270.00,         11476700,             2669,             2359
FUTSTK    ,SAMMAANCAP,30/12/2025,00000180.04,00000181.99,00000176.25,00000177.25,000000010896200,      946972703.00,          5336300,             1241,              916
FUTSTK    ,SAMMAANCAP,27/01/2026,00000181.68,00000181.68,00000177.62,00000178.71,000000000507400,        9232100.00,            51600,              012,              011
FUTSTK    ,SBICARD   ,25/11/2025,00000874.40,00000889.60,00000868.60,00000878.55,000000019103200,     2351299840.00,          2672000,             3340,             3059
FUTSTK    ,SBICARD   ,30/12/2025,00000866.00,00000881.15,00000865.05,00000869.20,000000002608000,      489263960.00,           561600,              702,              576
FUTSTK    ,SBICARD   ,27/01/2026,00000871.75,00000873.00,00000860.00,00000861.75,000000000577600,       18004800.00,            20800,              026,              025
FUTSTK    ,SBILIFE   ,25/11/2025,00001995.00,00002005.30,00001984.60,00002002.90,000000007445250,     1926639562.50,           966000,             2576,             2237
FUTSTK    ,SBILIFE   ,30/12/2025,00002008.10,00002017.00,00001998.40,00002015.20,000000000299250,      122623125.00,            61125,              163,              155
FUTSTK    ,SBILIFE   ,27/01/2026,00002011.70,00002027.00,00002011.10,00002027.00,000000000025125,       20445375.00,            10125,              027,              027
FUTSTK    ,SBIN      ,25/11/2025,00000955.00,00000970.00,00000955.00,00000969.00,000000070457250,    14616622575.00,         15147750,            20197,            15846
FUTSTK    ,SBIN      ,30/12/2025,00000963.70,00000976.40,00000963.55,00000974.95,000000005472750,     1542101662.50,          1587750,             2117,             1863
FUTSTK    ,SBIN      ,27/01/2026,00000970.45,00000982.50,00000970.20,00000981.40,000000000594000,      210280387.50,           215250,              287,              281
FUTSTK    ,SHREECEM  ,25/11/2025,00027105.00,00027175.00,00026700.00,00026840.00,000000000297675,      768231125.00,            28575,             1143,             1063
FUTSTK    ,SHREECEM  ,30/12/2025,00027315.00,00027315.00,00026855.00,00027015.00,000000000012100,       92711125.00,             3425,              137,              135
FUTSTK    ,SHREECEM  ,27/01/2026,00027255.00,00027255.00,00027015.00,00027155.00,000000000001500,        8811000.00,              325,              013,              013
FUTSTK    ,SHRIRAMFIN,25/11/2025,00000820.00,00000822.00,00000807.05,00000812.20,000000050283750,     5081931937.50,          6250200,             7576,             6591
FUTSTK    ,SHRIRAMFIN,30/12/2025,00000821.70,00000824.05,00000812.15,00000817.45,000000002805000,      991694550.00,          1211925,             1469,             1393
FUTSTK    ,SHRIRAMFIN,27/01/2026,00000827.45,00000827.45,00000820.50,00000822.40,000000000357225,       55617911.25,            67650,              082,              074
FUTSTK    ,SIEMENS   ,25/11/2025,00003066.90,00003113.40,00003046.60,00003096.80,000000002556625,     1606995737.50,           520375,             4163,             3731
FUTSTK    ,SIEMENS   ,30/12/2025,00003072.60,00003125.40,00003065.00,00003113.50,000000000181875,      335404812.50,           108125,              865,              717
FUTSTK    ,SIEMENS   ,27/01/2026,00003111.40,00003138.00,00003110.50,00003130.40,000000000015750,       12569515.00,             4025,              023,              022
FUTSTK    ,SONACOMS  ,25/11/2025,00000488.80,00000490.85,00000478.20,00000487.30,000000014434350,      944950230.00,          1956150,             1863,             1642
FUTSTK    ,SONACOMS  ,30/12/2025,00000492.25,00000495.00,00000481.55,00000489.95,000000000484050,      120797460.00,           247800,              236,              220
FUTSTK    ,SONACOMS  ,27/01/2026,00000485.95,00000485.95,00000484.65,00000485.60,000000000050225,        5352576.25,            11025,              009,              008
FUTSTK    ,SRF       ,25/11/2025,00002890.20,00002890.20,00002831.20,00002848.90,000000003678200,     2771815360.00,           970400,             4852,             4272
FUTSTK    ,SRF       ,30/12/2025,00002895.00,00002905.30,00002852.10,00002865.80,000000000178200,      435154780.00,           151400,              757,              670
FUTSTK    ,SRF       ,27/01/2026,00002908.10,00002913.40,00002869.10,00002888.70,000000000019600,       30631620.00,            10600,              053,              051
FUTSTK    ,SUNPHARMA ,25/11/2025,00001747.50,00001761.10,00001741.00,00001758.10,000000015965600,     3027560445.00,          1725500,             4930,             4538
FUTSTK    ,SUNPHARMA ,30/12/2025,00001754.30,00001773.00,00001753.40,00001770.30,000000000562800,      224998830.00,           127400,              364,              338
FUTSTK    ,SUNPHARMA ,27/01/2026,00001770.00,00001783.20,00001768.40,00001781.50,000000000033250,       16167445.00,             9100,              026,              025
FUTSTK    ,SUPREMEIND,25/11/2025,00003819.40,00003831.40,00003694.90,00003714.40,000000001934975,     2505998897.50,           668325,             3819,             3302
FUTSTK    ,SUPREMEIND,30/12/2025,00003851.70,00003851.70,00003720.20,00003740.50,000000000078400,      267232000.00,            70525,              403,              371
FUTSTK    ,SUPREMEIND,27/01/2026,00003853.00,00003856.50,00003755.00,00003769.30,000000000007525,       19867960.00,             5250,              030,              025
FUTSTK    ,SUZLON    ,25/11/2025,00000057.47,00000058.50,00000057.23,00000057.93,000000255432000,     1819855040.00,         31456000,             3932,             3516
FUTSTK    ,SUZLON    ,30/12/2025,00000057.24,00000058.90,00000057.24,00000058.25,000000019256000,      322869200.00,          5544000,              693,              659
FUTSTK    ,SUZLON    ,27/01/2026,00000058.16,00000059.25,00000058.00,00000058.68,000000004368100,       62908582.00,          1073975,              119,              116
FUTSTK    ,SYNGENE   ,25/11/2025,00000664.90,00000669.20,00000652.80,00000656.60,000000008934000,      618597200.00,           936000,              936,              881
FUTSTK    ,SYNGENE   ,30/12/2025,00000668.80,00000672.45,00000657.15,00000660.90,000000000303000,       89097050.00,           134000,              134,              132
FUTSTK    ,SYNGENE   ,27/01/2026,00000675.15,00000675.15,00000662.00,00000664.00,000000000065000,        8030300.00,            12000,              012,              012
FUTSTK    ,CAMS      ,25/11/2025,00003943.50,00003997.00,00003915.30,00003942.60,000000001556550,     1213401420.00,           306450,             2043,             1760
FUTSTK    ,CAMS      ,30/12/2025,00003973.80,00004019.50,00003940.50,00003968.00,000000000098850,      173224800.00,            43500,              290,              273
FUTSTK    ,CAMS      ,27/01/2026,00004016.60,00004033.50,00003967.00,00003985.00,000000000017400,       12617070.00,             3150,              021,              016
FUTSTK    ,CANBK     ,25/11/2025,00000143.90,00000146.81,00000143.55,00000146.51,000000170005500,     6644478465.00,         45596250,             6755,             5624
FUTSTK    ,CANBK     ,30/12/2025,00000144.91,00000147.75,00000144.91,00000147.39,000000013770000,     1981711777.50,         13500000,             2000,             1362
FUTSTK    ,CANBK     ,27/01/2026,00000145.42,00000148.53,00000145.42,00000148.26,000000001863000,      152486887.50,          1032750,              153,              147
FUTSTK    ,CDSL      ,25/11/2025,00001629.20,00001651.60,00001618.40,00001630.00,000000008086875,     2376955717.50,          1453500,             3060,             2831
FUTSTK    ,CDSL      ,30/12/2025,00001635.20,00001657.80,00001625.70,00001637.60,000000000898700,      580723172.50,           353875,              745,              663
FUTSTK    ,CDSL      ,27/01/2026,00001656.50,00001663.30,00001633.00,00001643.00,000000000109725,       39132922.50,            23750,              050,              047
FUTSTK    ,CGPOWER   ,25/11/2025,00000744.95,00000752.90,00000739.85,00000744.30,000000015408800,     1580543082.50,          2119050,             2493,             2257
FUTSTK    ,CGPOWER   ,30/12/2025,00000750.00,00000757.90,00000745.50,00000749.65,000000000503200,      180925517.50,           240550,              283,              226
FUTSTK    ,CGPOWER   ,27/01/2026,00000758.00,00000760.55,00000752.00,00000754.00,000000000066300,        9004347.50,            11900,              014,              014
FUTSTK    ,CHOLAFIN  ,25/11/2025,00001700.50,00001726.50,00001700.50,00001720.60,000000014471875,     2318507562.50,          1349375,             2159,             1893
FUTSTK    ,CHOLAFIN  ,30/12/2025,00001678.20,00001696.00,00001678.20,00001693.40,000000001856250,      350769687.50,           207500,              332,              178
FUTSTK    ,CHOLAFIN  ,27/01/2026,00001674.00,00001675.00,00001673.90,00001673.60,000000000066250,        4184437.50,             2500,              004,              004
FUTSTK    ,CIPLA     ,25/11/2025,00001537.90,00001538.90,00001526.40,00001533.70,000000015088500,     1643449237.50,          1072500,             2860,             2624
FUTSTK    ,CIPLA     ,30/12/2025,00001542.40,00001549.00,00001537.90,00001544.70,000000000699375,      207685800.00,           134625,              359,              337
FUTSTK    ,CIPLA     ,27/01/2026,00001548.00,00001559.10,00001548.00,00001554.30,000000000079875,       31415212.50,            20250,              054,              049
FUTSTK    ,COALINDIA ,25/11/2025,00000394.00,00000394.00,00000383.35,00000387.40,000000056893050,     1298469487.50,          3361500,             2490,             2269
FUTSTK    ,COALINDIA ,30/12/2025,00000387.20,00000390.90,00000386.50,00000389.90,000000003072600,      219106755.00,           562950,              417,              357
FUTSTK    ,COALINDIA ,27/01/2026,00000389.85,00000393.00,00000389.75,00000392.20,000000000346950,       10050412.50,            25650,              019,              017
FUTSTK    ,COFORGE   ,25/11/2025,00001810.00,00001815.10,00001759.20,00001801.20,000000012786750,     3402751162.50,          1905000,             5080,             4452
FUTSTK    ,COFORGE   ,30/12/2025,00001807.00,00001811.60,00001766.70,00001804.80,000000000467625,      659596350.00,           367500,              980,              741
FUTSTK    ,COFORGE   ,27/01/2026,00001817.50,00001818.00,00001776.80,00001815.10,000000000039000,       53496450.00,            29625,              079,              071
FUTSTK    ,COLPAL    ,25/11/2025,00002175.10,00002180.70,00002165.30,00002177.10,000000006288525,      776824155.00,           357525,             1589,             1439
FUTSTK    ,COLPAL    ,30/12/2025,00002177.50,00002192.70,00002177.50,00002189.60,000000000444375,      213282967.50,            97650,              434,              380
FUTSTK    ,COLPAL    ,27/01/2026,00002195.00,00002205.90,00002192.50,00002203.80,000000000052200,       20778210.00,             9450,              042,              039
FUTSTK    ,CONCOR    ,25/11/2025,00000522.50,00000523.10,00000515.55,00000518.15,000000030511250,     1751852562.50,          3377500,             2702,             2444
FUTSTK    ,CONCOR    ,30/12/2025,00000526.10,00000526.45,00000519.15,00000521.55,000000002830000,      490793062.50,           940000,              752,              694
FUTSTK    ,CONCOR    ,27/01/2026,00000529.40,00000529.45,00000522.40,00000524.30,000000000360000,       37432312.50,            71250,              057,              057
FUTSTK    ,CROMPTON  ,25/11/2025,00000277.45,00000280.40,00000275.00,00000277.05,000000053546400,     1142477280.00,          4125600,             2292,             1931
FUTSTK    ,CROMPTON  ,30/12/2025,00000278.35,00000282.20,00000277.00,00000278.95,000000003018600,      277636230.00,           995400,              553,              450
FUTSTK    ,CROMPTON  ,27/01/2026,00000281.85,00000283.50,00000278.70,00000280.45,000000000577800,       49515930.00,           176400,              098,              089
FUTSTK    ,CUMMINSIND,25/11/2025,00004363.00,00004368.80,00004280.00,00004303.50,000000003396400,     2388221020.00,           553000,             2765,             2553
FUTSTK    ,CUMMINSIND,30/12/2025,00004360.80,00004380.70,00004305.00,00004320.00,000000000050600,      169229780.00,            39000,              195,              182
FUTSTK    ,CUMMINSIND,27/01/2026,00004403.00,00004403.00,00004340.00,00004353.00,000000000004600,        8724560.00,             2000,              010,              010
FUTSTK    ,CYIENT    ,25/11/2025,00001148.90,00001151.20,00001126.30,00001134.50,000000004373250,      408496187.50,           359125,              845,              789
FUTSTK    ,CYIENT    ,30/12/2025,00001156.30,00001158.30,00001135.60,00001143.10,000000000259675,       79423915.00,            69275,              163,              155
FUTSTK    ,HAVELLS   ,25/11/2025,00001461.60,00001476.00,00001455.80,00001474.60,000000008435500,      751624200.00,           511500,             1023,              991
FUTSTK    ,HAVELLS   ,30/12/2025,00001471.00,00001484.00,00001469.00,00001482.70,000000000365500,      120219500.00,            81500,              163,              113
FUTSTK    ,HAVELLS   ,27/01/2026,00001480.00,00001489.20,00001480.00,00001488.60,000000000036500,        7421350.00,             5000,              010,              010
FUTSTK    ,HCLTECH   ,25/11/2025,00001599.80,00001600.40,00001575.90,00001595.40,000000015517250,     4856624360.00,          3056900,             8734,             7299
FUTSTK    ,HCLTECH   ,30/12/2025,00001606.80,00001611.00,00001586.10,00001605.40,000000000718900,      348434240.00,           217700,              622,              569
FUTSTK    ,HCLTECH   ,27/01/2026,00001602.40,00001607.00,00001585.00,00001603.40,000000000113750,       46432575.00,            29050,              083,              066
FUTSTK    ,HDFCAMC   ,25/11/2025,00005494.00,00005513.50,00005385.00,00005434.50,000000002260950,     1928156250.00,           354600,             2364,             2106
FUTSTK    ,HDFCAMC   ,30/12/2025,00005523.00,00005542.00,00005420.50,00005465.50,000000000083850,      241066725.00,            44100,              294,              274
