INSTRUMENT,SYMBOL    ,EXP_DATE  ,STR_PRICE  ,OPT_TYPE,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      ,NOTION_VAL        ,PR_VAL            
OPTSTK    ,SUZLON    ,25/11/2025,00000057.00,CE      ,00000001.50,00000002.09,00000001.35,00000001.66,000000003872000,          4352000,              544,              461,      255410880.00,        7346880.00
OPTSTK    ,SUZLON    ,25/11/2025,00000057.00,PE      ,00000001.00,00000001.08,00000000.64,00000000.70,000000007736000,          2864000,              358,              290,      165603120.00,        2355120.00
OPTSTK    ,SUZLON    ,25/11/2025,00000058.00,CE      ,00000001.10,00000001.55,00000000.92,00000001.17,000000012288000,         13120000,             1640,             1259,      776755360.00,       15795360.00
OPTSTK    ,SUZLON    ,25/11/2025,00000058.00,PE      ,00000001.52,00000001.65,00000001.06,00000001.23,000000008320000,          2616000,              327,              295,      155249680.00,        3521680.00
OPTSTK    ,SUZLON    ,25/11/2025,00000059.00,CE      ,00000000.90,00000001.14,00000000.62,00000000.82,000000010208000,          9792000,             1224,              872,      585920800.00,        8192800.00
OPTSTK    ,SUZLON    ,25/11/2025,00000059.00,PE      ,00000002.29,00000002.36,00000001.64,00000001.93,000000004536000,          1736000,              217,              192,      105927040.00,        3503040.00
OPTSTK    ,SUZLON    ,25/11/2025,00000060.00,CE      ,00000000.77,00000000.85,00000000.46,00000000.60,000000053624000,         24136000,             3017,             1851,     1463018080.00,       14858080.00
OPTSTK    ,SUZLON    ,25/11/2025,00000060.00,PE      ,00000002.90,00000003.23,00000002.35,00000002.60,000000011536000,           632000,              079,              072,       39671760.00,        1751760.00
OPTSTK    ,SUZLON    ,25/11/2025,00000061.00,CE      ,00000000.45,00000000.61,00000000.32,00000000.41,000000022424000,          9576000,             1197,              781,      588222400.00,        4086400.00
OPTSTK    ,SUZLON    ,25/11/2025,00000061.00,PE      ,00000004.00,00000004.05,00000003.44,00000003.61,000000001456000,           104000,              013,              013,        6740640.00,         396640.00
OPTSTK    ,SUZLON    ,25/11/2025,00000062.00,CE      ,00000000.34,00000000.47,00000000.26,00000000.31,000000025752000,          7152000,              894,              628,      445842480.00,        2418480.00
OPTSTK    ,SUZLON    ,25/11/2025,00000063.00,CE      ,00000000.25,00000000.36,00000000.20,00000000.24,000000013520000,          4712000,              589,              478,      298062880.00,        1206880.00
OPTSTK    ,SUZLON    ,25/11/2025,00000063.00,PE      ,00000005.05,00000005.58,00000005.05,00000005.27,000000000880000,           368000,              046,              046,       25146640.00,        1962640.00
OPTSTK    ,SUZLON    ,25/11/2025,00000064.00,CE      ,00000000.22,00000000.27,00000000.16,00000000.19,000000009112000,          4448000,              556,              372,      285558000.00,         886000.00
OPTSTK    ,SUZLON    ,25/11/2025,00000064.00,PE      ,00000006.60,00000006.60,00000006.17,00000006.17,000000000856000,            40000,              005,              005,        2810480.00,         250480.00
OPTSTK    ,SUZLON    ,25/11/2025,00000065.00,CE      ,00000000.18,00000000.22,00000000.13,00000000.16,000000019368000,          7584000,              948,              619,      494250480.00,        1290480.00
OPTSTK    ,SUZLON    ,25/11/2025,00000065.00,PE      ,00000007.20,00000007.48,00000007.08,00000007.20,000000000824000,           136000,              017,              017,        9831120.00,         991120.00
OPTSTK    ,SUZLON    ,25/11/2025,00000066.00,CE      ,00000000.14,00000000.17,00000000.11,00000000.13,000000007056000,          3904000,              488,              302,      258184720.00,         520720.00
OPTSTK    ,SUZLON    ,25/11/2025,00000068.00,CE      ,00000000.09,00000000.11,00000000.07,00000000.08,000000009000000,          4488000,              561,              263,      305577840.00,         393840.00
OPTSTK    ,SUZLON    ,25/11/2025,00000068.00,PE      ,00000010.20,00000010.20,00000010.20,00000010.20,000000000680000,             8000,              001,              001,         625600.00,          81600.00
OPTSTK    ,SUZLON    ,30/12/2025,00000050.00,CE      ,00000008.60,00000008.60,00000008.60,00000008.60,000000000016000,             8000,              001,              001,         468800.00,          68800.00
OPTSTK    ,SUZLON    ,30/12/2025,00000050.00,PE      ,00000000.26,00000000.33,00000000.26,00000000.33,000000000192000,            24000,              003,              003,        1206960.00,           6960.00
OPTSTK    ,SUZLON    ,30/12/2025,00000052.00,PE      ,00000000.49,00000000.60,00000000.49,00000000.58,000000000224000,            80000,              010,              010,        4203280.00,          43280.00
OPTSTK    ,SUZLON    ,30/12/2025,00000053.00,PE      ,00000000.61,00000000.78,00000000.61,00000000.75,000000000240000,           144000,              018,              018,        7736080.00,         104080.00
OPTSTK    ,SUZLON    ,30/12/2025,00000054.00,CE      ,00000005.13,00000005.13,00000005.13,00000005.13,000000000008000,             8000,              001,              001,         473040.00,          41040.00
OPTSTK    ,SUZLON    ,30/12/2025,00000054.00,PE      ,00000000.85,00000001.02,00000000.85,00000001.00,000000002152000,          2072000,              259,              097,      113953840.00,        2065840.00
OPTSTK    ,SUZLON    ,30/12/2025,00000055.00,CE      ,00000004.70,00000004.70,00000004.44,00000004.44,000000000280000,            24000,              003,              003,        1428880.00,         108880.00
OPTSTK    ,SUZLON    ,30/12/2025,00000055.00,PE      ,00000001.03,00000001.31,00000001.03,00000001.24,000000000824000,           472000,              059,              044,       26536800.00,         576800.00
OPTSTK    ,SUZLON    ,30/12/2025,00000056.00,CE      ,00000003.70,00000003.70,00000003.70,00000003.70,000000000080000,             8000,              001,              001,         477600.00,          29600.00
OPTSTK    ,SUZLON    ,30/12/2025,00000056.00,PE      ,00000001.35,00000001.58,00000001.35,00000001.53,000000000216000,            96000,              012,              012,        5518480.00,         142480.00
OPTSTK    ,SUZLON    ,30/12/2025,00000057.00,CE      ,00000002.94,00000003.22,00000002.94,00000003.17,000000000008000,            48000,              006,              006,        2882960.00,         146960.00
OPTSTK    ,SUZLON    ,30/12/2025,00000057.00,PE      ,00000001.77,00000002.10,00000001.73,00000001.93,000000000144000,            80000,              010,              009,        4710960.00,         150960.00
OPTSTK    ,SUZLON    ,30/12/2025,00000058.00,CE      ,00000002.53,00000002.90,00000002.37,00000002.75,000000001024000,           560000,              070,              049,       33964960.00,        1484960.00
OPTSTK    ,SUZLON    ,30/12/2025,00000058.00,PE      ,00000002.16,00000002.55,00000002.16,00000002.40,000000000560000,           456000,              057,              049,       27490720.00,        1042720.00
OPTSTK    ,SUZLON    ,30/12/2025,00000059.00,CE      ,00000002.65,00000002.65,00000001.87,00000002.23,000000000496000,           192000,              024,              021,       11746720.00,         418720.00
OPTSTK    ,SUZLON    ,30/12/2025,00000059.00,PE      ,00000002.84,00000002.87,00000002.84,00000002.87,000000000128000,            24000,              003,              003,        1484400.00,          68400.00
OPTSTK    ,SUZLON    ,30/12/2025,00000060.00,CE      ,00000002.00,00000002.05,00000001.56,00000001.80,000000008688000,          1992000,              249,              172,      123094720.00,        3574720.00
OPTSTK    ,SUZLON    ,30/12/2025,00000060.00,PE      ,00000003.35,00000003.60,00000003.27,00000003.60,000000001008000,           280000,              035,              035,       17754240.00,         954240.00
OPTSTK    ,SUZLON    ,30/12/2025,00000061.00,CE      ,00000001.50,00000001.50,00000001.31,00000001.49,000000000824000,            96000,              012,              012,        5993040.00,         137040.00
OPTSTK    ,SUZLON    ,30/12/2025,00000062.00,CE      ,00000001.31,00000001.32,00000001.02,00000001.20,000000008264000,           880000,              110,              082,       55556000.00,         996000.00
OPTSTK    ,SUZLON    ,30/12/2025,00000062.00,PE      ,00000004.99,00000004.99,00000004.98,00000004.98,000000000304000,            16000,              002,              002,        1071760.00,          79760.00
OPTSTK    ,SUZLON    ,30/12/2025,00000063.00,CE      ,00000001.07,00000001.09,00000000.89,00000000.98,000000001392000,           304000,              038,              030,       19452880.00,         300880.00
OPTSTK    ,SUZLON    ,30/12/2025,00000063.00,PE      ,00000005.71,00000005.71,00000005.71,00000005.71,000000000296000,           296000,              037,              003,       20338160.00,        1690160.00
OPTSTK    ,SUZLON    ,30/12/2025,00000064.00,CE      ,00000000.89,00000000.97,00000000.74,00000000.79,000000004304000,           912000,              114,              070,       59107200.00,         739200.00
OPTSTK    ,SUZLON    ,30/12/2025,00000064.00,PE      ,00000006.26,00000006.70,00000006.26,00000006.70,000000000080000,            32000,              004,              004,        2256880.00,         208880.00
OPTSTK    ,SUZLON    ,30/12/2025,00000065.00,CE      ,00000000.69,00000000.80,00000000.60,00000000.69,000000005200000,           504000,              063,              048,       33093440.00,         333440.00
OPTSTK    ,SUZLON    ,30/12/2025,00000066.00,CE      ,00000000.65,00000000.65,00000000.50,00000000.58,000000001128000,           144000,              018,              018,        9584400.00,          80400.00
OPTSTK    ,SUZLON    ,30/12/2025,00000068.00,CE      ,00000000.41,00000000.48,00000000.36,00000000.43,000000002320000,           408000,              051,              041,       27909760.00,         165760.00
OPTSTK    ,SUZLON    ,30/12/2025,00000068.00,PE      ,00000009.85,00000009.85,00000009.85,00000009.85,000000000160000,             8000,              001,              001,         622800.00,          78800.00
OPTSTK    ,SUZLON    ,27/01/2026,00000054.00,PE      ,00000001.60,00000001.60,00000001.60,00000001.60,000000000027075,             9025,              001,              001,         501790.00,          14440.00
OPTSTK    ,SUZLON    ,27/01/2026,00000062.00,CE      ,00000002.15,00000002.15,00000002.05,00000002.05,000000000234650,            27075,              003,              003,        1735507.50,          56857.50
OPTSTK    ,SUZLON    ,27/01/2026,00000068.00,CE      ,00000000.99,00000001.02,00000000.85,00000000.85,000000000568575,            63175,              007,              007,        4355735.75,          59835.75
OPTSTK    ,SYNGENE   ,25/11/2025,00000570.00,PE      ,00000000.55,00000000.55,00000000.40,00000000.40,000000000080000,             2000,              002,              002,        1140950.00,            950.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000580.00,CE      ,00000082.50,00000085.20,00000074.10,00000074.10,000000000013000,            17000,              017,              011,       11246350.00,        1386350.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000580.00,PE      ,00000000.35,00000000.45,00000000.25,00000000.45,000000000098000,            21000,              021,              020,       12186950.00,           6950.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000590.00,PE      ,00000001.25,00000001.25,00000001.25,00000001.25,000000000082000,             1000,              001,              001,         591250.00,           1250.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000600.00,PE      ,00000000.40,00000000.65,00000000.40,00000000.60,000000000200000,            58000,              058,              044,       34834800.00,          34800.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000610.00,CE      ,00000049.60,00000049.60,00000044.80,00000044.80,000000000033000,             8000,              008,              008,        5261300.00,         381300.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000610.00,PE      ,00000000.55,00000001.00,00000000.50,00000000.90,000000000185000,            85000,              085,              066,       51909550.00,          59550.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000620.00,CE      ,00000044.35,00000048.60,00000035.20,00000039.05,000000000082000,            25000,              025,              017,       16588500.00,        1088500.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000620.00,PE      ,00000000.85,00000001.60,00000000.75,00000001.35,000000000259000,            90000,              090,              089,       55906250.00,         106250.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000630.00,CE      ,00000039.50,00000040.00,00000026.70,00000028.70,000000000100000,            46000,              046,              036,       30593050.00,        1613050.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000630.00,PE      ,00000001.35,00000002.90,00000001.15,00000002.30,000000000469000,           173000,              173,              163,      109353100.00,         363100.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000640.00,CE      ,00000025.05,00000025.50,00000019.30,00000021.65,000000000122000,            40000,              040,              040,       26513800.00,         913800.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000640.00,PE      ,00000003.15,00000005.35,00000002.45,00000004.45,000000000501000,           291000,              291,              287,      187339600.00,        1099600.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000650.00,CE      ,00000019.50,00000023.10,00000012.25,00000014.45,000000000262000,           216000,              216,              192,      144061850.00,        3661850.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000650.00,PE      ,00000006.35,00000009.35,00000004.40,00000007.75,000000000230000,           532000,              532,              471,      349260200.00,        3460200.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000660.00,CE      ,00000015.05,00000016.75,00000008.15,00000009.75,000000000401000,           438000,              438,              355,      294417200.00,        5337200.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000660.00,PE      ,00000008.35,00000014.80,00000007.75,00000012.40,000000000215000,           196000,              196,              174,      131384750.00,        2024750.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000670.00,CE      ,00000009.00,00000011.50,00000005.25,00000006.10,000000000734000,           872000,              872,              789,      591370550.00,        7130550.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000670.00,PE      ,00000013.65,00000021.80,00000012.35,00000019.40,000000000174000,           110000,              110,              107,       75479150.00,        1779150.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000680.00,CE      ,00000006.55,00000007.50,00000003.00,00000003.55,000000000613000,           686000,              686,              608,      469734150.00,        3254150.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000680.00,PE      ,00000022.90,00000029.85,00000022.70,00000029.25,000000000048000,            22000,              022,              022,       15529850.00,         569850.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000690.00,CE      ,00000003.70,00000004.70,00000002.10,00000002.45,000000000635000,           272000,              272,              263,      188602150.00,         922150.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000700.00,CE      ,00000002.60,00000003.00,00000001.45,00000001.70,000000001096000,          1077000,             1077,              728,      756273900.00,        2373900.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000700.00,PE      ,00000040.55,00000047.60,00000040.55,00000047.35,000000000060000,            11000,              011,              011,        8185750.00,         485750.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000710.00,CE      ,00000001.60,00000001.90,00000000.95,00000001.10,000000000214000,           103000,              103,              093,       73269200.00,         139200.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000720.00,CE      ,00000001.25,00000001.35,00000000.80,00000000.85,000000000200000,            94000,              094,              074,       67767700.00,          87700.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000720.00,PE      ,00000053.45,00000067.15,00000053.45,00000064.40,000000000019000,            11000,              011,              011,        8589550.00,         669550.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000730.00,CE      ,00000000.85,00000001.00,00000000.60,00000000.60,000000000058000,            30000,              030,              027,       21921650.00,          21650.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000730.00,PE      ,00000063.05,00000063.05,00000063.05,00000063.05,000000000024000,             1000,              001,              001,         793050.00,          63050.00
OPTSTK    ,SYNGENE   ,25/11/2025,00000740.00,CE      ,00000000.85,00000000.90,00000000.45,00000000.50,000000000110000,            42000,              042,              039,       31106550.00,          26550.00
OPTSTK    ,SYNGENE   ,30/12/2025,00000600.00,PE      ,00000003.30,00000004.50,00000003.30,00000004.50,000000000036000,            16000,              016,              011,        9661800.00,          61800.00
OPTSTK    ,SYNGENE   ,30/12/2025,00000610.00,PE      ,00000004.60,00000005.80,00000004.60,00000005.80,000000000030000,             4000,              004,              003,        2461000.00,          21000.00
OPTSTK    ,SYNGENE   ,30/12/2025,00000620.00,PE      ,00000006.50,00000006.50,00000006.50,00000006.50,000000000010000,             2000,              002,              002,        1253000.00,          13000.00
OPTSTK    ,SYNGENE   ,30/12/2025,00000630.00,PE      ,00000008.20,00000008.20,00000008.20,00000008.20,000000000029000,             1000,              001,              001,         638200.00,           8200.00
OPTSTK    ,SYNGENE   ,30/12/2025,00000640.00,PE      ,00000013.85,00000013.95,00000013.85,00000013.95,000000000004000,             2000,              002,              002,        1307800.00,          27800.00
OPTSTK    ,SYNGENE   ,30/12/2025,00000650.00,CE      ,00000037.00,00000037.00,00000033.20,00000033.25,000000000017000,             3000,              003,              003,        2053450.00,         103450.00
OPTSTK    ,SYNGENE   ,30/12/2025,00000650.00,PE      ,00000014.15,00000018.35,00000014.15,00000018.15,000000000030000,            21000,              021,              019,       14009450.00,         359450.00
OPTSTK    ,SYNGENE   ,30/12/2025,00000660.00,CE      ,00000028.15,00000028.15,00000024.00,00000024.00,000000000019000,             9000,              009,              009,        6168650.00,         228650.00
OPTSTK    ,SYNGENE   ,30/12/2025,00000660.00,PE      ,00000018.50,00000018.50,00000018.00,00000018.00,000000000009000,             2000,              002,              002,        1356500.00,          36500.00
OPTSTK    ,SYNGENE   ,30/12/2025,00000670.00,PE      ,00000022.00,00000023.00,00000022.00,00000023.00,000000000003000,             2000,              002,              002,        1385000.00,          45000.00
OPTSTK    ,SYNGENE   ,30/12/2025,00000680.00,CE      ,00000020.00,00000020.00,00000016.50,00000016.50,000000000010000,             2000,              002,              002,        1396500.00,          36500.00
OPTSTK    ,SYNGENE   ,30/12/2025,00000700.00,CE      ,00000014.00,00000014.00,00000009.80,00000009.90,000000000074000,            27000,              027,              023,       19199300.00,         299300.00
OPTSTK    ,SYNGENE   ,30/12/2025,00000700.00,PE      ,00000046.00,00000047.05,00000046.00,00000047.05,000000000025000,             3000,              003,              002,        2239050.00,         139050.00
OPTSTK    ,SYNGENE   ,27/01/2026,00000620.00,PE      ,00000013.00,00000013.50,00000013.00,00000013.50,000000000007000,             3000,              003,              003,        1899750.00,          39750.00
OPTSTK    ,CAMS      ,25/11/2025,00003300.00,PE      ,00000002.00,00000003.90,00000000.55,00000001.60,000000000030300,             3750,              025,              023,       12382695.00,           7695.00
OPTSTK    ,CAMS      ,25/11/2025,00003400.00,PE      ,00000002.70,00000003.50,00000002.05,00000003.30,000000000061800,            10500,              070,              025,       35727667.50,          27667.50
OPTSTK    ,CAMS      ,25/11/2025,00003450.00,PE      ,00000004.25,00000005.45,00000002.95,00000005.45,000000000016500,             3450,              023,              009,       11919840.00,          17340.00
OPTSTK    ,CAMS      ,25/11/2025,00003500.00,PE      ,00000004.40,00000004.85,00000003.70,00000004.30,000000000048000,            29250,              195,              182,      102502732.50,         127732.50
OPTSTK    ,CAMS      ,25/11/2025,00003550.00,CE      ,00000460.00,00000460.00,00000382.30,00000382.30,000000000001950,              900,              006,              002,        3597345.00,         402345.00
OPTSTK    ,CAMS      ,25/11/2025,00003550.00,PE      ,00000008.15,00000008.15,00000005.30,00000005.85,000000000016350,             7350,              049,              043,       26133607.50,          41107.50
OPTSTK    ,CAMS      ,25/11/2025,00003600.00,PE      ,00000007.00,00000007.30,00000005.40,00000006.10,000000000051900,            35250,              235,              188,      127119637.50,         219637.50
OPTSTK    ,CAMS      ,25/11/2025,00003650.00,PE      ,00000008.50,00000009.85,00000007.30,00000007.90,000000000023700,            10200,              068,              068,       37315372.50,          85372.50
OPTSTK    ,CAMS      ,25/11/2025,00003700.00,CE      ,00000272.30,00000285.45,00000245.00,00000248.80,000000000027150,             1350,              009,              009,        5353987.50,         358987.50
OPTSTK    ,CAMS      ,25/11/2025,00003700.00,PE      ,00000011.05,00000013.75,00000008.40,00000010.55,000000000062250,            83250,              555,              501,      308882782.50,         857782.50
OPTSTK    ,CAMS      ,25/11/2025,00003750.00,PE      ,00000015.00,00000020.00,00000011.60,00000014.95,000000000097350,            37500,              250,              219,      141208995.00,         583995.00
OPTSTK    ,CAMS      ,25/11/2025,00003800.00,CE      ,00000185.00,00000212.55,00000151.25,00000171.90,000000000059550,            10500,              070,              065,       41782567.50,        1882567.50
OPTSTK    ,CAMS      ,25/11/2025,00003800.00,PE      ,00000025.05,00000030.60,00000017.30,00000023.25,000000000157650,            90750,              605,              523,      346935750.00,        2085750.00
OPTSTK    ,CAMS      ,25/11/2025,00003850.00,CE      ,00000162.90,00000170.45,00000116.25,00000133.35,000000000022050,            10650,              071,              062,       42553665.00,        1551165.00
OPTSTK    ,CAMS      ,25/11/2025,00003850.00,PE      ,00000044.85,00000046.90,00000026.60,00000035.50,000000000036450,            59550,              397,              343,      231433515.00,        2166015.00
OPTSTK    ,CAMS      ,25/11/2025,00003900.00,CE      ,00000108.45,00000137.25,00000085.35,00000098.45,000000000101100,           209100,             1394,             1235,      839087205.00,       23597205.00
OPTSTK    ,CAMS      ,25/11/2025,00003900.00,PE      ,00000054.95,00000067.05,00000039.90,00000055.60,000000000109950,           142500,              950,              797,      563138677.50,        7388677.50
OPTSTK    ,CAMS      ,25/11/2025,00003950.00,CE      ,00000079.50,00000105.40,00000062.10,00000073.65,000000000067050,           167250,             1115,             1046,      675167220.00,       14529720.00
OPTSTK    ,CAMS      ,25/11/2025,00003950.00,PE      ,00000078.05,00000093.80,00000059.10,00000078.50,000000000046650,            79500,              530,              479,      319680082.50,        5655082.50
OPTSTK    ,CAMS      ,25/11/2025,00004000.00,CE      ,00000049.95,00000079.50,00000044.90,00000053.05,000000000494250,           696450,             4643,             3764,     2832207915.00,       46407915.00
OPTSTK    ,CAMS      ,25/11/2025,00004000.00,PE      ,00000100.00,00000126.50,00000082.10,00000110.45,000000000111000,            60150,              401,              382,      246406057.50,        5806057.50
OPTSTK    ,CAMS      ,25/11/2025,00004050.00,CE      ,00000039.95,00000058.00,00000030.80,00000036.90,000000000060300,           145950,              973,              836,      597809662.50,        6712162.50
OPTSTK    ,CAMS      ,25/11/2025,00004100.00,CE      ,00000029.90,00000041.50,00000021.00,00000025.10,000000000155550,           258000,             1720,             1463,     1066073415.00,        8273415.00
OPTSTK    ,CAMS      ,25/11/2025,00004100.00,PE      ,00000160.00,00000199.85,00000156.30,00000169.05,000000000038400,             4350,              029,              029,       18594690.00,         759690.00
OPTSTK    ,CAMS      ,25/11/2025,00004150.00,CE      ,00000021.70,00000029.35,00000014.45,00000017.60,000000000112200,            46950,              313,              288,      195872857.50,        1030357.50
OPTSTK    ,CAMS      ,25/11/2025,00004200.00,CE      ,00000016.30,00000020.70,00000010.45,00000012.25,000000000172950,           105450,              703,              592,      444420285.00,        1530285.00
OPTSTK    ,CAMS      ,25/11/2025,00004200.00,PE      ,00000240.60,00000281.80,00000240.60,00000281.80,000000000023100,             6000,              040,              021,       26788995.00,        1588995.00
OPTSTK    ,CAMS      ,25/11/2025,00004250.00,CE      ,00000010.25,00000014.65,00000007.65,00000008.55,000000000085050,            12150,              081,              068,       51765015.00,         127515.00
OPTSTK    ,CAMS      ,25/11/2025,00004300.00,CE      ,00000008.00,00000011.20,00000005.60,00000006.55,000000000093300,            41550,              277,              234,      178989442.50,         324442.50
OPTSTK    ,CAMS      ,25/11/2025,00004350.00,CE      ,00000003.70,00000004.75,00000003.70,00000004.55,000000000032250,             2700,              018,              008,       11756175.00,          11175.00
OPTSTK    ,CAMS      ,25/11/2025,00004350.00,PE      ,00000411.40,00000411.40,00000393.40,00000393.40,000000000002550,              600,              004,              002,        2854140.00,         244140.00
OPTSTK    ,CAMS      ,25/11/2025,00004400.00,CE      ,00000006.05,00000006.35,00000003.65,00000004.15,000000000072150,            16050,              107,              092,       70703715.00,          83715.00
OPTSTK    ,CAMS      ,25/11/2025,00004500.00,CE      ,00000003.95,00000004.20,00000002.75,00000003.10,000000000102900,            14400,              096,              075,       64850070.00,          50070.00
OPTSTK    ,CAMS      ,25/11/2025,00004600.00,CE      ,00000002.50,00000002.80,00000002.00,00000002.00,000000000025500,             5250,              035,              027,       24162427.50,          12427.50
OPTSTK    ,CAMS      ,30/12/2025,00003700.00,PE      ,00000039.35,00000050.00,00000039.35,00000045.25,000000000016500,             8700,              058,              030,       32600145.00,         410145.00
OPTSTK    ,CAMS      ,30/12/2025,00003800.00,CE      ,00000264.00,00000268.00,00000264.00,00000268.00,000000000004500,              300,              002,              002,        1219800.00,          79800.00
OPTSTK    ,CAMS      ,30/12/2025,00003800.00,PE      ,00000065.25,00000080.80,00000064.30,00000078.00,000000000011100,             5850,              039,              019,       22637992.50,         407992.50
OPTSTK    ,CAMS      ,30/12/2025,00003900.00,CE      ,00000211.95,00000211.95,00000175.00,00000175.00,000000000001350,              600,              004,              003,        2452042.50,         112042.50
OPTSTK    ,CAMS      ,30/12/2025,00004000.00,CE      ,00000150.00,00000162.80,00000122.55,00000132.85,000000000021600,            19950,              133,              096,       82617795.00,        2817795.00
OPTSTK    ,CAMS      ,30/12/2025,00004000.00,PE      ,00000142.05,00000172.50,00000142.05,00000164.50,000000000004800,             7200,              048,              042,       29978467.50,        1178467.50
OPTSTK    ,CAMS      ,30/12/2025,00004100.00,CE      ,00000108.15,00000114.00,00000089.00,00000093.50,000000000006150,             2250,              015,              015,        9445140.00,         220140.00
OPTSTK    ,CAMS      ,30/12/2025,00004100.00,PE      ,00000217.25,00000217.25,00000217.25,00000217.25,000000000000750,              150,              001,              001,         647587.50,          32587.50
OPTSTK    ,CAMS      ,30/12/2025,00004200.00,CE      ,00000085.00,00000085.00,00000060.00,00000065.80,000000000009300,             7200,              048,              030,       30761520.00,         521520.00
OPTSTK    ,CAMS      ,30/12/2025,00004200.00,PE      ,00000285.55,00000285.60,00000285.55,00000285.60,000000000001500,              300,              002,              002,        1345672.50,          85672.50
OPTSTK    ,CAMS      ,30/12/2025,00004300.00,PE      ,00000340.00,00000340.00,00000340.00,00000340.00,000000000001500,              750,              005,              002,        3480000.00,         255000.00
OPTSTK    ,CANBK     ,25/11/2025,00000108.00,PE      ,00000000.02,00000000.02,00000000.01,00000000.01,000000000938250,            27000,              004,              004,        2916472.50,            472.50
OPTSTK    ,CANBK     ,25/11/2025,00000110.00,CE      ,00000036.20,00000036.20,00000035.80,00000035.80,000000000560250,            27000,              004,              004,        3941325.00,         971325.00
OPTSTK    ,CANBK     ,25/11/2025,00000110.00,PE      ,00000000.04,00000000.04,00000000.01,00000000.04,000000000972000,            54000,              008,              007,        5941552.50,           1552.50
OPTSTK    ,CANBK     ,25/11/2025,00000112.00,PE      ,00000000.05,00000000.05,00000000.05,00000000.05,000000000337500,            27000,              004,              004,        3025350.00,           1350.00
OPTSTK    ,CANBK     ,25/11/2025,00000114.00,PE      ,00000000.05,00000000.05,00000000.05,00000000.05,000000000330750,             6750,              001,              001,         769837.50,            337.50
OPTSTK    ,CANBK     ,25/11/2025,00000115.00,CE      ,00000031.75,00000031.75,00000031.75,00000031.75,000000001356750,             6750,              001,              001,         990562.50,         214312.50
OPTSTK    ,CANBK     ,25/11/2025,00000115.00,PE      ,00000000.07,00000000.07,00000000.04,00000000.04,000000001782000,           202500,              030,              020,       23298300.00,          10800.00
OPTSTK    ,CANBK     ,25/11/2025,00000118.00,PE      ,00000000.07,00000000.08,00000000.06,00000000.06,000000001019250,           114750,              017,              017,       13548397.50,           7897.50
OPTSTK    ,CANBK     ,25/11/2025,00000119.00,PE      ,00000000.08,00000000.08,00000000.07,00000000.08,000000000762750,            60750,              009,              008,        7233705.00,           4455.00
OPTSTK    ,CANBK     ,25/11/2025,00000120.00,CE      ,00000025.50,00000026.85,00000025.27,00000026.25,000000001707750,           654750,              097,              036,       95534640.00,       16964640.00
OPTSTK    ,CANBK     ,25/11/2025,00000120.00,PE      ,00000000.11,00000000.11,00000000.08,00000000.08,000000010374750,          1829250,              271,              098,      219680100.00,         170100.00
OPTSTK    ,CANBK     ,25/11/2025,00000121.00,PE      ,00000000.10,00000000.10,00000000.06,00000000.10,000000000492750,           175500,              026,              018,       21251025.00,          15525.00
OPTSTK    ,CANBK     ,25/11/2025,00000122.00,PE      ,00000000.10,00000000.11,00000000.09,00000000.09,000000000850500,           168750,              025,              022,       20604982.50,          17482.50
OPTSTK    ,CANBK     ,25/11/2025,00000123.00,PE      ,00000000.15,00000000.15,00000000.12,00000000.12,000000000857250,           533250,              079,              055,       65659410.00,          69660.00
OPTSTK    ,CANBK     ,25/11/2025,00000124.00,PE      ,00000000.16,00000000.17,00000000.12,00000000.13,000000000587250,           236250,              035,              033,       29326455.00,          31455.00
