INSTRUMENT,SYMBOL    ,EXP_DATE  ,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_VAL           ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      
FUTSTK    ,BRITANNIA ,25/11/2025,00005818.00,00005853.50,00005791.00,00005833.50,000000003472500,     2630748375.00,           451250,             3610,             3476
FUTSTK    ,BRITANNIA ,30/12/2025,00005858.00,00005889.00,00005837.50,00005873.50,000000000085750,      129086500.00,            22000,              176,              152
FUTSTK    ,BRITANNIA ,27/01/2026,00005904.00,00005927.50,00005873.50,00005907.00,000000000009000,       12548687.50,             2125,              017,              017
FUTSTK    ,EICHERMOT ,25/11/2025,00006662.00,00006824.00,00006662.00,00006809.50,000000003125150,     4604176675.00,           678825,             3879,             3617
FUTSTK    ,EICHERMOT ,30/12/2025,00006700.00,00006867.50,00006700.00,00006855.00,000000000154525,      700344312.50,           102725,              587,              559
FUTSTK    ,EICHERMOT ,27/01/2026,00006844.50,00006906.00,00006834.00,00006902.50,000000000014200,       32315750.00,             4700,              047,              044
FUTSTK    ,ETERNAL   ,25/11/2025,00000304.25,00000310.40,00000301.55,00000309.85,000000283356400,     8380241522.50,         27290950,            11254,             9590
FUTSTK    ,ETERNAL   ,30/12/2025,00000306.00,00000312.30,00000303.60,00000311.80,000000017282975,     1902732357.50,          6154650,             2538,             2186
FUTSTK    ,ETERNAL   ,27/01/2026,00000306.50,00000313.70,00000305.85,00000313.45,000000001435600,      114268667.50,           368600,              152,              143
FUTSTK    ,EXIDEIND  ,25/11/2025,00000379.30,00000388.00,00000378.25,00000383.70,000000034092000,     4148792550.00,         10796400,             5998,             4672
FUTSTK    ,EXIDEIND  ,30/12/2025,00000383.70,00000390.00,00000382.30,00000386.05,000000003004200,     1279857960.00,          3310200,             1839,             1346
FUTSTK    ,EXIDEIND  ,27/01/2026,00000386.00,00000392.10,00000383.00,00000388.40,000000000178200,       59500440.00,           153000,              085,              079
FUTSTK    ,JINDALSTEL,25/11/2025,00001079.80,00001084.30,00001073.80,00001081.00,000000013097500,     1406052062.50,          1302500,             2084,             1680
FUTSTK    ,JINDALSTEL,30/12/2025,00001080.90,00001091.30,00001080.80,00001088.00,000000000368750,      160289500.00,           147500,              236,              212
FUTSTK    ,JINDALSTEL,27/01/2026,00001091.20,00001093.10,00001091.20,00001093.10,000000000022500,        1365187.50,             1250,              002,              002
FUTSTK    ,JIOFIN    ,25/11/2025,00000315.40,00000317.35,00000312.35,00000312.80,000000127123250,     3430440700.00,         10906350,             4641,             3908
FUTSTK    ,JIOFIN    ,30/12/2025,00000319.50,00000319.50,00000314.50,00000314.90,000000020987850,     1603087045.00,          5064250,             2155,             1894
FUTSTK    ,JIOFIN    ,27/01/2026,00000321.05,00000321.05,00000316.25,00000316.75,000000002359400,      146745985.00,           460600,              196,              187
FUTSTK    ,JSWENERGY ,25/11/2025,00000528.00,00000537.00,00000528.00,00000529.05,000000040091000,     1375878600.00,          2585000,             2585,             2136
FUTSTK    ,JSWENERGY ,30/12/2025,00000534.05,00000540.30,00000532.00,00000532.55,000000000665000,      185150650.00,           346000,              346,              335
FUTSTK    ,JSWENERGY ,27/01/2026,00000539.00,00000542.50,00000536.50,00000536.50,000000000064000,        7532800.00,            14000,              014,              013
FUTSTK    ,JSWSTEEL  ,25/11/2025,00001172.80,00001179.40,00001166.80,00001176.20,000000044046450,     2281801995.00,          1943325,             2879,             2658
FUTSTK    ,JSWSTEEL  ,30/12/2025,00001181.90,00001189.00,00001175.10,00001184.40,000000001273050,      654764107.50,           553500,              820,              661
FUTSTK    ,JSWSTEEL  ,27/01/2026,00001191.00,00001192.60,00001184.50,00001192.30,000000000059400,        8831902.50,             7425,              011,              011
FUTSTK    ,JUBLFOOD  ,25/11/2025,00000616.45,00000619.60,00000602.30,00000604.15,000000020803750,     3660468750.00,          6015000,             4812,             4503
FUTSTK    ,JUBLFOOD  ,30/12/2025,00000617.70,00000623.55,00000606.05,00000607.70,000000001455000,      758668312.50,          1240000,              992,              888
FUTSTK    ,JUBLFOOD  ,27/01/2026,00000624.50,00000626.65,00000610.00,00000611.70,000000000197500,      103313375.00,           167500,              134,              125
FUTSTK    ,KALYANKJIL,25/11/2025,00000497.95,00000499.75,00000493.60,00000496.05,000000032084550,     1017301017.50,          2046850,             1742,             1605
FUTSTK    ,KALYANKJIL,30/12/2025,00000499.05,00000503.00,00000498.00,00000499.40,000000000996400,      182416165.00,           364250,              310,              300
FUTSTK    ,KALYANKJIL,27/01/2026,00000506.00,00000506.00,00000502.00,00000502.80,000000000179775,       11253210.00,            22325,              019,              019
FUTSTK    ,KAYNES    ,25/11/2025,00006331.00,00006359.50,00006217.00,00006267.50,000000001479600,     2363308800.00,           376500,             3765,             3339
FUTSTK    ,KAYNES    ,30/12/2025,00006309.00,00006325.50,00006180.50,00006220.00,000000000352300,      595885800.00,            95500,              955,              816
FUTSTK    ,KAYNES    ,27/01/2026,00006253.00,00006281.00,00006176.00,00006201.50,000000000029400,       26150150.00,             4200,              042,              041
FUTSTK    ,KFINTECH  ,25/11/2025,00001085.80,00001100.50,00001080.90,00001089.20,000000003350250,      647503560.00,           593100,             1318,             1182
FUTSTK    ,KFINTECH  ,30/12/2025,00001078.70,00001089.90,00001075.30,00001079.20,000000000809100,      209099790.00,           193050,              429,              368
FUTSTK    ,KFINTECH  ,27/01/2026,00001081.50,00001085.00,00001081.50,00001084.20,000000000080000,        3249500.00,             3000,              006,              006
FUTSTK    ,KOTAKBANK ,25/11/2025,00002093.00,00002122.40,00002093.00,00002103.90,000000034911600,    10826173680.00,          5139200,            12848,            10593
FUTSTK    ,KOTAKBANK ,30/12/2025,00002111.00,00002136.10,00002108.70,00002118.20,000000002542400,     1571270720.00,           740800,             1852,             1726
FUTSTK    ,KOTAKBANK ,27/01/2026,00002125.00,00002146.70,00002123.70,00002131.00,000000000111600,       75933480.00,            35600,              089,              088
FUTSTK    ,KPITTECH  ,25/11/2025,00001227.10,00001228.60,00001212.00,00001219.80,000000002961200,      501660480.00,           411200,             1028,              904
FUTSTK    ,KPITTECH  ,30/12/2025,00001223.90,00001229.40,00001213.40,00001221.90,000000000363600,       92865960.00,            76000,              190,              156
FUTSTK    ,KPITTECH  ,27/01/2026,00001222.50,00001234.00,00001220.00,00001234.00,000000000027625,        3642335.00,             2975,              007,              007
FUTSTK    ,ABCAPITAL ,25/11/2025,00000332.50,00000337.90,00000332.35,00000335.95,000000077552700,     1926543825.00,          5738100,             1851,             1667
FUTSTK    ,ABCAPITAL ,30/12/2025,00000335.35,00000340.20,00000335.15,00000338.05,000000001829000,      339390635.00,          1004400,              324,              278
FUTSTK    ,ABCAPITAL ,27/01/2026,00000338.45,00000342.00,00000337.80,00000341.30,000000000399900,       44345810.00,           130200,              042,              035
FUTSTK    ,ADANIENSOL,25/11/2025,00001030.85,00001031.70,00001013.00,00001025.90,000000019464300,     1358195951.25,          1327725,             1967,             1620
FUTSTK    ,ADANIENSOL,30/12/2025,00001029.20,00001038.40,00001020.20,00001032.20,000000000310500,      197507160.00,           191700,              284,              261
FUTSTK    ,ADANIENSOL,27/01/2026,00001035.20,00001040.40,00001029.00,00001035.50,000000000055350,        8391060.00,             8100,              012,              012
FUTSTK    ,ADANIENT  ,25/11/2025,00002469.20,00002483.90,00002423.60,00002472.20,000000011162934,    10100214340.20,          4112790,            13310,            10616
FUTSTK    ,ADANIENT  ,30/12/2025,00002479.40,00002498.00,00002440.00,00002486.40,000000001241562,     2073476087.40,           839244,             2716,             2154
FUTSTK    ,ADANIENT  ,27/01/2026,00002475.00,00002509.20,00002456.70,00002503.80,000000000067053,       82941749.10,            33372,              108,              101
FUTSTK    ,ADANIGREEN,25/11/2025,00001072.00,00001096.20,00001066.60,00001092.30,000000022840200,     4519335480.00,          4164000,             6940,             5522
FUTSTK    ,ADANIGREEN,30/12/2025,00001075.50,00001103.00,00001075.50,00001099.40,000000001299600,      846077640.00,           775200,             1292,             1248
FUTSTK    ,ADANIGREEN,27/01/2026,00001086.00,00001109.90,00001086.00,00001105.40,000000000171600,       45436200.00,            41400,              069,              066
FUTSTK    ,ADANIPORTS,25/11/2025,00001520.00,00001524.10,00001508.00,00001512.30,000000023548125,     2606071350.00,          1721875,             3625,             2978
FUTSTK    ,ADANIPORTS,30/12/2025,00001527.00,00001529.00,00001518.00,00001521.80,000000001583650,      751642137.50,           493525,             1039,              950
FUTSTK    ,ADANIPORTS,27/01/2026,00001534.70,00001536.00,00001528.00,00001531.90,000000000141075,       48738847.50,            31825,              067,              059
FUTSTK    ,ALKEM     ,25/11/2025,00005745.00,00005753.50,00005645.00,00005724.00,000000001723375,     1470601687.50,           258000,             2064,             1814
FUTSTK    ,ALKEM     ,30/12/2025,00005767.50,00005785.50,00005685.00,00005756.00,000000000062125,      190472875.00,            33250,              266,              205
FUTSTK    ,ALKEM     ,27/01/2026,00005761.00,00005762.00,00005761.00,00005762.00,000000000001625,        1440375.00,              250,              002,              002
FUTSTK    ,AMBUJACEM ,25/11/2025,00000565.40,00000566.30,00000559.80,00000560.90,000000047240550,      986040615.00,          1753500,             1670,             1398
FUTSTK    ,AMBUJACEM ,30/12/2025,00000568.00,00000570.30,00000563.90,00000564.75,000000002212350,      333746227.50,           589050,              561,              477
FUTSTK    ,AMBUJACEM ,27/01/2026,00000571.45,00000571.45,00000567.55,00000567.70,000000000278250,       23908815.00,            42000,              040,              038
FUTSTK    ,APLAPOLLO ,25/11/2025,00001774.80,00001788.60,00001771.00,00001778.70,000000007109200,      572548725.00,           321300,              918,              813
FUTSTK    ,APLAPOLLO ,30/12/2025,00001785.30,00001800.70,00001784.30,00001791.20,000000000107800,       91047950.00,            50750,              145,              109
FUTSTK    ,APLAPOLLO ,27/01/2026,00001810.90,00001810.90,00001792.80,00001803.00,000000000004200,        2523220.00,             1400,              004,              004
FUTSTK    ,APOLLOHOSP,25/11/2025,00007470.00,00007508.00,00007444.00,00007492.50,000000002851875,     2543523062.50,           340000,             2720,             2474
FUTSTK    ,APOLLOHOSP,30/12/2025,00007502.00,00007559.00,00007498.00,00007543.50,000000000179000,      453754312.50,            60250,              482,              465
FUTSTK    ,APOLLOHOSP,27/01/2026,00007564.50,00007597.50,00007548.00,00007589.00,000000000016875,       36004812.50,             4750,              038,              037
FUTSTK    ,ASHOKLEY  ,25/11/2025,00000147.20,00000148.94,00000146.75,00000147.82,000000129970000,     2393364850.00,         16195000,             3239,             3038
FUTSTK    ,ASHOKLEY  ,30/12/2025,00000146.74,00000147.45,00000145.55,00000146.46,000000026970000,      720539850.00,          4920000,              984,              925
FUTSTK    ,ASHOKLEY  ,27/01/2026,00000145.56,00000146.64,00000145.55,00000145.56,000000001085000,       28471500.00,           195000,              039,              031
FUTSTK    ,ASIANPAINT,25/11/2025,00002894.40,00002917.90,00002875.60,00002878.00,000000012761750,     5517787775.00,          1907500,             7630,             6067
FUTSTK    ,ASIANPAINT,30/12/2025,00002910.00,00002932.30,00002889.00,00002890.70,000000001348000,     1781594525.00,           612500,             2450,             1578
FUTSTK    ,ASIANPAINT,27/01/2026,00002932.00,00002944.00,00002902.00,00002904.40,000000000082750,       76585825.00,            26250,              105,              100
FUTSTK    ,ASTRAL    ,25/11/2025,00001501.10,00001506.60,00001462.40,00001470.80,000000008062250,     4304468765.00,          2917200,             6864,             5980
FUTSTK    ,ASTRAL    ,30/12/2025,00001515.00,00001515.00,00001470.00,00001478.40,000000000886550,     1271446150.00,           857650,             2018,             1866
FUTSTK    ,ASTRAL    ,27/01/2026,00001510.10,00001510.10,00001478.60,00001486.40,000000000070125,       74152045.00,            49725,              117,              111
FUTSTK    ,AUBANK    ,25/11/2025,00000884.45,00000922.70,00000884.45,00000915.95,000000015639000,     5206087050.00,          5690000,             5690,             5101
FUTSTK    ,AUBANK    ,30/12/2025,00000904.30,00000927.25,00000904.30,00000921.45,000000001025000,      919150550.00,           999000,              999,              887
FUTSTK    ,AUBANK    ,27/01/2026,00000915.25,00000929.70,00000909.25,00000924.50,000000000105000,       83222400.00,            90000,              090,              080
FUTSTK    ,AUROPHARMA,25/11/2025,00001223.50,00001245.40,00001220.40,00001241.40,000000023241350,     6632518255.00,          5370750,             9765,             4890
FUTSTK    ,AUROPHARMA,30/12/2025,00001238.00,00001252.90,00001229.80,00001249.80,000000002600400,     3335546995.00,          2676850,             4867,              923
FUTSTK    ,AUROPHARMA,27/01/2026,00001240.00,00001259.30,00001235.60,00001256.90,000000000038500,       24022350.00,            19250,              035,              032
FUTSTK    ,AXISBANK  ,25/11/2025,00001248.20,00001262.10,00001242.20,00001251.20,000000073616250,    10033511812.50,          8005000,            12808,            10041
FUTSTK    ,AXISBANK  ,30/12/2025,00001255.00,00001270.30,00001251.30,00001259.00,000000005091875,     1989940062.50,          1577500,             2524,             1718
FUTSTK    ,AXISBANK  ,27/01/2026,00001262.20,00001277.60,00001260.90,00001267.10,000000000253125,      145168437.50,           114375,              183,              170
FUTSTK    ,OBEROIRLTY,25/11/2025,00001769.00,00001780.00,00001744.50,00001751.20,000000004365550,      721505190.00,           410550,             1173,             1064
FUTSTK    ,OBEROIRLTY,30/12/2025,00001758.00,00001767.10,00001742.00,00001746.30,000000000292950,      186794265.00,           106400,              304,              242
FUTSTK    ,OBEROIRLTY,27/01/2026,00001754.70,00001754.70,00001744.70,00001744.70,000000000021000,        1224790.00,              700,              002,              002
FUTSTK    ,OFSS      ,25/11/2025,00008259.50,00008360.50,00008259.50,00008305.00,000000001324125,      988373925.00,           118950,             1586,             1362
FUTSTK    ,OFSS      ,30/12/2025,00008301.50,00008385.00,00008300.00,00008339.50,000000000084525,      239667637.50,            28725,              383,              314
FUTSTK    ,OFSS      ,27/01/2026,00008385.00,00008430.00,00008363.00,00008423.50,000000000009750,       11960437.50,             1425,              019,              019
FUTSTK    ,OIL       ,25/11/2025,00000432.00,00000441.75,00000430.80,00000434.20,000000011627000,     1798044990.00,          4114600,             2939,             2526
FUTSTK    ,OIL       ,30/12/2025,00000433.90,00000443.30,00000433.00,00000436.60,000000000858200,      239687000.00,           544600,              389,              325
FUTSTK    ,OIL       ,27/01/2026,00000432.00,00000444.80,00000432.00,00000439.45,000000000060200,       14204260.00,            32200,              023,              022
FUTSTK    ,ONGC      ,25/11/2025,00000248.25,00000250.50,00000248.05,00000248.70,000000090805500,     2181916912.50,          8759250,             3893,             2700
FUTSTK    ,ONGC      ,30/12/2025,00000250.70,00000252.00,00000249.85,00000250.30,000000004128750,      385568100.00,          1536750,              683,              623
FUTSTK    ,ONGC      ,27/01/2026,00000251.70,00000253.45,00000251.35,00000251.70,000000000402750,       43162312.50,           171000,              076,              060
FUTSTK    ,RBLBANK   ,25/11/2025,00000319.20,00000321.90,00000317.25,00000317.95,000000072901175,     1260988873.75,          3946525,             1243,             1116
FUTSTK    ,RBLBANK   ,30/12/2025,00000321.20,00000324.15,00000319.55,00000319.95,000000002390775,      373848153.75,          1162050,              366,              342
FUTSTK    ,RBLBANK   ,27/01/2026,00000324.10,00000324.10,00000323.15,00000324.10,000000000082550,        3084036.25,             9525,              003,              003
FUTSTK    ,RECLTD    ,25/11/2025,00000361.70,00000364.90,00000359.70,00000362.15,000000095162175,     2429135036.25,          6695025,             5251,             4030
FUTSTK    ,RECLTD    ,30/12/2025,00000363.50,00000367.10,00000362.45,00000364.75,000000009260325,      825883162.50,          2260575,             1773,             1412
FUTSTK    ,RECLTD    ,27/01/2026,00000365.50,00000369.20,00000365.50,00000367.25,000000001433600,       87517710.00,           238000,              170,              147
FUTSTK    ,RVNL      ,25/11/2025,00000322.90,00000336.55,00000320.55,00000327.40,000000033897875,     3913618775.00,         11841500,             8612,             7353
FUTSTK    ,RVNL      ,30/12/2025,00000317.30,00000330.95,00000316.00,00000322.90,000000009461375,     1496257125.00,          4600750,             3346,             2880
FUTSTK    ,RVNL      ,27/01/2026,00000316.60,00000327.10,00000315.50,00000321.20,000000001020225,      156052335.00,           483425,              317,              281
FUTSTK    ,NATIONALUM,25/11/2025,00000261.25,00000264.60,00000259.51,00000261.47,000000069562500,     3049979175.00,         11632500,             3102,             2632
FUTSTK    ,NATIONALUM,30/12/2025,00000265.17,00000266.00,00000261.30,00000263.09,000000003483750,      507347512.50,          1923750,              513,              430
FUTSTK    ,NATIONALUM,27/01/2026,00000264.47,00000266.92,00000262.65,00000264.08,000000000543750,       45714000.00,           172500,              046,              042
FUTSTK    ,NAUKRI    ,25/11/2025,00001327.30,00001337.20,00001322.10,00001330.80,000000008784750,      850429312.50,           639375,             1705,             1638
FUTSTK    ,NAUKRI    ,30/12/2025,00001338.20,00001345.00,00001332.00,00001340.00,000000000317625,      165642562.50,           123750,              330,              302
FUTSTK    ,NAUKRI    ,27/01/2026,00001345.00,00001352.50,00001341.50,00001349.00,000000000037875,        6062700.00,             4500,              012,              012
FUTSTK    ,NBCC      ,25/11/2025,00000114.44,00000117.80,00000113.27,00000117.13,000000076323000,     2603234335.00,         22399000,             3446,             3023
FUTSTK    ,NBCC      ,30/12/2025,00000115.90,00000118.48,00000114.61,00000117.78,000000007241000,      702245505.00,          6006000,              924,              858
FUTSTK    ,NBCC      ,27/01/2026,00000116.20,00000119.13,00000115.75,00000118.58,000000000520000,       24564930.00,           208000,              032,              030
FUTSTK    ,NCC       ,25/11/2025,00000184.57,00000186.09,00000183.71,00000184.90,000000020895300,      388204191.00,          2097900,              777,              740
FUTSTK    ,NCC       ,30/12/2025,00000185.67,00000187.29,00000185.50,00000186.00,000000003537000,      156428685.00,           839700,              311,              282
FUTSTK    ,NESTLEIND ,25/11/2025,00001276.60,00001280.30,00001265.10,00001271.00,000000015967000,     1401085350.00,          1102500,             2205,             2123
FUTSTK    ,NESTLEIND ,30/12/2025,00001284.00,00001289.40,00001274.50,00001279.60,000000000669000,      258338650.00,           202000,              404,              393
FUTSTK    ,NESTLEIND ,27/01/2026,00001291.10,00001291.10,00001282.20,00001287.50,000000000044000,        5145000.00,             4000,              008,              008
FUTSTK    ,NHPC      ,25/11/2025,00000080.80,00000081.79,00000080.66,00000081.51,000000060076800,      479904256.00,          5894400,              921,              840
FUTSTK    ,NHPC      ,30/12/2025,00000081.38,00000082.25,00000081.27,00000082.03,000000005344000,      189806976.00,          2316800,              362,              329
FUTSTK    ,NHPC      ,27/01/2026,00000082.00,00000082.75,00000082.00,00000082.57,000000000608000,        8976832.00,           108800,              017,              016
FUTSTK    ,NMDC      ,25/11/2025,00000076.80,00000077.63,00000076.60,00000076.83,000000297776250,     1760618970.00,         22855500,             3386,             2777
FUTSTK    ,NMDC      ,30/12/2025,00000077.54,00000078.04,00000077.02,00000077.25,000000031704750,      758608132.50,          9794250,             1451,             1012
FUTSTK    ,NMDC      ,27/01/2026,00000078.10,00000078.23,00000077.49,00000077.80,000000001822500,       34712685.00,           445500,              066,              057
FUTSTK    ,NTPC      ,25/11/2025,00000328.90,00000331.75,00000328.90,00000330.30,000000089616000,     1729559475.00,          5232000,             3488,             3180
FUTSTK    ,NTPC      ,30/12/2025,00000332.30,00000333.80,00000331.85,00000332.60,000000006450000,      516696600.00,          1552500,             1035,              877
FUTSTK    ,NTPC      ,27/01/2026,00000333.80,00000335.75,00000333.80,00000335.00,000000000958500,       19084050.00,            57000,              038,              036
FUTSTK    ,NUVAMA    ,25/11/2025,00007388.50,00007441.50,00007329.00,00007393.50,000000000339150,      939626325.00,           127050,             1694,             1488
FUTSTK    ,NUVAMA    ,30/12/2025,00007395.50,00007460.00,00007372.00,00007427.00,000000000020925,       26718225.00,             3600,              048,              042
FUTSTK    ,NUVAMA    ,27/01/2026,00007482.50,00007482.50,00007482.50,00007482.50,000000000000700,         748250.00,              100,              001,              001
FUTSTK    ,NYKAA     ,25/11/2025,00000260.27,00000270.62,00000258.31,00000269.67,000000061484375,     4431690343.75,         16596875,             5311,             4837
FUTSTK    ,NYKAA     ,30/12/2025,00000258.50,00000268.89,00000256.54,00000267.78,000000003190625,      714295437.50,          2696875,              863,              741
FUTSTK    ,NYKAA     ,27/01/2026,00000257.64,00000267.00,00000257.64,00000266.64,000000000175000,       48641781.25,           184375,              059,              055
FUTSTK    ,TATACONSUM,25/11/2025,00001163.40,00001183.40,00001161.10,00001179.70,000000013651550,     2494480560.00,          2123550,             3861,             3124
FUTSTK    ,TATACONSUM,30/12/2025,00001174.70,00001190.20,00001169.20,00001187.80,000000000623700,      493414625.00,           418000,              760,              552
FUTSTK    ,TATACONSUM,27/01/2026,00001185.00,00001197.00,00001185.00,00001194.60,000000000032450,       15746555.00,            13200,              024,              024
FUTSTK    ,TATAELXSI ,25/11/2025,00005294.50,00005325.00,00005190.00,00005303.00,000000002510300,     1574225750.00,           298300,             2983,             2147
FUTSTK    ,TATAELXSI ,30/12/2025,00005286.00,00005315.00,00005184.50,00005286.50,000000000537200,     1011526000.00,           192200,             1922,             1092
FUTSTK    ,TATAELXSI ,27/01/2026,00005330.00,00005330.00,00005230.50,00005294.00,000000000043500,       30576700.00,             5800,              058,              052
FUTSTK    ,TATAPOWER ,25/11/2025,00000390.50,00000393.40,00000389.60,00000392.85,000000060757900,     4022031097.50,         10263100,             7078,             5639
FUTSTK    ,TATAPOWER ,30/12/2025,00000393.45,00000395.85,00000392.30,00000395.35,000000004236900,      881291947.50,          2234450,             1541,              922
FUTSTK    ,TATAPOWER ,27/01/2026,00000396.00,00000398.10,00000394.55,00000397.75,000000000555350,       51744772.50,           130500,              090,              087
FUTSTK    ,TATASTEEL ,25/11/2025,00000174.99,00000174.99,00000172.81,00000173.73,000000241664500,     8987057585.00,         51766000,             9412,             7854
FUTSTK    ,TATASTEEL ,30/12/2025,00000175.61,00000175.77,00000173.99,00000174.87,000000032582000,     2247036550.00,         12859000,             2338,             2095
FUTSTK    ,TATASTEEL ,27/01/2026,00000176.31,00000176.82,00000175.00,00000175.85,000000004845500,      344748910.00,          1963500,              357,              348
FUTSTK    ,TATATECH  ,25/11/2025,00000679.15,00000686.75,00000679.15,00000684.75,000000009664000,      769463760.00,          1124800,             1406,             1141
FUTSTK    ,TATATECH  ,30/12/2025,00000684.05,00000689.00,00000682.25,00000687.15,000000001885600,      397074760.00,           578400,              723,              522
FUTSTK    ,TATATECH  ,27/01/2026,00000688.50,00000692.20,00000687.50,00000690.40,000000000106400,       17668840.00,            25600,              032,              028
FUTSTK    ,TECHM     ,25/11/2025,00001437.20,00001456.70,00001436.50,00001455.10,000000019548600,     2245020360.00,          1547400,             2579,             2412
FUTSTK    ,TECHM     ,30/12/2025,00001454.20,00001466.00,00001450.20,00001464.60,000000000924000,      289815600.00,           198600,              331,              304
FUTSTK    ,TECHM     ,27/01/2026,00001465.00,00001473.00,00001462.00,00001472.80,000000000088200,       22907760.00,            15600,              026,              025
FUTSTK    ,TIINDIA   ,25/11/2025,00003022.30,00003113.00,00003022.30,00003095.70,000000001951200,      565433520.00,           182800,              914,              863
FUTSTK    ,TIINDIA   ,30/12/2025,00003090.00,00003130.00,00003086.50,00003117.30,000000000036800,      109522400.00,            35200,              176,              153
FUTSTK    ,TIINDIA   ,27/01/2026,00003128.00,00003140.00,00003115.60,00003140.00,000000000003000,        3757880.00,             1200,              006,              006
FUTSTK    ,TITAGARH  ,25/11/2025,00000874.30,00000905.00,00000874.30,00000883.10,000000005880475,     2071447887.50,          2324350,             3206,             2808
FUTSTK    ,TITAGARH  ,30/12/2025,00000879.00,00000907.40,00000877.60,00000885.15,000000000651775,      430780210.00,           482850,              666,              578
FUTSTK    ,TITAN     ,25/11/2025,00003848.40,00003876.90,00003834.20,00003869.70,000000009623775,     2617101655.00,           677775,             3873,             3467
FUTSTK    ,TITAN     ,30/12/2025,00003862.90,00003903.50,00003862.50,00003896.60,000000000437850,      706784505.00,           181825,             1039,              928
FUTSTK    ,TITAN     ,27/01/2026,00003893.60,00003926.00,00003888.00,00003921.10,000000000051100,       34915650.00,             8925,              051,              051
FUTSTK    ,TMPV      ,25/11/2025,00000378.90,00000379.90,00000363.60,00000372.40,000000065359200,    12323488280.00,         33104800,            41381,            34169
FUTSTK    ,TMPV      ,30/12/2025,00000381.60,00000382.55,00000365.80,00000374.35,000000014472800,     4558674080.00,         12175200,            15219,            12909
FUTSTK    ,TMPV      ,27/01/2026,00000386.00,00000391.00,00000369.70,00000376.80,000000002160800,      459416680.00,          1217600,             1522,             1352
FUTSTK    ,TORNTPHARM,25/11/2025,00003808.50,00003861.20,00003808.50,00003828.50,000000002124000,     1060089925.00,           276750,             1107,              996
FUTSTK    ,TORNTPHARM,30/12/2025,00003870.10,00003889.50,00003842.20,00003854.80,000000000108250,      373644050.00,            97000,              388,              388
FUTSTK    ,TORNTPHARM,27/01/2026,00003934.90,00003934.90,00003865.00,00003865.70,000000000001500,        4883850.00,             1250,              005,              004
FUTSTK    ,TORNTPOWER,25/11/2025,00001301.60,00001323.00,00001286.10,00001312.30,000000003237750,     1046620762.50,           796875,             2125,             1631
FUTSTK    ,TORNTPOWER,30/12/2025,00001315.80,00001330.00,00001311.30,00001321.80,000000000166125,       98585625.00,            74625,              199,              184
FUTSTK    ,TORNTPOWER,27/01/2026,00001331.10,00001333.00,00001328.00,00001329.00,000000000022100,        5090267.50,             3825,              009,              007
FUTSTK    ,TVSMOTOR  ,25/11/2025,00003403.00,00003488.00,00003395.50,00003479.40,000000008343475,     3932045792.50,          1137675,             6501,             5658
FUTSTK    ,TVSMOTOR  ,30/12/2025,00003422.20,00003508.50,00003422.00,00003502.30,000000000179375,      486953985.00,           140000,              800,              725
FUTSTK    ,TVSMOTOR  ,27/01/2026,00003452.00,00003528.00,00003452.00,00003521.20,000000000022750,       41545017.50,            11900,              068,              065
FUTSTK    ,ULTRACEMCO,25/11/2025,00011880.00,00011891.00,00011781.00,00011804.00,000000002357750,     2179693600.00,           184500,             3690,             3227
FUTSTK    ,ULTRACEMCO,30/12/2025,00011970.00,00011970.00,00011862.00,00011885.00,000000000154150,      654263200.00,            55000,             1100,             1039
FUTSTK    ,ULTRACEMCO,27/01/2026,00012007.00,00012007.00,00011938.00,00011944.00,000000000006400,       15557400.00,             1300,              026,              026
FUTSTK    ,UNIONBANK ,25/11/2025,00000153.92,00000156.60,00000153.22,00000154.56,000000079716375,     1927662661.50,         12412125,             2805,             2525
FUTSTK    ,UNIONBANK ,30/12/2025,00000154.94,00000157.50,00000154.90,00000155.62,000000008637600,      462139920.00,          2955900,              668,              588
FUTSTK    ,UNIONBANK ,27/01/2026,00000155.91,00000158.15,00000155.59,00000156.48,000000001110675,       45927606.00,           292050,              066,              062
FUTSTK    ,UNITDSPR  ,25/11/2025,00001439.60,00001439.60,00001428.30,00001436.00,000000014553200,      919946080.00,           641600,             1604,             1483
FUTSTK    ,UNITDSPR  ,30/12/2025,00001447.90,00001448.50,00001438.20,00001445.50,000000000350000,      124113000.00,            86000,              215,              188
FUTSTK    ,UNITDSPR  ,27/01/2026,00001453.50,00001455.80,00001446.00,00001453.60,000000000046400,       15671240.00,            10800,              027,              024
FUTSTK    ,UNOMINDA  ,25/11/2025,00001316.90,00001317.00,00001301.10,00001304.40,000000004536400,      588017650.00,           449900,              818,              783
FUTSTK    ,UNOMINDA  ,30/12/2025,00001323.50,00001323.50,00001310.00,00001311.80,000000000108900,       46227555.00,            35200,              064,              061
FUTSTK    ,UNOMINDA  ,27/01/2026,00001324.50,00001324.50,00001324.50,00001324.50,000000000008800,         728475.00,              550,              001,              001
FUTSTK    ,UPL       ,25/11/2025,00000762.05,00000774.95,00000762.05,00000773.35,000000033113490,     3682908563.50,          4780440,             3528,             3030
FUTSTK    ,UPL       ,30/12/2025,00000767.65,00000779.00,00000767.20,00000777.50,000000001555540,     1209333706.00,          1560960,             1152,              818
