INSTRUMENT,SYMBOL    ,EXP_DATE  ,STR_PRICE  ,OPT_TYPE,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      ,NOTION_VAL        ,PR_VAL            
OPTIDX    ,BANKNIFTY ,25/11/2025,00053300.00,PE      ,00000010.05,00000010.05,00000006.65,00000007.50,000000000002940,            12390,              354,              107,      660494084.25,         107084.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00053500.00,CE      ,00005347.85,00005511.60,00005347.85,00005509.60,000000000019110,              805,              023,              019,       47461233.75,        4393733.75
OPTIDX    ,BANKNIFTY ,25/11/2025,00053500.00,PE      ,00000008.30,00000009.10,00000007.20,00000008.00,000000000166215,           321860,             9196,             3284,    17222151166.50,        2641166.50
OPTIDX    ,BANKNIFTY ,25/11/2025,00053700.00,PE      ,00000009.05,00000011.30,00000007.70,00000008.25,000000000007105,            11025,              315,              108,      592139411.50,          96911.50
OPTIDX    ,BANKNIFTY ,25/11/2025,00053900.00,PE      ,00000011.20,00000011.20,00000006.50,00000007.80,000000000005565,             4410,              126,              065,      237740378.75,          41378.75
OPTIDX    ,BANKNIFTY ,25/11/2025,00054100.00,PE      ,00000010.50,00000016.10,00000007.65,00000009.30,000000000005845,            17220,              492,              189,      931777418.25,         175418.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00054300.00,PE      ,00000011.10,00000013.25,00000009.45,00000010.20,000000000011655,            17500,              500,              188,      950435046.75,         185046.75
OPTIDX    ,BANKNIFTY ,25/11/2025,00054500.00,CE      ,00004455.10,00004555.80,00004455.10,00004500.30,000000000014770,              770,              022,              015,       45441390.75,        3476390.75
OPTIDX    ,BANKNIFTY ,25/11/2025,00054500.00,PE      ,00000012.90,00000013.95,00000009.75,00000010.50,000000000213535,           596400,            17040,             7262,    32510460524.50,        6660524.50
OPTIDX    ,BANKNIFTY ,25/11/2025,00054700.00,PE      ,00000016.85,00000016.85,00000010.90,00000011.85,000000000017150,            31675,              905,              397,     1733017627.25,         395127.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00054900.00,PE      ,00000014.15,00000020.80,00000011.20,00000012.45,000000000016275,            31745,              907,              384,     1743228886.00,         428386.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00055100.00,PE      ,00000016.65,00000017.40,00000012.80,00000013.90,000000000024885,            68320,             1952,              810,     3765411216.00,         979216.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00055300.00,PE      ,00000018.80,00000019.95,00000013.65,00000015.05,000000000022960,           189175,             5405,             1797,    10464302980.25,        2925480.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00055500.00,CE      ,00003260.05,00003562.10,00003260.00,00003529.70,000000000082250,             4830,              138,              105,      284904033.75,       16839033.75
OPTIDX    ,BANKNIFTY ,25/11/2025,00055500.00,PE      ,00000023.45,00000023.45,00000015.00,00000016.30,000000000593775,          1323035,            37801,            16620,    73450791153.25,       22348653.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00055700.00,CE      ,00003305.90,00003327.35,00003305.90,00003327.35,000000000001120,              105,              003,              003,        6196370.25,         347870.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00055700.00,PE      ,00000029.00,00000029.00,00000017.50,00000018.95,000000000057960,           151060,             4316,             2294,     8417045420.00,        3003420.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00055900.00,CE      ,00003112.75,00003115.85,00003112.75,00003115.85,000000000002520,              070,              002,              002,        4131001.00,         218001.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00055900.00,PE      ,00000035.35,00000035.35,00000019.20,00000020.80,000000000040670,           147140,             4204,             2122,     8228484292.00,        3358292.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00056100.00,CE      ,00002885.60,00002885.60,00002885.30,00002885.30,000000000001260,              105,              003,              003,        6193475.75,         302975.75
OPTIDX    ,BANKNIFTY ,25/11/2025,00056100.00,PE      ,00000035.35,00000036.95,00000022.05,00000023.35,000000000038710,           127540,             3644,             2223,     7158202275.00,        3208275.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00056300.00,CE      ,00002705.00,00002705.00,00002703.00,00002703.00,000000000002135,              070,              002,              002,        4130280.00,         189280.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00056300.00,PE      ,00000041.85,00000041.85,00000025.00,00000026.55,000000000047355,           357420,            10212,             4570,    20133061989.25,       10315989.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00056500.00,CE      ,00002252.65,00002578.45,00002250.00,00002550.60,000000000066220,            19740,              564,              296,     1164948144.50,       49638144.50
OPTIDX    ,BANKNIFTY ,25/11/2025,00056500.00,PE      ,00000042.15,00000045.55,00000028.70,00000030.30,000000000643650,          1657880,            47368,            22674,    93725053514.75,       54833514.75
OPTIDX    ,BANKNIFTY ,25/11/2025,00056700.00,CE      ,00002100.00,00002355.00,00002100.00,00002355.00,000000000009730,              210,              006,              006,       12377799.00,         470799.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00056700.00,PE      ,00000054.20,00000054.20,00000033.45,00000034.90,000000000150360,           392420,            11212,             5874,    22265643783.25,       15429783.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00056900.00,CE      ,00001925.00,00002162.90,00001925.00,00002153.45,000000000010080,             1295,              037,              037,       76449458.75,        2763958.75
OPTIDX    ,BANKNIFTY ,25/11/2025,00056900.00,PE      ,00000070.00,00000070.00,00000039.50,00000041.60,000000000274960,           404460,            11556,             7214,    23032535779.75,       18761779.75
OPTIDX    ,BANKNIFTY ,25/11/2025,00057100.00,CE      ,00001739.00,00002005.95,00001739.00,00001969.15,000000000011620,             4305,              123,              119,      254213601.25,        8398101.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00057100.00,PE      ,00000076.00,00000081.00,00000046.10,00000048.35,000000000126875,           421505,            12043,             7758,    24090310214.25,       22374714.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00057300.00,CE      ,00001550.90,00001805.35,00001550.90,00001768.20,000000000019565,             2485,              071,              062,      146627866.00,        4237366.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00057300.00,PE      ,00000086.00,00000098.65,00000055.80,00000058.20,000000000201775,           474740,            13564,             8923,    27234234644.75,       31632644.75
OPTIDX    ,BANKNIFTY ,25/11/2025,00057500.00,CE      ,00001337.65,00001630.40,00001327.75,00001593.30,000000000177065,           142555,             4073,             2879,     8418165229.25,      221252729.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00057500.00,PE      ,00000112.00,00000117.20,00000067.45,00000070.65,000000000850500,          2063775,            58965,            32939,   118833282867.25,      166220367.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00057700.00,CE      ,00001187.40,00001450.25,00001148.15,00001413.00,000000000055510,            42805,             1223,              551,     2528128198.75,       58279698.75
OPTIDX    ,BANKNIFTY ,25/11/2025,00057700.00,PE      ,00000150.00,00000150.00,00000082.65,00000087.15,000000000204540,           542920,            15512,            11128,    31380316660.00,       53832660.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00057900.00,CE      ,00000989.00,00001271.45,00000975.95,00001234.45,000000000069090,            70490,             2014,             1288,     4163645913.00,       82274913.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00057900.00,PE      ,00000194.00,00000194.00,00000104.60,00000109.30,000000000204715,           516355,            14753,            10956,    29962093460.25,       65138960.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00058100.00,CE      ,00000828.00,00001110.00,00000797.35,00001062.95,000000000094710,           147665,             4219,             2700,     8728974154.25,      149637654.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00058100.00,PE      ,00000228.95,00000228.95,00000132.50,00000139.10,000000000244230,           607775,            17365,            12920,    35409896753.00,       98169253.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00058300.00,CE      ,00000724.00,00000945.00,00000674.25,00000892.65,000000000146685,           409360,            11696,             8436,    24212526472.75,      346838472.75
OPTIDX    ,BANKNIFTY ,25/11/2025,00058300.00,PE      ,00000299.95,00000299.95,00000168.05,00000175.70,000000000272930,           859180,            24548,            18329,    50266702876.25,      176508876.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00058500.00,CE      ,00000600.00,00000792.00,00000545.55,00000742.15,000000001559320,          3735305,           106723,            73688,   221176795313.25,     2661452813.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00058500.00,PE      ,00000368.95,00000383.80,00000211.90,00000222.90,000000001888355,          4633440,           132384,            89196,   272213328509.50,     1157088509.50
OPTIDX    ,BANKNIFTY ,25/11/2025,00058700.00,CE      ,00000477.00,00000656.25,00000445.05,00000609.25,000000000177765,          2305870,            65882,            49659,   136681201755.00,     1326632755.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00058700.00,PE      ,00000491.40,00000491.40,00000273.65,00000286.45,000000000299670,          2211265,            63179,            45967,   130522940950.50,      721685450.50
OPTIDX    ,BANKNIFTY ,25/11/2025,00058900.00,CE      ,00000375.00,00000532.10,00000347.45,00000486.15,000000000305900,          5490240,           156864,           109301,   326020150534.75,     2645014534.75
OPTIDX    ,BANKNIFTY ,25/11/2025,00058900.00,PE      ,00000550.05,00000553.95,00000344.90,00000365.20,000000000372365,          5045110,           144146,            99643,   299130082968.50,     1973103968.50
OPTIDX    ,BANKNIFTY ,25/11/2025,00059100.00,CE      ,00000285.00,00000421.00,00000269.90,00000380.40,000000000195930,          1887340,            53924,            42442,   112251529524.75,      709735524.75
OPTIDX    ,BANKNIFTY ,25/11/2025,00059100.00,PE      ,00000670.00,00000670.00,00000436.40,00000458.35,000000000124390,          1038695,            29677,            23205,    61890053760.50,      503179260.50
OPTIDX    ,BANKNIFTY ,25/11/2025,00059300.00,CE      ,00000208.05,00000333.00,00000204.95,00000290.75,000000000415520,          2486225,            71035,            53193,   148156869103.25,      723726603.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00059300.00,PE      ,00000825.55,00000825.55,00000547.10,00000566.70,000000000047005,           279230,             7978,             6326,    16726009214.25,      167670214.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00059500.00,CE      ,00000157.15,00000252.00,00000156.00,00000218.60,000000000657440,          3086160,            88176,            62115,   184292397983.75,      665877983.75
OPTIDX    ,BANKNIFTY ,25/11/2025,00059500.00,PE      ,00000900.00,00000947.20,00000669.75,00000693.70,000000000100065,           432040,            12344,             9022,    26020521476.25,      314141476.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00059700.00,CE      ,00000126.05,00000189.60,00000117.75,00000162.10,000000000111580,           880320,            25152,            18055,    52696612137.75,      141508137.75
OPTIDX    ,BANKNIFTY ,25/11/2025,00059700.00,PE      ,00001078.30,00001078.30,00000811.45,00000839.25,000000000013755,            33425,              955,              545,     2024929676.00,       29457176.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00059900.00,CE      ,00000097.05,00000142.05,00000089.35,00000119.05,000000000088270,           686700,            19620,            14196,    41215295513.00,       81965513.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00059900.00,PE      ,00001377.25,00001377.50,00000968.90,00000999.05,000000000004830,            11060,              316,              206,      674284273.25,       11790273.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00060100.00,CE      ,00000073.80,00000105.00,00000067.65,00000086.40,000000000092120,           719495,            20557,            14342,    43305076899.00,       63427399.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00060100.00,PE      ,00001237.95,00001237.95,00001138.10,00001166.95,000000000002065,             2695,              077,              039,      165111791.25,        3142291.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00060300.00,CE      ,00000058.30,00000077.55,00000050.10,00000062.90,000000000082180,           545965,            15599,            11355,    32957292271.75,       35602771.75
OPTIDX    ,BANKNIFTY ,25/11/2025,00060300.00,PE      ,00001397.00,00001397.00,00001311.10,00001353.35,000000000000770,              700,              020,              017,       43160276.25,         950276.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00060500.00,CE      ,00000039.90,00000057.75,00000038.85,00000045.75,000000000517685,          1741810,            49766,            27778,   105462924638.75,       83419638.75
OPTIDX    ,BANKNIFTY ,25/11/2025,00060500.00,PE      ,00001825.00,00001825.00,00001484.00,00001516.00,000000000006580,            10010,              286,              175,      621118536.50,       15513536.50
OPTIDX    ,BANKNIFTY ,25/11/2025,00060700.00,CE      ,00000035.90,00000043.40,00000030.60,00000034.05,000000000064645,           253995,             7257,             4575,    15426644807.00,        9148307.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00060900.00,CE      ,00000032.10,00000033.45,00000024.00,00000025.70,000000000066745,           274785,             7851,             5216,    16742108710.25,        7702210.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00060900.00,PE      ,00001955.45,00002000.00,00001940.40,00002000.00,000000000000455,              175,              005,              005,       11000522.75,         343022.75
OPTIDX    ,BANKNIFTY ,25/11/2025,00061100.00,CE      ,00000025.90,00000026.95,00000019.30,00000020.80,000000000083230,           269570,             7702,             4891,    16476871272.75,        6144272.75
OPTIDX    ,BANKNIFTY ,25/11/2025,00061300.00,CE      ,00000020.80,00000023.05,00000013.60,00000016.00,000000000037870,           125300,             3580,             2181,     7683160600.50,        2270600.50
OPTIDX    ,BANKNIFTY ,25/11/2025,00061500.00,CE      ,00000019.00,00000019.00,00000012.60,00000013.45,000000000537950,           852705,            24363,            13832,    52454002923.00,       12645423.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00061500.00,PE      ,00002700.05,00002700.05,00002608.35,00002608.35,000000000001050,              455,              013,              006,       29203256.25,        1220756.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00061700.00,CE      ,00000015.80,00000015.90,00000011.00,00000011.40,000000000028105,            54845,             1567,              773,     3384651007.50,         714507.50
OPTIDX    ,BANKNIFTY ,25/11/2025,00061700.00,PE      ,00002750.00,00002750.20,00002750.00,00002750.20,000000000000280,              070,              002,              002,        4511507.00,         192507.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00061900.00,CE      ,00000013.10,00000013.95,00000009.60,00000010.00,000000000014280,            60410,             1726,             1110,     3740086770.00,         707770.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00062100.00,CE      ,00000012.45,00000012.55,00000008.60,00000009.40,000000000017815,            59955,             1713,             1020,     3723845322.75,         639822.75
OPTIDX    ,BANKNIFTY ,25/11/2025,00062300.00,CE      ,00000011.80,00000011.85,00000007.90,00000008.70,000000000011410,            21770,              622,              306,     1356486397.00,         215397.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00062500.00,CE      ,00000010.60,00000010.60,00000006.90,00000007.35,000000000271600,           378770,            10822,             6547,    23676361964.50,        3236964.50
OPTIDX    ,BANKNIFTY ,25/11/2025,00062700.00,CE      ,00000010.90,00000010.90,00000006.80,00000007.30,000000000015715,            24325,              695,              276,     1525385811.25,         208311.25
OPTIDX    ,BANKNIFTY ,25/11/2025,00062900.00,CE      ,00000010.55,00000011.50,00000005.65,00000006.90,000000000004655,            23205,              663,              302,     1459784754.75,         190254.75
OPTIDX    ,BANKNIFTY ,25/11/2025,00063100.00,CE      ,00000009.25,00000009.30,00000006.10,00000006.55,000000000006195,             5110,              146,              103,      322480473.00,          39473.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00063300.00,CE      ,00000008.40,00000008.60,00000005.50,00000006.25,000000000004550,             7875,              225,              116,      498546832.00,          59332.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00063500.00,CE      ,00000009.60,00000009.60,00000004.90,00000005.20,000000000102760,           192010,             5486,             3485,    12193844005.00,        1209005.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00063500.00,PE      ,00004588.00,00004588.00,00004483.05,00004483.05,000000000001995,             1575,              045,              024,      107156994.00,        7144494.00
OPTIDX    ,BANKNIFTY ,25/11/2025,00064500.00,CE      ,00000005.50,00000006.40,00000003.65,00000004.10,000000000047495,           144515,             4129,             2995,     9321927240.50,         709740.50
OPTIDX    ,BANKNIFTY ,25/11/2025,00065500.00,CE      ,00000004.35,00000005.20,00000002.70,00000002.80,000000000217385,            70175,             2005,              889,     4596698340.50,         235840.50
OPTIDX    ,BANKNIFTY ,30/12/2025,00043500.00,PE      ,00000002.80,00000015.00,00000002.80,00000009.90,000000000002775,             3360,              096,              021,      146188554.75,          28554.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00046500.00,PE      ,00000005.15,00000010.30,00000002.15,00000009.35,000000000010255,             9030,              258,              053,      419968283.00,          73283.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00047500.00,PE      ,00000010.30,00000013.70,00000010.30,00000013.10,000000000003570,             4130,              118,              027,      196228980.50,          53980.50
OPTIDX    ,BANKNIFTY ,30/12/2025,00048500.00,CE      ,00010700.00,00010700.00,00010700.00,00010700.00,000000000000035,              035,              001,              001,        2072000.00,         374500.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00048500.00,PE      ,00000012.30,00000019.45,00000012.30,00000014.40,000000000004620,              875,              025,              004,       42451713.50,          14213.50
OPTIDX    ,BANKNIFTY ,30/12/2025,00049500.00,PE      ,00000019.45,00000019.45,00000019.45,00000019.45,000000000001505,              035,              001,              001,        1733180.75,            680.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00049900.00,PE      ,00000010.15,00000010.15,00000010.15,00000010.15,000000000000280,              280,              008,              001,       13974842.00,           2842.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00050500.00,CE      ,00008650.00,00008815.75,00008650.00,00008815.75,000000000000175,              070,              002,              002,        4146301.25,         611301.25
OPTIDX    ,BANKNIFTY ,30/12/2025,00050500.00,PE      ,00000015.30,00000025.00,00000014.70,00000020.35,000000000003395,             6020,              172,              077,      304127647.25,         117647.25
OPTIDX    ,BANKNIFTY ,30/12/2025,00051500.00,PE      ,00000017.70,00000031.80,00000016.70,00000024.35,000000000005075,            11550,              330,              156,      595109460.75,         284460.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00051900.00,CE      ,00007417.80,00007417.80,00007417.80,00007417.80,000000000000035,              035,              001,              001,        2076123.00,         259623.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00052100.00,CE      ,00007221.10,00007221.10,00007221.10,00007221.10,000000000000035,              035,              001,              001,        2076238.50,         252738.50
OPTIDX    ,BANKNIFTY ,30/12/2025,00052300.00,CE      ,00007024.45,00007024.45,00007024.45,00007024.45,000000000000035,              035,              001,              001,        2076355.75,         245855.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00052500.00,PE      ,00000026.70,00000034.25,00000026.15,00000029.50,000000000035795,            14490,              414,              217,      761175723.00,         450723.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00052700.00,CE      ,00006631.55,00006631.55,00006631.55,00006631.55,000000000000035,              035,              001,              001,        2076604.25,         232104.25
OPTIDX    ,BANKNIFTY ,30/12/2025,00052900.00,PE      ,00000031.90,00000033.45,00000024.85,00000029.35,000000000000560,              665,              019,              005,       35199444.00,          20944.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00053500.00,CE      ,00005687.55,00005828.60,00005528.80,00005828.60,000000000000455,              875,              025,              019,       51821462.00,        5008962.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00053500.00,PE      ,00000052.95,00000052.95,00000034.95,00000036.70,000000000034720,            21490,              614,              305,     1150545684.75,         830684.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00053700.00,CE      ,00005654.50,00005674.70,00005654.50,00005664.60,000000000000070,              070,              002,              002,        4155522.00,         396522.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00053900.00,CE      ,00005456.55,00005474.65,00005456.55,00005465.60,000000000000140,              070,              002,              002,        4155592.00,         382592.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00054100.00,CE      ,00005263.20,00005263.20,00005263.20,00005263.20,000000000000140,              035,              001,              001,        2077712.00,         184212.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00054300.00,CE      ,00005069.50,00005069.50,00005069.50,00005069.50,000000000000140,              035,              001,              001,        2077932.50,         177432.50
OPTIDX    ,BANKNIFTY ,30/12/2025,00054500.00,CE      ,00004850.00,00004876.30,00004811.10,00004860.55,000000000000910,              630,              018,              014,       37394554.75,        3059554.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00054500.00,PE      ,00000061.65,00000070.45,00000051.10,00000054.10,000000000059780,            24395,              697,              383,     1331007090.00,        1479590.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00054700.00,CE      ,00004668.10,00004668.10,00004668.10,00004668.10,000000000000210,              035,              001,              001,        2077883.50,         163383.50
OPTIDX    ,BANKNIFTY ,30/12/2025,00054700.00,PE      ,00000073.40,00000073.40,00000073.40,00000073.40,000000000000280,              280,              008,              001,       15336552.00,          20552.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00054900.00,CE      ,00004475.95,00004475.95,00004475.95,00004475.95,000000000000175,              035,              001,              001,        2078158.25,         156658.25
OPTIDX    ,BANKNIFTY ,30/12/2025,00055100.00,CE      ,00004293.60,00004293.60,00004293.60,00004293.60,000000000000700,              035,              001,              001,        2078776.00,         150276.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00055300.00,CE      ,00004107.45,00004122.45,00004107.45,00004114.95,000000000000700,              070,              002,              002,        4159046.50,         288046.50
OPTIDX    ,BANKNIFTY ,30/12/2025,00055500.00,CE      ,00003779.20,00003951.00,00003779.20,00003931.30,000000000036680,             4095,              117,              072,      243237277.50,       15964777.50
OPTIDX    ,BANKNIFTY ,30/12/2025,00055500.00,PE      ,00000119.15,00000119.15,00000089.00,00000090.70,000000000132470,            58415,             1669,             1031,     3247841602.25,        5809102.25
OPTIDX    ,BANKNIFTY ,30/12/2025,00055700.00,CE      ,00003719.05,00003720.65,00003719.05,00003720.65,000000000000280,              070,              002,              002,        4159389.50,         260389.50
OPTIDX    ,BANKNIFTY ,30/12/2025,00055700.00,PE      ,00000108.00,00000110.15,00000096.10,00000096.10,000000000010045,             1015,              029,              013,       56644880.25,         109380.25
OPTIDX    ,BANKNIFTY ,30/12/2025,00055900.00,CE      ,00003439.15,00003519.45,00003439.15,00003518.20,000000000000385,              140,              004,              004,        8314946.50,         488946.50
OPTIDX    ,BANKNIFTY ,30/12/2025,00056100.00,CE      ,00003345.00,00003345.00,00003345.00,00003345.00,000000000000455,              035,              001,              001,        2080575.00,         117075.00
