INSTRUMENT,SYMBOL    ,EXP_DATE  ,STR_PRICE  ,OPT_TYPE,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      ,NOTION_VAL        ,PR_VAL            
OPTSTK    ,CANBK     ,25/11/2025,00000150.00,CE      ,00000001.39,00000002.97,00000001.35,00000002.12,000000012561750,         75768750,            11225,             9115,    11545868452.50,      180555952.50
OPTSTK    ,CANBK     ,25/11/2025,00000150.00,PE      ,00000004.27,00000004.34,00000002.60,00000002.93,000000006993000,         23537250,             3487,             2593,     3598779037.50,       68191537.50
OPTSTK    ,CANBK     ,25/11/2025,00000151.00,CE      ,00000001.05,00000002.47,00000001.03,00000001.72,000000001734750,         13216500,             1958,             1822,     2021891355.00,       26199855.00
OPTSTK    ,CANBK     ,25/11/2025,00000151.00,PE      ,00000003.52,00000003.75,00000003.12,00000003.53,000000000128250,          1127250,              167,              157,      174010477.50,        3795727.50
OPTSTK    ,CANBK     ,25/11/2025,00000152.00,CE      ,00000000.95,00000002.04,00000000.95,00000001.39,000000005082750,         20891250,             3095,             2784,     3208923000.00,       33453000.00
OPTSTK    ,CANBK     ,25/11/2025,00000152.00,PE      ,00000005.26,00000005.26,00000003.70,00000004.15,000000000162000,           972000,              144,              137,      151632607.50,        3888607.50
OPTSTK    ,CANBK     ,25/11/2025,00000153.00,CE      ,00000000.76,00000001.65,00000000.76,00000001.08,000000000965250,          8498250,             1259,             1181,     1311002685.00,       10770435.00
OPTSTK    ,CANBK     ,25/11/2025,00000153.00,PE      ,00000005.68,00000005.68,00000004.32,00000004.84,000000000101250,           391500,              058,              058,       61735500.00,        1836000.00
OPTSTK    ,CANBK     ,25/11/2025,00000154.00,CE      ,00000000.60,00000001.32,00000000.60,00000000.84,000000003206250,         11893500,             1762,             1544,     1843624530.00,       12025530.00
OPTSTK    ,CANBK     ,25/11/2025,00000154.00,PE      ,00000005.79,00000005.98,00000005.09,00000005.72,000000000087750,           202500,              030,              025,       32301247.50,        1116247.50
OPTSTK    ,CANBK     ,25/11/2025,00000155.00,CE      ,00000000.42,00000001.05,00000000.42,00000000.66,000000004968000,         19298250,             2859,             2165,     3006996750.00,       15768000.00
OPTSTK    ,CANBK     ,25/11/2025,00000155.00,PE      ,00000007.26,00000007.26,00000005.73,00000006.43,000000000540000,          1201500,              178,              115,      193742550.00,        7510050.00
OPTSTK    ,CANBK     ,25/11/2025,00000156.00,CE      ,00000000.40,00000000.83,00000000.38,00000000.52,000000003638250,          7816500,             1158,              806,     1224309735.00,        4935735.00
OPTSTK    ,CANBK     ,25/11/2025,00000156.00,PE      ,00000008.57,00000008.57,00000006.68,00000007.25,000000000074250,           864000,              128,              102,      141035377.50,        6251377.50
OPTSTK    ,CANBK     ,25/11/2025,00000157.00,CE      ,00000000.41,00000000.67,00000000.39,00000000.41,000000000607500,          1302750,              193,              164,      205205265.00,         673515.00
OPTSTK    ,CANBK     ,25/11/2025,00000157.00,PE      ,00000008.35,00000008.35,00000007.60,00000008.15,000000000040500,           101250,              015,              015,       16695922.50,         799672.50
OPTSTK    ,CANBK     ,25/11/2025,00000158.00,CE      ,00000000.21,00000000.52,00000000.21,00000000.33,000000002639250,          5845500,              866,              629,      925842217.50,        2253217.50
OPTSTK    ,CANBK     ,25/11/2025,00000158.00,PE      ,00000008.91,00000009.22,00000008.44,00000009.06,000000000060750,           121500,              018,              018,       20262825.00,        1065825.00
OPTSTK    ,CANBK     ,25/11/2025,00000160.00,CE      ,00000000.11,00000000.34,00000000.10,00000000.21,000000002301750,          6075000,              900,              751,      973565865.00,        1565865.00
OPTSTK    ,CANBK     ,25/11/2025,00000160.00,PE      ,00000011.00,00000011.00,00000010.26,00000010.81,000000000283500,            81000,              012,              010,       13810905.00,         850905.00
OPTSTK    ,CANBK     ,25/11/2025,00000162.00,CE      ,00000000.20,00000000.21,00000000.12,00000000.14,000000001714500,          4286250,              635,              470,      695077132.50,         704632.50
OPTSTK    ,CANBK     ,25/11/2025,00000162.00,PE      ,00000013.73,00000013.73,00000012.17,00000012.85,000000000600750,           681750,              101,              051,      119153025.00,        8709525.00
OPTSTK    ,CANBK     ,30/12/2025,00000112.00,PE      ,00000000.10,00000000.10,00000000.10,00000000.10,000000000108000,             6750,              001,              001,         756675.00,            675.00
OPTSTK    ,CANBK     ,30/12/2025,00000120.00,CE      ,00000030.40,00000030.50,00000030.04,00000030.20,000000000054000,            47250,              007,              007,        7102620.00,        1432620.00
OPTSTK    ,CANBK     ,30/12/2025,00000120.00,PE      ,00000000.21,00000000.21,00000000.20,00000000.21,000000000432000,            20250,              003,              003,        2434185.00,           4185.00
OPTSTK    ,CANBK     ,30/12/2025,00000124.00,CE      ,00000026.75,00000026.75,00000026.75,00000026.75,000000000006750,             6750,              001,              001,        1017562.50,         180562.50
OPTSTK    ,CANBK     ,30/12/2025,00000125.00,PE      ,00000000.29,00000000.30,00000000.24,00000000.29,000000000371250,           600750,              089,              030,       75268237.50,         174487.50
OPTSTK    ,CANBK     ,30/12/2025,00000126.00,PE      ,00000000.26,00000000.27,00000000.26,00000000.27,000000000310500,            74250,              011,              009,        9375142.50,          19642.50
OPTSTK    ,CANBK     ,30/12/2025,00000127.00,PE      ,00000000.34,00000000.38,00000000.34,00000000.38,000000000047250,            47250,              007,              007,        6017152.50,          16402.50
OPTSTK    ,CANBK     ,30/12/2025,00000130.00,CE      ,00000020.50,00000021.00,00000020.50,00000020.70,000000001478250,            87750,              013,              010,       13226625.00,        1819125.00
OPTSTK    ,CANBK     ,30/12/2025,00000130.00,PE      ,00000000.52,00000000.52,00000000.42,00000000.45,000000002524500,          1424250,              211,              170,      185795505.00,         643005.00
OPTSTK    ,CANBK     ,30/12/2025,00000132.00,PE      ,00000000.65,00000000.65,00000000.50,00000000.54,000000000337500,           209250,              031,              027,       27735817.50,         114817.50
OPTSTK    ,CANBK     ,30/12/2025,00000134.00,CE      ,00000015.52,00000015.52,00000015.52,00000015.52,000000000020250,             6750,              001,              001,        1009260.00,         104760.00
OPTSTK    ,CANBK     ,30/12/2025,00000135.00,CE      ,00000015.50,00000016.60,00000015.50,00000016.00,000000000135000,            87750,              013,              013,       13266787.50,        1420537.50
OPTSTK    ,CANBK     ,30/12/2025,00000135.00,PE      ,00000000.84,00000000.90,00000000.68,00000000.78,000000001937250,          2929500,              434,              387,      397655392.50,        2172892.50
OPTSTK    ,CANBK     ,30/12/2025,00000136.00,PE      ,00000000.92,00000000.92,00000000.79,00000000.88,000000000054000,            81000,              012,              011,       11084647.50,          68647.50
OPTSTK    ,CANBK     ,30/12/2025,00000137.00,PE      ,00000001.01,00000001.01,00000000.91,00000000.92,000000000067500,            81000,              012,              009,       11176312.50,          79312.50
OPTSTK    ,CANBK     ,30/12/2025,00000138.00,PE      ,00000001.04,00000001.14,00000000.98,00000001.13,000000000229500,           135000,              020,              020,       18773640.00,         143640.00
OPTSTK    ,CANBK     ,30/12/2025,00000139.00,PE      ,00000001.36,00000001.36,00000001.21,00000001.25,000000000054000,            40500,              006,              006,        5680462.50,          50962.50
OPTSTK    ,CANBK     ,30/12/2025,00000140.00,CE      ,00000010.20,00000012.40,00000010.10,00000011.52,000000002828250,          2295000,              340,              206,      347837962.50,       26537962.50
OPTSTK    ,CANBK     ,30/12/2025,00000140.00,PE      ,00000002.00,00000002.00,00000001.25,00000001.41,000000003422250,          4448250,              659,              534,      628881300.00,        6126300.00
OPTSTK    ,CANBK     ,30/12/2025,00000141.00,PE      ,00000001.76,00000001.76,00000001.45,00000001.69,000000000067500,            74250,              011,              011,       10584945.00,         115695.00
OPTSTK    ,CANBK     ,30/12/2025,00000142.00,CE      ,00000007.50,00000010.65,00000007.50,00000010.00,000000000135000,            40500,              006,              006,        6151747.50,         400747.50
OPTSTK    ,CANBK     ,30/12/2025,00000142.00,PE      ,00000002.01,00000002.01,00000001.65,00000001.85,000000000364500,           668250,              099,              093,       96079500.00,        1188000.00
OPTSTK    ,CANBK     ,30/12/2025,00000143.00,CE      ,00000008.25,00000009.65,00000008.25,00000009.61,000000000040500,            60750,              009,              009,        9260055.00,         572805.00
OPTSTK    ,CANBK     ,30/12/2025,00000143.00,PE      ,00000002.40,00000002.40,00000001.94,00000002.12,000000000108000,           141750,              021,              020,       20559420.00,         289170.00
OPTSTK    ,CANBK     ,30/12/2025,00000144.00,CE      ,00000007.00,00000009.00,00000007.00,00000008.66,000000000148500,           128250,              019,              013,       19501965.00,        1033965.00
OPTSTK    ,CANBK     ,30/12/2025,00000144.00,PE      ,00000002.30,00000002.30,00000002.30,00000002.30,000000000027000,            13500,              002,              001,        1975050.00,          31050.00
OPTSTK    ,CANBK     ,30/12/2025,00000145.00,CE      ,00000007.00,00000008.55,00000007.00,00000007.93,000000001120500,          1309500,              194,              139,      200465955.00,       10588455.00
OPTSTK    ,CANBK     ,30/12/2025,00000145.00,PE      ,00000003.30,00000003.30,00000002.40,00000002.75,000000001431000,          1667250,              247,              170,      246194910.00,        4443660.00
OPTSTK    ,CANBK     ,30/12/2025,00000146.00,CE      ,00000006.59,00000007.61,00000006.59,00000007.24,000000000135000,           128250,              019,              017,       19658835.00,         934335.00
OPTSTK    ,CANBK     ,30/12/2025,00000146.00,PE      ,00000004.60,00000004.60,00000002.85,00000003.08,000000000810000,          1080000,              160,              088,      160945852.50,        3265852.50
OPTSTK    ,CANBK     ,30/12/2025,00000147.00,CE      ,00000007.00,00000007.00,00000006.75,00000006.75,000000000013500,            13500,              002,              002,        2077312.50,          92812.50
OPTSTK    ,CANBK     ,30/12/2025,00000148.00,CE      ,00000005.00,00000006.70,00000004.99,00000006.05,000000000330750,           533250,              079,              056,       82108552.50,        3187552.50
OPTSTK    ,CANBK     ,30/12/2025,00000148.00,PE      ,00000004.50,00000004.50,00000003.50,00000003.87,000000000344250,           384750,              057,              048,       58417942.50,        1474942.50
OPTSTK    ,CANBK     ,30/12/2025,00000149.00,CE      ,00000005.61,00000006.44,00000005.50,00000005.54,000000000317250,           425250,              063,              052,       65818642.50,        2456392.50
OPTSTK    ,CANBK     ,30/12/2025,00000149.00,PE      ,00000004.35,00000004.47,00000003.97,00000004.35,000000000148500,           236250,              035,              035,       36202207.50,        1000957.50
OPTSTK    ,CANBK     ,30/12/2025,00000150.00,CE      ,00000003.88,00000005.66,00000003.88,00000005.02,000000006297750,          6669000,              988,              806,     1034188222.50,       33838222.50
OPTSTK    ,CANBK     ,30/12/2025,00000150.00,PE      ,00000005.80,00000005.80,00000004.30,00000004.83,000000002895750,          2382750,              353,              282,      368745885.00,       11333385.00
OPTSTK    ,CANBK     ,30/12/2025,00000151.00,CE      ,00000004.44,00000004.78,00000004.44,00000004.55,000000000087750,            94500,              014,              014,       14706090.00,         436590.00
OPTSTK    ,CANBK     ,30/12/2025,00000151.00,PE      ,00000005.26,00000005.30,00000004.97,00000005.29,000000000128250,           162000,              024,              021,       25302510.00,         840510.00
OPTSTK    ,CANBK     ,30/12/2025,00000152.00,CE      ,00000003.53,00000004.58,00000003.53,00000004.14,000000000398250,           371250,              055,              047,       57957997.50,        1527997.50
OPTSTK    ,CANBK     ,30/12/2025,00000152.00,PE      ,00000005.75,00000005.77,00000005.47,00000005.77,000000000054000,            54000,              008,              008,        8513505.00,         305505.00
OPTSTK    ,CANBK     ,30/12/2025,00000154.00,CE      ,00000002.65,00000003.75,00000002.65,00000003.35,000000000891000,           560250,              083,              077,       88126177.50,        1847677.50
OPTSTK    ,CANBK     ,30/12/2025,00000155.00,CE      ,00000002.69,00000003.40,00000002.69,00000003.03,000000000722250,          1161000,              172,              146,      183549240.00,        3594240.00
OPTSTK    ,CANBK     ,30/12/2025,00000155.00,PE      ,00000007.50,00000007.62,00000007.22,00000007.54,000000000843750,           877500,              130,              080,      142510860.00,        6498360.00
OPTSTK    ,CANBK     ,30/12/2025,00000156.00,CE      ,00000002.48,00000003.02,00000002.48,00000002.74,000000000438750,           357750,              053,              052,       56812927.50,        1003927.50
OPTSTK    ,CANBK     ,30/12/2025,00000157.00,CE      ,00000002.43,00000002.47,00000002.43,00000002.47,000000000013500,            13500,              002,              002,        2152575.00,          33075.00
OPTSTK    ,CANBK     ,30/12/2025,00000158.00,CE      ,00000001.90,00000002.41,00000001.89,00000002.14,000000000432000,           553500,              082,              076,       88658280.00,        1205280.00
OPTSTK    ,CANBK     ,30/12/2025,00000160.00,CE      ,00000001.49,00000001.98,00000001.31,00000001.74,000000001795500,          4414500,              654,              506,      713874465.00,        7554465.00
OPTSTK    ,CANBK     ,30/12/2025,00000160.00,PE      ,00000011.50,00000011.82,00000010.50,00000011.33,000000001836000,          2011500,              298,              168,      344339302.50,       22499302.50
OPTSTK    ,CANBK     ,30/12/2025,00000162.00,CE      ,00000001.37,00000001.50,00000001.32,00000001.36,000000000438750,           627750,              093,              080,      102577927.50,         882427.50
OPTSTK    ,CANBK     ,30/12/2025,00000162.00,PE      ,00000013.50,00000013.50,00000012.40,00000013.00,000000000067500,            67500,              010,              008,       11808450.00,         873450.00
OPTSTK    ,CANBK     ,27/01/2026,00000130.00,PE      ,00000001.16,00000001.80,00000001.16,00000001.80,000000000108000,            27000,              004,              004,        3545640.00,          35640.00
OPTSTK    ,CANBK     ,27/01/2026,00000144.00,PE      ,00000004.00,00000004.00,00000004.00,00000004.00,000000000020250,             6750,              001,              001,         999000.00,          27000.00
OPTSTK    ,CANBK     ,27/01/2026,00000146.00,CE      ,00000009.67,00000010.14,00000009.60,00000010.14,000000000027000,            33750,              005,              005,        5259802.50,         332302.50
OPTSTK    ,CANBK     ,27/01/2026,00000146.00,PE      ,00000004.99,00000004.99,00000004.60,00000004.70,000000000047250,            33750,              005,              005,        5087947.50,         160447.50
OPTSTK    ,CANBK     ,27/01/2026,00000150.00,CE      ,00000007.90,00000007.90,00000007.36,00000007.55,000000000168750,            54000,              008,              008,        8512627.50,         412627.50
OPTSTK    ,CANBK     ,27/01/2026,00000150.00,PE      ,00000006.75,00000006.80,00000006.20,00000006.80,000000000060750,            60750,              009,              009,        9513450.00,         400950.00
OPTSTK    ,CANBK     ,27/01/2026,00000156.00,CE      ,00000005.07,00000005.07,00000005.07,00000005.07,000000000020250,             6750,              001,              001,        1087222.50,          34222.50
OPTSTK    ,CANBK     ,27/01/2026,00000160.00,CE      ,00000003.50,00000004.11,00000003.50,00000003.92,000000000195750,            81000,              012,              011,       13271107.50,         311107.50
OPTSTK    ,CANBK     ,27/01/2026,00000164.00,CE      ,00000003.00,00000003.00,00000003.00,00000003.00,000000000006750,             6750,              001,              001,        1127250.00,          20250.00
OPTSTK    ,CDSL      ,25/11/2025,00001340.00,PE      ,00000000.55,00000000.65,00000000.50,00000000.65,000000000100700,            20425,              043,              042,       27380330.00,          10830.00
OPTSTK    ,CDSL      ,25/11/2025,00001360.00,PE      ,00000001.30,00000001.30,00000001.30,00000001.30,000000000035625,              475,              001,              001,         646617.50,            617.50
OPTSTK    ,CDSL      ,25/11/2025,00001380.00,PE      ,00000001.00,00000001.00,00000000.65,00000001.00,000000000057000,             1425,              003,              003,        1967758.75,           1258.75
OPTSTK    ,CDSL      ,25/11/2025,00001400.00,PE      ,00000001.45,00000001.45,00000000.95,00000001.15,000000000178600,            13300,              028,              026,       18635200.00,          15200.00
OPTSTK    ,CDSL      ,25/11/2025,00001420.00,PE      ,00000001.50,00000001.65,00000001.30,00000001.30,000000000068400,             2850,              006,              006,        4051370.00,           4370.00
OPTSTK    ,CDSL      ,25/11/2025,00001440.00,CE      ,00000220.95,00000220.95,00000192.90,00000192.90,000000000046075,              950,              002,              002,        1564578.75,         196578.75
OPTSTK    ,CDSL      ,25/11/2025,00001440.00,PE      ,00000001.75,00000002.10,00000001.30,00000001.55,000000000188575,            26125,              055,              045,       37663272.50,          43272.50
OPTSTK    ,CDSL      ,25/11/2025,00001460.00,PE      ,00000002.15,00000002.35,00000001.55,00000001.95,000000000149625,            96425,              203,              154,      140975796.25,         195296.25
OPTSTK    ,CDSL      ,25/11/2025,00001480.00,PE      ,00000003.00,00000003.00,00000002.35,00000002.60,000000000130150,            84075,              177,              145,      124648977.50,         217977.50
OPTSTK    ,CDSL      ,25/11/2025,00001500.00,CE      ,00000135.00,00000149.15,00000134.70,00000142.65,000000000301625,           302575,              637,              246,      495901282.50,       42038782.50
OPTSTK    ,CDSL      ,25/11/2025,00001500.00,PE      ,00000003.80,00000003.95,00000003.00,00000003.35,000000000583775,           261250,              550,              479,      392779518.75,         904518.75
OPTSTK    ,CDSL      ,25/11/2025,00001520.00,CE      ,00000120.00,00000120.50,00000120.00,00000120.50,000000000029925,              950,              002,              002,        1558237.50,         114237.50
OPTSTK    ,CDSL      ,25/11/2025,00001520.00,PE      ,00000004.70,00000005.10,00000003.55,00000004.05,000000000194750,           227050,              478,              457,      346048543.75,         932543.75
OPTSTK    ,CDSL      ,25/11/2025,00001540.00,CE      ,00000101.00,00000104.00,00000100.00,00000104.00,000000000080275,             2375,              005,              005,        3900462.50,         242962.50
OPTSTK    ,CDSL      ,25/11/2025,00001540.00,PE      ,00000006.65,00000006.95,00000004.60,00000005.20,000000000236550,           459325,              967,              920,      709833278.75,        2472778.75
OPTSTK    ,CDSL      ,25/11/2025,00001560.00,CE      ,00000076.00,00000093.10,00000076.00,00000083.85,000000000102600,            22325,              047,              045,       36719946.25,        1892946.25
OPTSTK    ,CDSL      ,25/11/2025,00001560.00,PE      ,00000008.95,00000009.40,00000006.05,00000007.05,000000000418475,           294975,              621,              550,      462294035.00,        2133035.00
OPTSTK    ,CDSL      ,25/11/2025,00001580.00,CE      ,00000063.00,00000075.70,00000060.20,00000067.95,000000000097850,            18050,              038,              038,       29743003.75,        1224003.75
OPTSTK    ,CDSL      ,25/11/2025,00001580.00,PE      ,00000012.15,00000014.20,00000008.85,00000010.05,000000000354350,           359100,              756,              590,      571210466.25,        3832466.25
OPTSTK    ,CDSL      ,25/11/2025,00001600.00,CE      ,00000051.95,00000060.60,00000046.10,00000052.35,000000000590900,           326800,              688,              625,      540136275.00,       17256275.00
OPTSTK    ,CDSL      ,25/11/2025,00001600.00,PE      ,00000018.90,00000020.90,00000013.10,00000015.20,000000000712025,           526775,             1109,              807,      851421611.25,        8581611.25
OPTSTK    ,CDSL      ,25/11/2025,00001620.00,CE      ,00000038.55,00000046.50,00000034.60,00000040.00,000000000326325,           761900,             1604,             1442,     1264546876.25,       30268876.25
OPTSTK    ,CDSL      ,25/11/2025,00001620.00,PE      ,00000026.30,00000030.05,00000019.50,00000022.65,000000000275025,           468350,              986,              897,      769804950.00,       11077950.00
OPTSTK    ,CDSL      ,25/11/2025,00001640.00,CE      ,00000029.55,00000035.40,00000025.00,00000029.65,000000001182750,          2113750,             4450,             3719,     3530491982.50,       63941982.50
OPTSTK    ,CDSL      ,25/11/2025,00001640.00,PE      ,00000037.90,00000040.00,00000027.95,00000031.80,000000000375725,           302100,              636,              536,      505389668.75,        9945668.75
OPTSTK    ,CDSL      ,25/11/2025,00001660.00,CE      ,00000021.35,00000025.80,00000017.50,00000021.35,000000001119100,          1235000,             2600,             2100,     2076821552.50,       26721552.50
OPTSTK    ,CDSL      ,25/11/2025,00001660.00,PE      ,00000053.30,00000053.30,00000039.00,00000043.15,000000000289750,            59375,              125,              122,      101180343.75,        2617843.75
OPTSTK    ,CDSL      ,25/11/2025,00001680.00,CE      ,00000014.60,00000018.20,00000012.00,00000014.90,000000000399000,           544350,             1146,             1001,      922651993.75,        8143993.75
OPTSTK    ,CDSL      ,25/11/2025,00001680.00,PE      ,00000066.65,00000066.65,00000050.75,00000056.05,000000000052725,            22325,              047,              047,       38807595.00,        1301595.00
OPTSTK    ,CDSL      ,25/11/2025,00001700.00,CE      ,00000010.80,00000012.70,00000008.15,00000010.05,000000001099625,          1062100,             2236,             1874,     1816439710.00,       10869710.00
OPTSTK    ,CDSL      ,25/11/2025,00001700.00,PE      ,00000078.30,00000080.45,00000065.35,00000073.65,000000000270750,            28025,              059,              057,       49693383.75,        2050883.75
OPTSTK    ,CDSL      ,25/11/2025,00001720.00,CE      ,00000007.70,00000008.45,00000005.50,00000006.85,000000000424175,           311600,              656,              579,      538069835.00,        2117835.00
OPTSTK    ,CDSL      ,25/11/2025,00001720.00,PE      ,00000097.00,00000097.20,00000082.35,00000087.40,000000000015675,             2375,              005,              005,        4301291.25,         216291.25
OPTSTK    ,CDSL      ,25/11/2025,00001740.00,CE      ,00000005.60,00000005.80,00000003.90,00000004.85,000000000442225,           478800,             1008,              838,      835427268.75,        2315268.75
OPTSTK    ,CDSL      ,25/11/2025,00001760.00,CE      ,00000002.85,00000004.25,00000002.85,00000003.50,000000000208525,           310650,              654,              602,      547833293.75,        1089293.75
OPTSTK    ,CDSL      ,25/11/2025,00001780.00,CE      ,00000002.90,00000003.15,00000002.20,00000002.60,000000000160075,           240825,              507,              406,      429306496.25,         637996.25
OPTSTK    ,CDSL      ,25/11/2025,00001800.00,CE      ,00000002.25,00000002.55,00000001.80,00000002.05,000000000613225,           335825,              707,              516,      605183297.50,         698297.50
OPTSTK    ,CDSL      ,25/11/2025,00001800.00,PE      ,00000167.00,00000172.40,00000167.00,00000172.40,000000000062225,             3800,              008,              006,        7479445.00,         639445.00
OPTSTK    ,CDSL      ,25/11/2025,00001820.00,CE      ,00000001.60,00000001.75,00000001.45,00000001.60,000000000035150,            19950,              042,              034,       36340231.25,          31231.25
OPTSTK    ,CDSL      ,25/11/2025,00001840.00,CE      ,00000001.45,00000001.45,00000001.15,00000001.25,000000000162450,            52725,              111,              073,       97078956.25,          64956.25
OPTSTK    ,CDSL      ,25/11/2025,00001880.00,CE      ,00000001.00,00000001.00,00000000.65,00000000.65,000000000139175,            19950,              042,              022,       37521556.25,          15556.25
OPTSTK    ,CDSL      ,30/12/2025,00001500.00,PE      ,00000014.80,00000015.05,00000011.65,00000013.05,000000000099275,            34675,              073,              058,       52484721.25,         472221.25
OPTSTK    ,CDSL      ,30/12/2025,00001520.00,PE      ,00000017.50,00000018.90,00000014.75,00000016.65,000000000038000,            15200,              032,              023,       23376673.75,         272673.75
OPTSTK    ,CDSL      ,30/12/2025,00001540.00,PE      ,00000023.60,00000023.65,00000019.15,00000019.50,000000000038475,             7125,              015,              014,       11124666.25,         152166.25
OPTSTK    ,CDSL      ,30/12/2025,00001560.00,CE      ,00000109.00,00000117.85,00000109.00,00000114.00,000000000010450,             9500,              020,              005,       15879440.00,        1059440.00
OPTSTK    ,CDSL      ,30/12/2025,00001560.00,PE      ,00000027.50,00000028.60,00000022.90,00000025.40,000000000056050,            35625,              075,              050,       56493816.25,         918816.25
OPTSTK    ,CDSL      ,30/12/2025,00001580.00,PE      ,00000041.65,00000041.65,00000031.65,00000031.65,000000000001425,              950,              002,              002,        1535817.50,          34817.50
OPTSTK    ,CDSL      ,30/12/2025,00001600.00,CE      ,00000084.00,00000090.10,00000079.90,00000084.25,000000000101175,            34200,              072,              051,       57633697.50,        2913697.50
OPTSTK    ,CDSL      ,30/12/2025,00001600.00,PE      ,00000043.00,00000043.60,00000035.80,00000039.25,000000000153425,            43700,              092,              076,       71647741.25,        1727741.25
OPTSTK    ,CDSL      ,30/12/2025,00001620.00,CE      ,00000075.00,00000079.70,00000070.00,00000074.00,000000000013775,            12350,              026,              026,       20933178.75,         926178.75
OPTSTK    ,CDSL      ,30/12/2025,00001640.00,CE      ,00000062.25,00000068.75,00000058.55,00000064.30,000000000067450,            60325,              127,              118,      102815293.75,        3882293.75
OPTSTK    ,CDSL      ,30/12/2025,00001640.00,PE      ,00000060.00,00000062.95,00000054.00,00000059.00,000000000035625,            18525,              039,              038,       31475590.00,        1094590.00
OPTSTK    ,CDSL      ,30/12/2025,00001660.00,CE      ,00000053.95,00000059.30,00000050.65,00000053.75,000000000039425,            31350,              066,              045,       53728983.75,        1687983.75
OPTSTK    ,CDSL      ,30/12/2025,00001660.00,PE      ,00000069.20,00000069.20,00000065.85,00000066.50,000000000001900,             1900,              004,              004,        3281276.25,         127276.25
OPTSTK    ,CDSL      ,30/12/2025,00001680.00,CE      ,00000042.70,00000050.50,00000042.70,00000044.25,000000000011875,            13300,              028,              015,       22954517.50,         610517.50
OPTSTK    ,CDSL      ,30/12/2025,00001680.00,PE      ,00000080.80,00000081.25,00000080.80,00000081.15,000000000009025,             2850,              006,              006,        5019111.25,         231111.25
OPTSTK    ,CDSL      ,30/12/2025,00001700.00,CE      ,00000037.50,00000043.40,00000035.90,00000038.75,000000000255550,           141550,              298,              246,      246237031.25,        5602031.25
OPTSTK    ,CDSL      ,30/12/2025,00001700.00,PE      ,00000099.75,00000100.00,00000087.95,00000093.00,000000000059850,            11875,              025,              025,       21314081.25,        1126581.25
OPTSTK    ,CDSL      ,30/12/2025,00001800.00,CE      ,00000020.00,00000020.00,00000014.50,00000015.25,000000000068400,            95950,              202,              154,      174242160.00,        1532160.00
OPTSTK    ,CDSL      ,30/12/2025,00001800.00,PE      ,00000172.00,00000176.00,00000162.00,00000162.00,000000000003325,             3325,              007,              005,        6557850.00,         572850.00
OPTSTK    ,CDSL      ,27/01/2026,00001520.00,PE      ,00000031.50,00000031.50,00000031.50,00000031.50,000000000003325,              475,              001,              001,         736962.50,          14962.50
OPTSTK    ,CGPOWER   ,25/11/2025,00000640.00,PE      ,00000000.20,00000000.20,00000000.15,00000000.15,000000000039100,             6800,              008,              005,        4353062.50,           1062.50
OPTSTK    ,CGPOWER   ,25/11/2025,00000650.00,PE      ,00000000.30,00000000.40,00000000.30,00000000.35,000000000160650,            10200,              012,              012,        6633782.50,           3782.50
OPTSTK    ,CGPOWER   ,25/11/2025,00000660.00,PE      ,00000000.50,00000000.60,00000000.40,00000000.40,000000000143650,            27200,              032,              027,       17964962.50,          12962.50
OPTSTK    ,CGPOWER   ,25/11/2025,00000670.00,PE      ,00000000.60,00000000.85,00000000.55,00000000.55,000000000103700,            57800,              068,              054,       38759787.50,          33787.50
OPTSTK    ,CGPOWER   ,25/11/2025,00000680.00,PE      ,00000000.90,00000001.15,00000000.65,00000000.70,000000000202300,            68850,              081,              061,       46875545.00,          57545.00
OPTSTK    ,CGPOWER   ,25/11/2025,00000690.00,CE      ,00000064.65,00000064.65,00000055.50,00000061.70,000000000017850,             3400,              004,              004,        2549915.00,         203915.00
OPTSTK    ,CGPOWER   ,25/11/2025,00000690.00,PE      ,00000001.30,00000001.55,00000000.85,00000000.95,000000000096900,            58650,              069,              069,       40536117.50,          67617.50
OPTSTK    ,CGPOWER   ,25/11/2025,00000700.00,CE      ,00000054.00,00000055.00,00000051.35,00000053.55,000000000052700,            10200,              012,              009,        7688037.50,         548037.50
OPTSTK    ,CGPOWER   ,25/11/2025,00000700.00,PE      ,00000001.95,00000002.20,00000001.25,00000001.25,000000000405450,           114750,              135,              121,       80502777.50,         177777.50
OPTSTK    ,CGPOWER   ,25/11/2025,00000710.00,CE      ,00000045.00,00000045.00,00000038.05,00000044.00,000000000053550,             5100,              006,              006,        3837707.50,         216707.50
OPTSTK    ,CGPOWER   ,25/11/2025,00000710.00,PE      ,00000003.10,00000003.50,00000001.70,00000001.75,000000000154700,            99450,              117,              116,       70849667.50,         240167.50
OPTSTK    ,CGPOWER   ,25/11/2025,00000720.00,CE      ,00000034.00,00000038.25,00000028.55,00000034.75,000000000178500,           182750,              215,              149,      137567952.50,        5987952.50
OPTSTK    ,CGPOWER   ,25/11/2025,00000720.00,PE      ,00000004.70,00000005.45,00000002.65,00000002.80,000000000404600,           407150,              479,              408,      294597632.50,        1449632.50
OPTSTK    ,CGPOWER   ,25/11/2025,00000730.00,CE      ,00000024.25,00000029.15,00000021.05,00000027.00,000000000435200,           280500,              330,              274,      212064885.00,        7299885.00
